# Provenance:
#   Script: /media/drn2/External/TARA-Oceans/MANUSCRIPT/.wt_ralph58/task2/scripts/pnps_analysis/finalize_pfam_status_20260530_211500.py
#   Source 1: UniProt REST API — all C. reinhardtii proteins (organism_id:3055)
#   Source 2: Ensembl Plants BioMart — creinhardtii_eg_gene, Pfam attribute
#   Source 3: NCBI RefSeq GFF3 — GCF_000002595.2 (gene existence via Phytozome Dbxref)
#   DS3: Flowers et al. 2015 tpc00492 SupplementalDS3 (doi:10.5061/dryad.1n0g6)
#   Date: 2026-05-30 20:43:48
#   Method: Merged UniProt Pfam + Ensembl BioMart Pfam + NCBI GFF3 cross-reference
#
#   Classification:
#     has_pfam=1: gene has >=1 Pfam domain in UniProt and/or BioMart
#     has_pfam=0: gene found in databases but no Pfam domain annotated
#     has_pfam=-1: gene uses old JGI v5.0 ID (g####) not in v5.5/v5.6;
#                  absent from UniProt, Ensembl, and NCBI RefSeq.
#                  These 5,882 genes need hmmsearch on the v5.0 proteome (task 3).
Gene_ID	has_pfam	pfam_domains
Cre13.g575250	1	PF16206,PF16213
Cre13.g575300	1	PF02985,PF07714
Cre13.g575350	-1	
Cre13.g575400	0	
Cre13.g575450	0	
Cre13.g575500	0	
Cre13.g575550	0	
Cre13.g575600	0	
Cre13.g575650	1	PF00069
Cre13.g575700	-1	
Cre13.g575750	1	PF00753
Cre13.g575800	1	PF00218
Cre13.g575850	1	PF13460
Cre13.g575900	1	PF04959
Cre13.g575950	1	PF07569,PF24105
Cre13.g576050	1	PF02535
Cre13.g576100	1	PF00069
Cre13.g576150	1	PF00710,PF17763
Cre13.g576200	0	
Cre13.g576250	1	PF09734
Cre13.g576300	1	PF06105
Cre13.g576350	1	PF02996
Cre13.g576400	1	PF01063
Cre13.g576500	0	
Cre13.g576550	1	PF04564
Cre13.g576650	1	PF01502,PF01503
Cre13.g576800	1	PF13640
Cre13.g576850	0	
Cre13.g576900	0	
Cre13.g576950	1	PF01344,PF13418
Cre13.g577000	0	
Cre13.g577050	1	PF03016,PF07974
Cre13.g577100	1	PF00550
Cre13.g577150	0	
Cre13.g577300	1	PF07250,PF09118
Cre13.g577400	1	PF03016
Cre13.g577500	1	PF05008,PF12352
Cre13.g577550	0	
Cre13.g577600	0	
Cre13.g577650	0	
Cre13.g577700	0	
Cre13.g577750	0	
Cre13.g577800	1	PF01926
Cre13.g577950	1	PF03357
Cre13.g578050	1	PF01975
Cre13.g578051	0	
Cre13.g578100	1	PF11894
Cre13.g578150	1	PF03737
Cre13.g578200	0	
Cre13.g578250	-1	
Cre13.g578350	1	PF00149,PF14008,PF16656
Cre13.g578400	0	
Cre13.g578550	0	
Cre13.g578600	0	
Cre13.g578650	1	PF08547,PF13460
Cre13.g578700	0	
Cre13.g578750	1	PF01180
Cre13.g578800	1	PF05347
Cre13.g578850	0	
Cre13.g578900	0	
Cre13.g578950	0	
Cre13.g579000	0	
Cre13.g579050	0	
Cre13.g579100	1	PF18122,PF20518
Cre13.g579150	0	
Cre13.g579250	0	
Cre13.g579300	0	
Cre13.g579350	0	
Cre13.g579400	1	PF02714,PF13967,PF14703
Cre13.g579450	0	
Cre13.g579500	1	PF12146
Cre13.g579550	0	
Cre13.g579600	-1	
Cre13.g579650	1	PF00069
Cre13.g579700	0	
Cre13.g579800	1	PF00696
Cre13.g579950	1	PF22890
Cre13.g580000	0	
Cre13.g580050	1	PF00004
Cre13.g580100	0	
Cre13.g580150	1	PF05631
Cre13.g580200	0	
Cre13.g580250	1	PF03941
Cre13.g580300	1	PF00005
Cre13.g580350	0	
Cre13.g580500	1	PF07933
Cre13.g580550	1	PF00856
Cre13.g580600	1	PF04376,PF04377
Cre13.g580650	1	PF03095
Cre13.g580700	1	PF01546,PF07687
Cre13.g580750	1	PF13639
Cre13.g580800	0	
Cre13.g580850	1	PF00237
Cre13.g580900	1	PF01163
Cre13.g580950	1	PF05686
Cre13.g581000	1	PF05686
Cre13.g581100	1	PF14634
Cre13.g581150	1	PF00583
Cre13.g581200	0	
Cre13.g581300	0	
Cre13.g581350	0	
Cre13.g581400	1	PF03219
Cre13.g581450	1	PF01399,PF10602,PF21154
Cre13.g581500	0	
Cre13.g581550	1	PF04446,PF14413
Cre13.g581600	0	
Cre13.g581650	1	PF00542,PF16320
Cre13.g581700	0	
Cre13.g581750	1	PF12265
Cre13.g581800	-1	
Cre13.g581850	1	PF03109
Cre13.g581900	0	
Cre13.g582050	0	
Cre13.g582100	0	
Cre13.g582112	0	
Cre13.g582150	0	
Cre13.g582200	-1	
Cre13.g582250	1	PF03644
Cre13.g582350	1	PF00899
Cre13.g582600	0	
Cre13.g582650	1	PF00069
Cre13.g582700	-1	
Cre13.g582800	1	PF13535,PF18130
Cre13.g582850	0	
Cre13.g582900	0	
Cre13.g582950	0	
Cre13.g583000	0	
Cre13.g583050	1	PF00355
Cre13.g583100	1	PF04413
Cre13.g583150	1	PF00651
Cre13.g583200	1	PF02656
Cre13.g583217	1	PF00583
Cre13.g583250	1	PF00400,PF11816
Cre13.g583287	0	
Cre13.g583350	0	
Cre13.g583400	0	
Cre13.g583450	1	PF04749
Cre13.g583500	1	PF25316,PF25577
Cre13.g583550	1	PF04012
Cre13.g583600	1	PF13692
Cre13.g583650	0	
Cre13.g583700	0	
Cre13.g583750	1	PF13639
Cre13.g583950	-1	
Cre13.g584100	1	PF00069
Cre13.g584150	-1	
Cre13.g584170	0	
Cre13.g584200	1	PF00462,PF01814,PF03595,PF14340
Cre13.g584250	0	
Cre13.g584350	0	
Cre13.g584400	1	PF21771
Cre13.g584500	0	
Cre13.g584600	0	
Cre13.g584619	0	
Cre13.g584650	0	
Cre13.g584700	1	PF02636
Cre13.g584750	1	PF08241
Cre13.g584793	-1	
Cre13.g584800	0	
Cre13.g584850	1	PF00043,PF02798
Cre13.g584900	-1	
Cre13.g584950	0	
Cre13.g585000	0	
Cre13.g585050	0	
Cre13.g585150	1	PF01912
Cre13.g585200	0	
Cre13.g585250	1	PF02214,PF08005
Cre13.g585400	1	PF00060,PF10613
Cre13.g585450	0	
Cre13.g585500	0	
Cre13.g585550	0	
Cre13.g585600	0	
Cre13.g585750	1	PF00355,PF01266
Cre13.g585800	1	PF00082
Cre13.g585850	1	PF04101
Cre13.g585900	1	PF01433,PF09127,PF17900
Cre13.g585950	0	
Cre13.g586100	0	
Cre13.g586150	0	
Cre13.g586200	0	
Cre13.g586250	1	PF01121
Cre13.g586300	1	PF00254
Cre13.g586350	1	PF00561,PF00875
Cre13.g586400	0	
Cre13.g586450	1	PF00583
Cre13.g586500	1	PF00225
Cre13.g586550	1	PF00173
Cre13.g586600	1	PF03188
Cre13.g586650	1	PF00989,PF25474
Cre13.g586700	1	PF00989,PF25474
Cre13.g586750	0	
Cre13.g586800	0	
Cre13.g586850	0	
Cre13.g586900	-1	
Cre13.g586950	1	PF00583
Cre13.g587000	1	PF08164,PF13339
Cre13.g587050	1	PF03463,PF03464,PF03465
Cre13.g587100	1	PF05996
Cre13.g587150	1	PF01853,PF11717,PF17772
Cre13.g587200	1	PF06423
Cre13.g587250	0	
Cre13.g587300	0	
Cre13.g587350	0	
Cre13.g587400	0	
Cre13.g587450	1	PF01812
Cre13.g587500	1	PF01593
Cre13.g587550	1	PF00989,PF13426,PF25474
Cre13.g587650	0	
Cre13.g587700	1	PF00106
Cre13.g587750	1	PF06419,PF20653
Cre13.g587950	0	
Cre13.g588000	0	
Cre13.g588050	1	PF00076
Cre13.g588100	1	PF00160
Cre13.g588150	1	PF26216,PF26217
Cre13.g588250	1	PF15627,PF24652,PF24656
Cre13.g588271	1	PF07556
Cre13.g588300	-1	
Cre13.g588350	1	PF00454
Cre13.g588400	-1	
Cre13.g588405	0	
Cre13.g588500	-1	
Cre13.g588650	0	
Cre13.g588700	0	
Cre13.g588736	0	
Cre13.g588750	0	
Cre13.g588800	0	
Cre13.g588850	1	PF10250
Cre13.g588900	1	PF01612
Cre13.g588950	0	
Cre13.g588959	0	
Cre13.g589000	0	
Cre13.g589050	1	PF18755
Cre13.g589100	0	
Cre13.g589150	0	
Cre13.g589167	0	
Cre13.g589250	1	PF02582
Cre13.g589300	1	PF05786
Cre13.g589350	1	PF08487,PF13768
Cre13.g589400	1	PF00188
Cre13.g589450	1	PF08487,PF13768
Cre13.g589500	1	PF07714
Cre13.g589550	0	
Cre13.g589600	0	
Cre13.g589650	1	PF08424
Cre13.g589700	1	PF03357
Cre13.g589750	0	
Cre13.g589800	1	PF00999
Cre13.g590200	0	
Cre13.g590250	-1	
Cre13.g590300	1	PF00485,PF01928
Cre13.g590350	1	PF00170
Cre13.g590400	1	PF00041,PF04969
Cre13.g590450	0	
Cre13.g590500	1	PF00487
Cre13.g590550	1	PF01467
Cre13.g590600	1	PF00233
Cre13.g590650	1	PF07223
Cre13.g590700	1	PF02582
Cre13.g590750	1	PF00125
Cre13.g590800	1	PF00125,PF16211
Cre13.g590850	0	
Cre13.g590900	1	PF12861
Cre13.g590905	0	
Cre13.g590950	0	
Cre13.g591000	0	
Cre13.g591100	1	PF00924
Cre13.g591150	1	PF00125,PF16211
Cre13.g591200	1	PF00125
Cre13.g591250	0	
Cre13.g591300	0	
Cre13.g591350	1	PF07690
Cre13.g591400	1	PF01937,PF03630
Cre13.g591450	1	PF01007,PF17655
Cre13.g591500	-1	
Cre13.g591550	1	PF00530
Cre13.g591600	1	PF00211
Cre13.g591650	0	
Cre13.g591700	1	PF03133
Cre13.g591750	0	
Cre13.g591800	0	
Cre13.g591850	-1	
Cre13.g591900	1	PF13091
Cre13.g591950	-1	
Cre13.g592000	1	PF00069
Cre13.g592050	1	PF01979
Cre13.g592100	1	PF00097,PF00628
Cre13.g592150	1	PF00270,PF00271,PF25430
Cre13.g592200	1	PF00310,PF01493,PF01645,PF04898,PF07992,PF14691
Cre13.g592250	0	
Cre13.g592350	0	
Cre13.g592400	1	PF23086
Cre13.g592450	1	PF04733
Cre13.g592500	1	PF00994,PF01507,PF24102
Cre13.g592550	0	
Cre13.g592551	0	
Cre13.g602300	1	PF01189
Cre13.g602350	1	PF00218
Cre13.g602400	1	PF00225
Cre13.g602450	0	
Cre13.g602500	1	PF13772
Cre13.g602550	0	
Cre13.g602600	0	
Cre13.g602650	1	PF00581
Cre13.g602700	1	PF00072,PF00400
Cre13.g602800	0	
Cre13.g602850	1	PF00076
Cre13.g602900	-1	
Cre13.g603000	1	PF00233
Cre13.g603050	0	
Cre13.g603100	1	PF05686
Cre13.g603250	0	
Cre13.g603300	0	
Cre13.g603350	1	PF00211
Cre13.g603400	1	PF00176,PF00271,PF00628,PF21325
Cre13.g603450	1	PF14159
Cre13.g603500	0	
Cre13.g603550	0	
Cre13.g603600	1	PF07714
Cre13.g603700	1	PF00022
Cre13.g603750	1	PF03493,PF07885,PF22614
Cre13.g603800	0	
Cre13.g603850	0	
Cre13.g603900	1	PF03483,PF03484,PF17759,PF18262
Cre13.g603950	1	PF00160
Cre13.g604000	0	
Cre13.g604200	0	
Cre13.g604250	1	PF01822
Cre13.g604300	0	
Cre13.g604350	1	PF07714
Cre13.g604400	0	
Cre13.g604600	1	PF15477
Cre13.g604700	1	PF01066
Cre13.g604750	1	PF13639
Cre13.g604800	0	
Cre13.g604850	0	
Cre13.g605100	1	PF00233,PF01590
Cre13.g605150	1	PF00081,PF02777
Cre13.g605200	1	PF05548
Cre13.g605250	0	
Cre13.g605350	0	
Cre13.g605451	-1	
Cre13.g605500	0	
Cre13.g605550	0	
Cre13.g605600	1	PF10421
Cre13.g605650	1	PF00171
Cre13.g605700	0	
Cre13.g605750	0	
Cre13.g605800	1	PF07529
Cre13.g605850	0	
Cre13.g605900	0	
Cre13.g606000	1	PF00009,PF00679,PF21018,PF22042
Cre13.g606050	1	PF00579,PF22421
Cre13.g606100	-1	
Cre13.g606150	0	
Cre13.g606200	1	PF01189,PF01472
Cre13.g606250	1	PF00211
Cre13.g606300	0	
Cre13.g606350	1	PF12816,PF25066
Cre13.g606500	0	
Cre13.g606550	0	
Cre13.g606600	1	PF00069
Cre13.g606700	0	
Cre13.g606750	1	PF00642,PF12796,PF13361,PF13637
Cre13.g606800	1	PF02698
Cre13.g606850	0	
Cre13.g606950	0	
Cre13.g606956	-1	
Cre13.g607000	1	PF01546,PF07687
Cre13.g607050	1	PF00581
Cre13.g607100	1	PF00211
Cre13.g607150	1	PF00211
Cre13.g607200	1	PF00211
Cre13.g607250	0	
Cre13.g607300	1	PF00069
Cre13.g607350	1	PF00484
Cre13.g607450	1	PF02733,PF02734
Cre13.g607500	1	PF02037,PF02735,PF03730,PF03731
Cre13.g607550	0	
Cre13.g607600	1	PF06574
Cre13.g607650	1	PF13202,PF13499
Cre13.g607700	0	
Cre13.g607750	1	PF14772,PF14775
Cre13.g607800	0	
Cre13.g607850	1	PF00076
Cre13.g607900	0	
Cre13.g607950	1	PF10961
Cre13.g608000	0	
g13839	-1	
g13842	-1	
g13843	-1	
g13844	-1	
g13845	-1	
g13861	-1	
g13871	-1	
g13874	-1	
g13876	-1	
g13886	-1	
g13887	-1	
g13890	-1	
g13897	-1	
g13902	-1	
g13907	-1	
g13908	-1	
g13909	-1	
g13910	-1	
g13911	-1	
g13912	-1	
g13913	-1	
g13914	-1	
g13917	-1	
g13918	-1	
g13922	-1	
g13935	-1	
g13937	-1	
g13943	-1	
g13950	-1	
g13951	-1	
g13954	-1	
g13961	-1	
g13963	-1	
g13968	-1	
g13981	-1	
g13982	-1	
g13989	-1	
g13990	-1	
g13995	-1	
g14003	-1	
g14009	-1	
g14016	-1	
g14019	-1	
g14023	-1	
g14038	-1	
g14042	-1	
g14054	-1	
g14056	-1	
g14063	-1	
g14064	-1	
g14065	-1	
g14074	-1	
g14076	-1	
g14077	-1	
g14087	-1	
g14089	-1	
g14097	-1	
g14123	-1	
g14136	-1	
g14141	-1	
g14151	-1	
g14156	-1	
g14165	-1	
g14166	-1	
g14169	-1	
g14171	-1	
g14172	-1	
g14174	-1	
g14180	-1	
g14184	-1	
g14185	-1	
g14187	-1	
g14189	-1	
g14198	-1	
g14199	-1	
g14201	-1	
g14208	-1	
g14211	-1	
g14212	-1	
g14216	-1	
g14224	-1	
g14226	-1	
g14229	-1	
g14232	-1	
g14238	-1	
g14239	-1	
g14243	-1	
g14244	-1	
g14246	-1	
g14247	-1	
g14249	-1	
g14259	-1	
g14270	-1	
g14272	-1	
g14290	-1	
g14297	-1	
g14298	-1	
g14300	-1	
g14303	-1	
g14304	-1	
g14305	-1	
g14307	-1	
g14321	-1	
g14322	-1	
g14332	-1	
g14333	-1	
g14334	-1	
g14335	-1	
g14337	-1	
g14346	-1	
g14348	-1	
g14360	-1	
g14362	-1	
g14365	-1	
g14367	-1	
g14368	-1	
g14374	-1	
g14375	-1	
g14381	-1	
g14382	-1	
g14399	-1	
g14410	-1	
g14415	-1	
g14419	-1	
g14420	-1	
g14423	-1	
g14428	-1	
g14433	-1	
g14436	-1	
g14438	-1	
g14439	-1	
g14440	-1	
g14455	-1	
g14460	-1	
g14469	-1	
g14470	-1	
g14471	-1	
g14472	-1	
g14475	-1	
g14484	-1	
g14494	-1	
g14495	-1	
g14520	-1	
g14528	-1	
g14529	-1	
g14530	-1	
g14531	-1	
g14532	-1	
g14535	-1	
g14541	-1	
g14545	-1	
g14554	-1	
g14558	-1	
g14565	-1	
g14566	-1	
g14569	-1	
g14575	-1	
g14576	-1	
g14582	-1	
g14583	-1	
g14584	-1	
g14586	-1	
g14591	-1	
g14592	-1	
g14593	-1	
g14594	-1	
g14599	-1	
g14601	-1	
g14603	-1	
g14632	-1	
g14635	-1	
g14644	-1	
Cre14.g608050	1	PF10344
Cre14.g608093	0	
Cre14.g608200	1	PF12872,PF13020
Cre14.g608300	1	PF20499
Cre14.g608350	0	
Cre14.g608400	0	
Cre14.g608500	1	PF04194
Cre14.g608550	0	
Cre14.g608600	0	
Cre14.g608700	1	PF00155
Cre14.g608750	0	
Cre14.g608788	0	
Cre14.g608800	1	PF00106
Cre14.g608850	1	PF10075
Cre14.g608950	0	
Cre14.g609100	0	
Cre14.g609150	0	
Cre14.g609250	0	
Cre14.g609300	1	PF13242,PF13344
Cre14.g609350	1	PF00249
Cre14.g609400	0	
Cre14.g609450	1	PF04720
Cre14.g609500	1	PF04720
Cre14.g609550	-1	
Cre14.g609600	0	
Cre14.g609650	1	PF13380
Cre14.g609700	0	
Cre14.g609800	0	
Cre14.g609850	0	
Cre14.g609900	1	PF03188,PF03351
Cre14.g609950	0	
Cre14.g610000	1	PF12554
Cre14.g610050	1	PF06209
Cre14.g610100	0	
Cre14.g610150	0	
Cre14.g610200	0	
Cre14.g610250	0	
Cre14.g610300	0	
Cre14.g610350	-1	
Cre14.g610400	0	
Cre14.g610450	1	PF02535
Cre14.g610500	-1	
Cre14.g610550	1	PF00651
Cre14.g610700	1	PF12499
Cre14.g610800	-1	
Cre14.g610850	0	
Cre14.g610900	0	
Cre14.g610950	1	PF00227
Cre14.g611000	0	
Cre14.g611100	0	
Cre14.g611150	1	PF01423
Cre14.g611200	1	PF02536
Cre14.g611250	1	PF06565
Cre14.g611300	1	PF01036
Cre14.g611350	0	
Cre14.g611400	0	
Cre14.g611450	1	PF04755
Cre14.g611600	-1	
Cre14.g611650	1	PF01565
Cre14.g611700	1	PF01476,PF04755
Cre14.g611800	0	
Cre14.g611850	1	PF02990
Cre14.g611900	0	
Cre14.g611950	0	
Cre14.g612000	1	PF00069,PF23606,PF24970
Cre14.g612100	1	PF02042
Cre14.g612150	1	PF22600
Cre14.g612200	1	PF00211
Cre14.g612250	0	
Cre14.g612300	0	
Cre14.g612350	1	PF00628
Cre14.g612400	1	PF18758
Cre14.g612450	1	PF00828
Cre14.g612500	1	PF00432
Cre14.g612700	1	PF13516,PF13855,PF24656,PF24667,PF24671,PF24681
Cre14.g612750	0	
Cre14.g612800	0	
Cre14.g612850	1	PF04564
Cre14.g612950	1	PF00211
Cre14.g613000	0	
Cre14.g613050	0	
Cre14.g613100	1	PF07699
Cre14.g613134	1	PF09273
Cre14.g613150	0	
Cre14.g613200	1	PF02492,PF07683
Cre14.g613250	0	
Cre14.g613300	0	
Cre14.g613350	1	PF03152,PF24842
Cre14.g613400	1	PF00400,PF05018,PF23393
Cre14.g613450	1	PF01980
Cre14.g613600	1	PF00012
Cre14.g613700	1	PF01753
Cre14.g613750	0	
Cre14.g613800	0	
Cre14.g613850	1	PF00773,PF13638,PF17215,PF17216
Cre14.g613900	1	PF00134
Cre14.g613950	1	PF00005,PF12698,PF13304,PF25158
Cre14.g614050	1	PF03999
Cre14.g614100	1	PF03345,PF23358
Cre14.g614200	0	
Cre14.g614250	1	PF07019
Cre14.g614300	1	PF00478,PF00571
Cre14.g614350	1	PF00169
Cre14.g614400	1	PF00176,PF00271,PF08797,PF13639
Cre14.g614450	0	
Cre14.g614500	1	PF00651
Cre14.g614550	0	
Cre14.g614600	0	
Cre14.g614650	0	
Cre14.g614667	0	
Cre14.g614750	1	PF00583
Cre14.g614800	0	
Cre14.g614850	1	PF00023,PF12796
Cre14.g614900	1	PF00749,PF03950,PF04558,PF20974
Cre14.g614950	1	PF00318,PF01391
Cre14.g615000	1	PF01641
Cre14.g615050	1	PF02544
Cre14.g615100	1	PF01641
Cre14.g615150	0	
Cre14.g615200	0	
Cre14.g615224	0	
Cre14.g615250	1	PF13098
Cre14.g615350	1	PF01152
Cre14.g615400	1	PF01152
Cre14.g615450	0	
Cre14.g615500	1	PF00814
Cre14.g615600	1	PF05057
Cre14.g615634	0	
Cre14.g615650	1	PF00657
Cre14.g615700	0	
Cre14.g615750	1	PF13202
Cre14.g615800	1	PF06241
Cre14.g615850	1	PF13499
Cre14.g615900	1	PF03092
Cre14.g615950	1	PF00005,PF24984,PF24987
Cre14.g616000	1	PF00581
Cre14.g616050	1	PF00169
Cre14.g616100	1	PF00254,PF17800
Cre14.g616200	1	PF05007
Cre14.g616250	1	PF03364
Cre14.g616350	1	PF02469
Cre14.g616400	1	PF00011
Cre14.g616450	1	PF00211,PF03924
Cre14.g616550	1	PF00211,PF03924
Cre14.g616589	0	
Cre14.g616600	1	PF01926,PF02581
Cre14.g616650	0	
Cre14.g616700	0	
Cre14.g616750	1	PF13414,PF13432
Cre14.g616800	1	PF13815
Cre14.g616850	0	
Cre14.g616900	1	PF00528
Cre14.g616950	1	PF10262
Cre14.g617050	0	
Cre14.g617100	1	PF00076
Cre14.g617150	1	PF03062
Cre14.g617200	0	
Cre14.g617250	0	
Cre14.g617300	1	PF04258
Cre14.g617350	1	PF00415,PF13540
Cre14.g617400	1	PF00011
Cre14.g617450	1	PF00011
Cre14.g617500	0	
Cre14.g617550	1	PF13499
Cre14.g617600	1	PF13365,PF17815
Cre14.g617650	1	PF00233
Cre14.g617700	1	PF00233
Cre14.g617750	1	PF00233
Cre14.g617800	1	PF04515
Cre14.g617850	0	
Cre14.g617900	1	PF00831
Cre14.g617950	1	PF13499
Cre14.g618000	1	PF13499
Cre14.g618050	1	PF04755
Cre14.g618100	0	
Cre14.g618150	1	PF07058
Cre14.g618200	0	
Cre14.g618300	0	
Cre14.g618350	0	
Cre14.g618400	1	PF00005,PF12698,PF23321,PF24526
Cre14.g618450	0	
Cre14.g618500	1	PF07707
Cre14.g618550	0	
Cre14.g618600	1	PF00005,PF00664
Cre14.g618650	0	
Cre14.g618700	1	PF00177
Cre14.g618750	1	PF13855
Cre14.g618800	1	PF01753
Cre14.g618900	1	PF00651,PF07707
Cre14.g618950	1	PF21203
Cre14.g618979	1	PF01753
Cre14.g619000	0	
Cre14.g619050	1	PF04479
Cre14.g619100	1	PF00574
Cre14.g619200	0	
Cre14.g619250	0	
Cre14.g619400	0	
Cre14.g619450	0	
Cre14.g619500	0	
Cre14.g619550	1	PF00227,PF10584
Cre14.g619650	0	
Cre14.g619700	0	
Cre14.g619750	0	
Cre14.g619800	0	
Cre14.g619839	-1	
Cre14.g619850	0	
Cre14.g619854	1	PF03016
Cre14.g619900	1	PF13640
Cre14.g619950	1	PF07802
Cre14.g620000	0	
Cre14.g620050	0	
Cre14.g620100	0	
Cre14.g620150	1	PF01435
Cre14.g620200	1	PF10998
Cre14.g620250	0	
Cre14.g620300	1	PF00117
Cre14.g620350	1	PF00925,PF00926
Cre14.g620400	1	PF04573
Cre14.g620450	0	
Cre14.g620500	1	PF00847
Cre14.g620600	1	PF12499
Cre14.g620750	0	
Cre14.g620800	0	
Cre14.g620850	1	PF00010
Cre14.g620900	0	
Cre14.g620950	-1	
Cre14.g621000	1	PF23231,PF23233
Cre14.g621050	1	PF00249
Cre14.g621100	0	
Cre14.g621150	0	
Cre14.g621172	1	PF00249
Cre14.g621200	0	
Cre14.g621250	1	PF13896
Cre14.g621300	1	PF03194
Cre14.g621350	-1	
Cre14.g621400	0	
Cre14.g621450	1	PF14204,PF17144
Cre14.g621500	-1	
Cre14.g621558	-1	
Cre14.g621600	1	PF15003
Cre14.g621650	1	PF00698
Cre14.g621700	1	PF05548
Cre14.g621750	-1	
Cre14.g621800	1	PF05686
Cre14.g621850	1	PF13369
Cre14.g622050	1	PF03016
Cre14.g622063	-1	
Cre14.g622150	0	
Cre14.g622200	0	
Cre14.g622450	-1	
Cre14.g622550	1	PF00899
Cre14.g622600	0	
Cre14.g622650	0	
Cre14.g622750	1	PF04134
Cre14.g622800	1	PF01764
Cre14.g622850	1	PF08423,PF14520
Cre14.g622900	0	
Cre14.g622901	1	PF13855
Cre14.g623000	1	PF00702
Cre14.g623050	0	
Cre14.g623100	0	
Cre14.g623125	0	
Cre14.g623150	1	PF23726
Cre14.g623200	1	PF00883,PF21337
Cre14.g623250	0	
Cre14.g623300	1	PF00258,PF04055,PF08608
Cre14.g623350	0	
Cre14.g623500	-1	
Cre14.g623550	0	
Cre14.g623600	0	
Cre14.g623700	0	
Cre14.g623750	0	
Cre14.g623800	1	PF00583
Cre14.g623850	0	
Cre14.g623900	0	
Cre14.g624000	0	
Cre14.g624050	0	
Cre14.g624350	1	PF08241
Cre14.g624400	0	
Cre14.g624450	1	PF00211
Cre14.g624500	1	PF01138
Cre14.g624550	0	
Cre14.g624600	0	
Cre14.g624650	0	
Cre14.g624700	0	
Cre14.g624750	0	
Cre14.g624800	1	PF02752
Cre14.g624850	0	
Cre14.g624900	0	
Cre14.g624950	1	PF03028,PF08385,PF08393,PF12774,PF12775,PF12777,PF12780,PF12781,PF17852,PF18198,PF18199,PF22597,PF25007
Cre14.g625000	0	
Cre14.g625050	1	PF00069
Cre14.g625100	0	
Cre14.g625150	1	PF00300
Cre14.g625200	1	PF03153
Cre14.g625251	0	
Cre14.g625300	1	PF01699
Cre14.g625350	1	PF01554
Cre14.g625450	1	PF08241
Cre14.g625500	1	PF00023,PF12796,PF13637
Cre14.g625650	0	
Cre14.g625750	1	PF04278
Cre14.g625850	1	PF05548
Cre14.g625900	-1	
Cre14.g625950	1	PF01743
Cre14.g626000	1	PF03547
Cre14.g626100	0	
Cre14.g626150	0	
Cre14.g626250	0	
Cre14.g626300	0	
Cre14.g626350	1	PF04751
Cre14.g626400	1	PF00067
Cre14.g626437	-1	
Cre14.g626450	-1	
Cre14.g626500	1	PF00400
Cre14.g626550	1	PF01753
Cre14.g626600	1	PF01753
Cre14.g626750	1	PF00504
Cre14.g626800	0	
Cre14.g626900	1	PF03332
Cre14.g626950	0	
Cre14.g627000	0	
Cre14.g627150	1	PF05670,PF05833
Cre14.g627200	0	
Cre14.g627300	0	
Cre14.g627350	1	PF01925
Cre14.g627450	-1	
Cre14.g627500	1	PF02463
Cre14.g627650	0	
Cre14.g627700	1	PF01753
Cre14.g627750	1	PF01753
Cre14.g627788	1	PF01753
Cre14.g627800	1	PF00887,PF12796
Cre14.g627850	1	PF01113,PF05173
Cre14.g627900	1	PF07189
Cre14.g627950	1	PF02544
Cre14.g628000	1	PF03054,PF20258,PF20259
Cre14.g628100	1	PF00076
Cre14.g628150	0	
Cre14.g628200	1	PF00069
Cre14.g628250	-1	
Cre14.g628350	1	PF00227
Cre14.g628400	1	PF07973
Cre14.g628450	1	PF00160
Cre14.g628500	1	PF01370
Cre14.g628650	1	PF00390,PF03949
Cre14.g628800	1	PF00082,PF23090,PF23094
Cre14.g628850	1	PF00211
Cre14.g628900	0	
Cre14.g628950	0	
Cre14.g629050	1	PF02298
Cre14.g629150	1	PF00211
Cre14.g629200	1	PF13868
Cre14.g629283	1	PF02137
Cre14.g629300	1	PF00443
Cre14.g629400	1	PF13671
Cre14.g629429	0	
Cre14.g629500	1	PF06244
Cre14.g629550	1	PF02926
Cre14.g629600	1	PF06803
Cre14.g629650	0	
Cre14.g629700	1	PF00390,PF03949
Cre14.g629750	1	PF00390,PF03949
Cre14.g629800	0	
Cre14.g630000	1	PF12680
Cre14.g630050	1	PF20499
Cre14.g630150	1	PF02176
Cre14.g630200	0	
Cre14.g630250	0	
Cre14.g630350	1	PF02221
Cre14.g630400	1	PF00248
Cre14.g630450	0	
Cre14.g630500	1	PF01974,PF26577
Cre14.g630600	1	PF01753
Cre14.g630650	1	PF01753
Cre14.g630700	1	PF07699
Cre14.g630950	1	PF00581
Cre14.g630982	0	
Cre14.g631000	0	
Cre14.g631050	0	
Cre14.g631100	1	PF00059,PF00112,PF00530,PF01476,PF22633
Cre14.g631150	1	PF00112,PF01476,PF01822
Cre14.g631200	1	PF15927
Cre14.g631250	1	PF05794
Cre14.g631300	1	PF01822,PF22633
Cre14.g631350	0	
Cre14.g631400	0	
Cre14.g631450	-1	
Cre14.g631500	0	
Cre14.g631550	0	
Cre14.g631575	0	
Cre14.g631600	1	PF03807
Cre14.g631650	0	
Cre14.g631700	-1	
Cre14.g631750	0	
Cre14.g631800	0	
Cre14.g631850	1	PF06888
Cre14.g631900	1	PF09412
Cre14.g631950	1	PF03330
