# Provenance:
#   Script: /media/drn2/External/TARA-Oceans/MANUSCRIPT/.wt_ralph58/task2/scripts/pnps_analysis/download_uniprot_pfam_20260530_202800.py
#   Source: UniProt REST API (organism_id:3055, all proteins)
#   Date: 2026-05-30 20:31:01
#   Total entries: 19802
Entry	Gene Names	Pfam
A0A2K3DXN0	CHLRE_03g179550v5	PF07975;PF04056;
A0A2K3DXN3	CHLRE_03g179750v5	PF00892;
A0A2K3DXP5	CHLRE_03g180550v5	PF02872;PF00149;
A0A2K3DXP6	CHLRE_03g180450v5	PF02872;PF00149;
A0A2K3DXQ0	CHLRE_03g179860v5	PF01189;PF25376;
A0A2K3DXQ8	CHLRE_03g180650v5	PF12812;PF13365;
A0A2K3DXQ9	CHLRE_03g180800v5	PF02671;PF08295;PF16879;
A0A2K3DXR0	CHLRE_03g181000v5	
A0A2K3DXR8	CHLRE_03g180600v5	PF02872;PF00149;
A0A2K3DXS3	CHLRE_03g181400v5	PF04715;PF00425;PF00117;
A0A2K3DXT5	CHLRE_03g181200v5	PF01039;
A0A2K3DXT6	CHLRE_03g182400v5	PF01529;
A0A2K3DXU4	CHLRE_03g182950v5	PF13401;PF21010;PF00271;PF07717;PF04408;
A0A2K3DXU5	CHLRE_03g181650v5	PF07574;
A0A2K3DXV2	CHLRE_03g182800v5	PF00202;
A0A2K3DXV3	CHLRE_03g182750v5	PF04916;
A0A2K3DXV5	CHLRE_03g182100v5	PF05770;PF17927;
A0A2K3DXW6	CHLRE_03g183750v5	
A0A2K3DXX2	CHLRE_03g183700v5	PF02364;
A0A2K3DXX4	CHLRE_03g183950v5	PF22936;PF07727;PF25597;
A0A2K3DXX8	CHLRE_03g183650v5	PF03009;
A0A2K3DXY3	CHLRE_03g184800v5	PF01150;
A0A2K3DXY4	CHLRE_03g184450v5	PF00069;
A0A2K3DXY5	CHLRE_03g183550v5	PF02577;
A0A2K3DXZ3	CHLRE_03g184050v5	PF01868;
A0A2K3DXZ8	CHLRE_03g185250v5	PF08323;PF00534;
A0A2K3DXZ9	CHLRE_03g184651v5	PF08423;
A0A2K3DY08	CHLRE_03g185100v5	
A0A2K3DY13	CHLRE_03g185000v5	PF02364;
A0A2K3DY16	CHLRE_03g186350v5	
A0A2K3DY17	CHLRE_03g185350v5	PF02364;
A0A2K3DY20	CHLRE_03g186100v5	PF13661;
A0A2K3DY25	CHLRE_03g186200v5	PF01148;
A0A2K3DY26	CHLRE_03g186800v5	PF22936;PF00665;PF07727;PF25597;
A0A2K3DY38	CHLRE_03g186500v5	PF00583;PF10394;
A0A2K3DY47	CHLRE_03g186800v5	PF22936;PF00665;PF07727;PF25597;
A0A2K3DY52	CHLRE_03g188100v5	PF13516;
A0A2K3DY68	CHLRE_03g188600v5	PF01694;
A0A2K3DY69	CHLRE_03g188550v5	PF13959;PF00270;PF00271;
A0A2K3DY75	CHLRE_03g187950v5	PF13086;PF13087;
A0A2K3DY76	CHLRE_03g188950v5	PF07942;
A0A2K3DY78	CHLRE_03g188200v5	PF01138;PF03725;
A0A2K3DY84	CHLRE_03g188400v5	PF08022;PF01794;PF08030;
A0A2K3DY94	CHLRE_03g190250v5	PF02225;PF00082;
A0A2K3DY96	CHLRE_03g189950v5	PF17830;PF00515;PF13432;PF13181;
A0A2K3DYA0	CHLRE_03g190550v5	PF08638;
A0A2K3DYA1	CHLRE_03g190050v5	PF00069;PF00659;
A0A2K3DYA7	CHLRE_03g189650v5	PF08214;PF02135;PF00569;
A0A2K3DYA8	CHLRE_03g190500v5	PF13802;PF01055;PF21365;
A0A2K3DYA9	CHLRE_03g190450v5	PF00566;
A0A2K3DYB5	CHLRE_03g189850v5	PF00498;
A0A2K3DYD0	CHLRE_03g191900v5	PF25010;PF00443;
A0A2K3DYD5	CHLRE_03g190800v5	PF02223;
A0A2K3DYD9	CHLRE_03g192600v5	PF00265;
A0A2K3DYE3	CHLRE_03g190750v5	PF02223;
A0A2K3DYE5	CHLRE_03g191350v5	PF12698;PF00005;
A0A2K3DYE9	CHLRE_03g192450v5	
A0A2K3DYG9	CHLRE_03g192900v5	
A0A2K3DYH3	CHLRE_03g194050v5	
A0A2K3DYH6	CHLRE_03g193250v5	PF01885;
A0A2K3DYH7	CHLRE_03g194000v5	PF11708;
A0A2K3DYH9	CHLRE_03g193400v5	PF04542;
A0A2K3DYI3	CHLRE_03g194350v5	
A0A2K3DYI9	CHLRE_03g193750v5	PF01571;PF08669;
A0A2K3DYJ2	CHLRE_03g194650v5	PF00561;
A0A2K3DYJ4	CHLRE_03g193800v5	PF00152;
A0A2K3DYJ5	CHLRE_03g194100v5	PF14381;PF07714;
A0A2K3DYJ8	CHLRE_03g194800v5	PF06807;PF16573;PF16575;
A0A2K3DYJ9	CHLRE_03g194700v5	PF13802;PF01055;PF21365;PF00088;
A0A2K3DYK1	CHLRE_03g194250v5	PF01088;
A0A2K3DYK3	CHLRE_03g194300v5	PF00494;
A0A2K3DYL3	CHLRE_03g194900v5	
A0A2K3DYL4	CHLRE_03g195500v5	PF01734;
A0A2K3DYL5	CHLRE_03g194200v5	PF02779;PF02780;
A0A2K3DYM1	CHLRE_03g195600v5	PF01204;
A0A2K3DYM5	CHLRE_03g196000v5	PF05625;
A0A2K3DYN1	CHLRE_03g196250v5	PF00112;
A0A2K3DYN9	CHLRE_03g196651v5	PF03834;
A0A2K3DYP3	CHLRE_03g196600v5	
A0A2K3DYP5	CHLRE_03g197050v5	PF00125;
A0A2K3DYQ1	CHLRE_03g196400v5	PF10513;
A0A2K3DYQ7	CHLRE_03g195850v5	PF01641;
A0A2K3DYR4	CHLRE_03g197350v5	PF11831;PF13921;
A0A2K3DYR6	CHLRE_03g196300v5	PF04055;
A0A2K3DYT3	CHLRE_03g198200v5	PF14288;PF02364;
A0A2K3DYT9	CHLRE_03g197300v5	
A0A2K3DYU9	CHLRE_03g197700v5	PF05965;PF05964;PF21743;PF00855;PF00856;PF13832;
A0A2K3DYV4	CHLRE_03g208050v5	PF07977;
A0A2K3DYV6	CHLRE_03g207950v5	PF05327;
A0A2K3DYV8	CHLRE_03g198150v5	
A0A2K3DYW2	CHLRE_03g208100v5	PF17849;PF00773;PF17216;
A0A2K3DYX1	CHLRE_03g207750v5	PF00211;
A0A2K3DYY3	CHLRE_03g207351v5	PF10998;
A0A2K3DYZ6	CHLRE_03g206350v5	
A0A2K3DYZ9	CHLRE_03g207502v5	PF01529;
A0A2K3DZ02	CHLRE_03g205850v5	PF01554;
A0A2K3DZ05	CHLRE_03g205950v5	PF00069;
A0A2K3DZ07	CHLRE_03g206202v5	PF00069;
A0A2K3DZ21	CHLRE_03g205750v5	PF07986;
A0A2K3DZ27	CHLRE_03g205350v5	PF01612;
A0A2K3DZ33	CHLRE_03g204752v5	PF03291;
A0A2K3DZ42	CHLRE_03g204800v5	PF02374;
A0A2K3DZ44	CHLRE_03g204751v5	PF01066;
A0A2K3DZ54	CHLRE_03g204400v5	PF01694;
A0A2K3DZ57	CHLRE_03g203750v5	PF20671;PF04136;
A0A2K3DZ59	CHLRE_03g203850v5	PF01747;PF14306;
A0A2K3DZ60	CHLRE_03g204100v5	PF23106;PF03016;
A0A2K3DZ66	CHLRE_03g203600v5	PF03009;
A0A2K3DZ76	CHLRE_03g204050v5	PF23106;PF03016;
A0A2K3DZ84	CHLRE_03g202550v5	PF03016;
A0A2K3DZ98	CHLRE_03g202202v5	
A0A2K3DZA2	CHLRE_03g203451v5	
A0A2K3DZA6	CHLRE_03g202250v5	PF09507;
A0A2K3DZA7	CHLRE_03g202000v5	PF25764;PF00225;
A0A2K3DZB0	CHLRE_03g202100v5	
A0A2K3DZB1	CHLRE_03g202202v5	
A0A2K3DZB2	CHLRE_03g201301v5	
A0A2K3DZB6	CHLRE_03g201850v5	PF00271;PF00176;
A0A2K3DZB9	CHLRE_03g202400v5	PF00153;
A0A2K3DZC8	CHLRE_03g201150v5	
A0A2K3DZC9	CHLRE_03g201450v5	
A0A2K3DZD3	CHLRE_03g202150v5	PF00145;
A0A2K3DZD7	CHLRE_03g200750v5	PF00145;
A0A2K3DZD8	CHLRE_03g200600v5	PF00225;
A0A2K3DZD9	CHLRE_03g201100v5	PF00004;
A0A2K3DZE2	CHLRE_03g200150v5	PF07986;PF16752;
A0A2K3DZE8	CHLRE_03g200600v5	PF00225;
A0A2K3DZF2	CHLRE_03g201300v5	PF03712;PF01082;PF03351;
A0A2K3DZF5	CHLRE_03g200200v5	PF00069;
A0A2K3DZG1	CHLRE_03g200800v5	PF00211;
A0A2K3DZG9	CHLRE_03g199350v5	PF00271;PF00176;
A0A2K3DZH4	CHLRE_03g199050v5	PF00027;PF00069;
A0A2K3DZH5	CHLRE_03g199300v5	PF09229;PF08327;
A0A2K3DZH6	CHLRE_03g199400v5	PF04084;PF24882;
A0A2K3DZI8	CHLRE_03g199600v5	PF25539;
A0A2K3DZI9	CHLRE_03g199311v5	PF04840;PF04841;
A0A2K3DZJ0	CHLRE_03g198750v5	PF00136;
A0A2K3DZJ3	CHLRE_03g200095v5	PF00270;PF00271;
A0A2K3DZJ4	CHLRE_03g200543v5	PF00153;
A0A2K3DZJ5	CHLRE_03g199423v5	PF01180;
A0A2K3DZK2	CHLRE_03g199250v5	PF00211;
A0A2K3DZK4	CHLRE_03g201327v5	PF00248;
A0A2K3DZK8	CHLRE_03g200655v5	PF00933;PF01915;PF13365;
A0A2K3DZL4	CHLRE_03g201327v5	PF00248;
A0A2K3DZM1	CHLRE_03g199647v5	PF00270;PF00271;
A0A2K3DZM6	CHLRE_03g200879v5	PF00685;
A0A2K3DZN1	CHLRE_03g200655v5	PF00933;PF01915;PF13365;
A0A2K3DZP3	CHLRE_03g204689v5	PF00233;
A0A2K3DZP9	CHLRE_03g205249v5	PF00225;
A0A2K3DZQ9	CHLRE_03g206369v5	PF07714;PF00069;
A0A2K3DZR0	CHLRE_03g206257v5	PF07714;PF00069;
A0A2K3DZR3	CHLRE_03g204801v5	PF11793;PF18890;PF18891;
A0A2K3DZR6	CHLRE_03g206929v5	PF02163;
A0A2K3DZS2	CHLRE_03g204577v5	PF00226;
A0A2K3DZS6	CHLRE_03g207713v5	PF00128;PF02922;PF21156;
A0A2K3DZS7	CHLRE_03g207825v5	PF25084;PF00483;
A0A2K3DZT7	CHLRE_03g208833v5	PF00270;PF00271;
A0A2K3DZT8	CHLRE_03g209281v5	PF23411;PF23556;
A0A2K3DZU1	CHLRE_03g207825v5	PF25084;PF00483;
A0A2K3DZU3	CHLRE_03g209393v5	PF00724;
A0A2K3DZU6	CHLRE_03g210065v5	PF07714;PF00069;
A0A2K3DZW9	CHLRE_03g212641v5	PF02135;
A0A2K3DZX2	CHLRE_03g212865v5	
A0A2K3DZX3	CHLRE_03g211073v5	PF00481;
A0A2K3DZY2	CHLRE_02g073200v5	PF00291;PF00585;
A0A2K3DZY3	CHLRE_03g210625v5	PF00271;PF00176;PF13639;
A0A2K3DZZ0	CHLRE_02g073400v5	PF01432;
A0A2K3DZZ5	CHLRE_03g213201v5	
A0A2K3DZZ7	CHLRE_02g073950v5	PF03055;
A0A2K3E001	CHLRE_03g212977v5	PF02135;
A0A2K3E007	CHLRE_02g074150v5	PF01036;PF00211;PF02518;PF00512;PF00072;
A0A2K3E014	CHLRE_02g074370v5	PF13499;PF00069;
A0A2K3E021	CHLRE_02g074650v5	PF00887;PF24922;PF01344;PF24681;
A0A2K3E024	CHLRE_02g074150v5	PF01036;PF00211;PF02518;PF00512;PF00072;
A0A2K3E026	CHLRE_02g074850v5	PF00069;
A0A2K3E027	CHLRE_02g074800v5	PF00211;
A0A2K3E029	CHLRE_02g074050v5	PF04080;
A0A2K3E038	CHLRE_02g074900v5	PF00168;
A0A2K3E041	CHLRE_02g074758v5	PF00211;
A0A2K3E045	CHLRE_02g075150v5	PF04563;PF04561;PF04565;PF04566;PF04567;PF00562;PF04560;
A0A2K3E046	CHLRE_02g075350v5	PF00069;
A0A2K3E048	CHLRE_02g075350v5	PF00069;
A0A2K3E050	CHLRE_02g075650v5	PF00076;PF21369;PF16131;
A0A2K3E058	CHLRE_02g076000v5	PF00069;
A0A2K3E066	CHLRE_02g076200v5	PF11838;PF01433;PF17900;
A0A2K3E068	CHLRE_02g076300v5	PF01208;
A0A2K3E076	CHLRE_02g076250v5	PF22042;PF00679;PF14492;PF03764;PF00009;
A0A2K3E081	CHLRE_02g075600v5	PF00940;PF14700;
A0A2K3E085	CHLRE_02g076600v5	PF01195;
A0A2K3E088	CHLRE_02g076950v5	PF02225;PF00082;
A0A2K3E0A4	CHLRE_02g078150v5	PF00439;PF25437;PF25313;PF00400;
A0A2K3E0A8	CHLRE_02g077350v5	PF00815;
A0A2K3E0C3	CHLRE_02g077951v5	PF12698;PF00005;
A0A2K3E0C9	CHLRE_02g078700v5	PF02373;
A0A2K3E0D8	CHLRE_02g078100v5	PF00009;PF14578;PF11987;PF01588;
A0A2K3E0E6	CHLRE_02g078939v5	PF00875;PF03441;
A0A2K3E0F0	CHLRE_02g079250v5	
A0A2K3E0F1	CHLRE_02g079850v5	PF00817;PF11799;
A0A2K3E0F5	CHLRE_02g079050v5	PF03982;
A0A2K3E0G1	CHLRE_02g079750v5	PF02518;PF00512;PF13426;PF00072;
A0A2K3E0G2	CHLRE_02g079550v5	PF01031;PF02212;PF00169;
A0A2K3E0G6	CHLRE_02g079650v5	PF00892;
A0A2K3E0H0	CHLRE_02g080100v5	PF10996;PF16661;PF07521;
A0A2K3E0H1	CHLRE_02g078966v5	PF00004;PF17862;PF01434;
A0A2K3E0H3	CHLRE_02g080300v5	
A0A2K3E0H7	CHLRE_02g079600v5	PF03147;PF01409;
A0A2K3E0I9	CHLRE_02g080550v5	PF00012;PF00233;
A0A2K3E0J0	CHLRE_02g081800v5	PF00211;
A0A2K3E0J2	CHLRE_02g081400v5	PF01063;
A0A2K3E0J3	CHLRE_02g081200v5	PF03029;
A0A2K3E0J4	CHLRE_02g079700v5	PF00185;PF02729;
A0A2K3E0J8	CHLRE_02g081176v5	PF00588;
A0A2K3E0K0	CHLRE_02g082300v5	PF15459;PF04935;
A0A2K3E0K1	CHLRE_02g081500v5	PF08449;
A0A2K3E0K5	CHLRE_02g081350v5	PF00857;
A0A2K3E0K7	CHLRE_02g081450v5	PF14693;
A0A2K3E0K8	CHLRE_02g081600v5	PF13640;PF01549;
A0A2K3E0L0	CHLRE_02g082700v5	PF02628;
A0A2K3E0M2	CHLRE_02g081176v5	PF00588;
A0A2K3E0M8	CHLRE_02g082050v5	PF04502;
A0A2K3E0M9	CHLRE_02g082400v5	PF00443;
A0A2K3E0P0	CHLRE_02g082825v5	PF00587;
A0A2K3E0P2	CHLRE_02g083354v5	PF00664;PF00005;
A0A2K3E0P9	CHLRE_02g082877v5	PF07460;PF02403;PF00587;
A0A2K3E0R5	CHLRE_02g084950v5	PF00625;
A0A2K3E0R9	CHLRE_02g084450v5	PF13640;
A0A2K3E0S4	CHLRE_02g084350v5	PF01169;
A0A2K3E0S6	CHLRE_02g084650v5	PF03810;PF25758;
A0A2K3E0S8	CHLRE_02g084250v5	PF00481;
A0A2K3E0U3	CHLRE_02g085100v5	PF00211;
A0A2K3E0V0	CHLRE_02g084500v5	PF01753;
A0A2K3E0V8	CHLRE_02g085850v5	PF00884;
A0A2K3E0V9	CHLRE_02g084400v5	PF13640;
A0A2K3E0W3	CHLRE_02g086050v5	PF01416;
A0A2K3E0X6	CHLRE_02g085701v5	PF13639;
A0A2K3E0Y6	CHLRE_02g086550v5	PF04055;
A0A2K3E0Y8	CHLRE_02g086887v5	PF04096;
A0A2K3E0Z0	CHLRE_02g086700v5	PF10191;
A0A2K3E0Z7	CHLRE_02g086887v5	PF04096;PF12110;
A0A2K3E0Z8	CHLRE_02g086650v5	PF06470;PF02463;
A0A2K3E109	CHLRE_02g087551v5	PF07928;PF10475;
A0A2K3E110	CHLRE_02g087900v5	PF00069;
A0A2K3E111	CHLRE_02g087850v5	PF00069;
A0A2K3E112	CHLRE_02g087750v5	PF07714;PF00069;
A0A2K3E114	CHLRE_02g087800v5	PF00069;
A0A2K3E123	CHLRE_02g088250v5	PF00698;PF12796;
A0A2K3E132	CHLRE_02g088400v5	PF13180;PF13365;
A0A2K3E133	CHLRE_02g087600v5	PF00271;PF00176;
A0A2K3E134	CHLRE_02g089900v5	PF04144;
A0A2K3E135	CHLRE_02g088600v5	PF00285;PF00549;
A0A2K3E138	CHLRE_02g088750v5	PF02259;PF02260;PF00454;PF20175;PF20206;
A0A2K3E140	CHLRE_02g088800v5	PF00076;
A0A2K3E143	CHLRE_02g089150v5	PF00249;PF22941;PF25299;
A0A2K3E155	CHLRE_02g089050v5	
A0A2K3E160	CHLRE_02g089850v5	PF08512;
A0A2K3E164	CHLRE_02g090100v5	PF01529;
A0A2K3E165	CHLRE_02g090000v5	
A0A2K3E171	CHLRE_02g090350v5	PF15007;
A0A2K3E176	CHLRE_02g089850v5	PF08512;
A0A2K3E177	CHLRE_02g092050v5	PF00153;
A0A2K3E179	CHLRE_02g090550v5	PF00884;
A0A2K3E180	CHLRE_02g090650v5	PF03908;
A0A2K3E189	CHLRE_02g091100v5	PF00827;
A0A2K3E190	CHLRE_02g091200v5	PF04209;PF20510;
A0A2K3E191	CHLRE_02g091150v5	PF00626;PF08033;PF04815;PF04811;PF04810;
A0A2K3E193	CHLRE_02g090850v5	PF00004;PF07724;PF17871;PF02861;PF10431;
A0A2K3E199	CHLRE_02g091400v5	PF00004;PF07724;PF17871;
A0A2K3E1A8	CHLRE_02g090700v5	PF07714;
A0A2K3E1B0	CHLRE_02g091950v5	PF00211;
A0A2K3E1B5	CHLRE_02g092200v5	PF13360;
A0A2K3E1B6	CHLRE_02g092250v5	PF00254;PF14559;
A0A2K3E1C4	CHLRE_02g092284v5	PF07847;
A0A2K3E1C5	CHLRE_02g092550v5	
A0A2K3E1C6	CHLRE_02g093975v5	PF00076;
A0A2K3E1C7	CHLRE_02g092500v5	PF13086;PF13087;PF18141;PF09416;
A0A2K3E1D4	CHLRE_02g092750v5	PF01728;PF01585;
A0A2K3E1E3	CHLRE_02g093550v5	PF00211;
A0A2K3E1E6	CHLRE_02g092284v5	PF07847;
A0A2K3E1F3	CHLRE_02g093950v5	PF00696;
A0A2K3E1F5	CHLRE_02g093700v5	PF00122;PF12409;
A0A2K3E1F7	CHLRE_02g093700v5	PF00122;PF12409;
A0A2K3E1G1	CHLRE_02g094150v5	PF06203;PF00072;
A0A2K3E1G3	CHLRE_02g094350v5	PF00514;
A0A2K3E1G4	CHLRE_02g093975v5	PF00076;
A0A2K3E1G7	CHLRE_02g094050v5	PF01663;
A0A2K3E1H9	CHLRE_02g094250v5	PF00153;
A0A2K3E1J5	CHLRE_02g094300v5	PF21162;PF05187;PF13450;
A0A2K3E1L1	CHLRE_02g095045v5	PF13872;PF13871;PF00628;PF25373;
A0A2K3E1M8	CHLRE_02g095069v5	PF00578;
A0A2K3E1N2	CHLRE_02g095076v5	PF07690;
A0A2K3E1N8	CHLRE_02g095053v5	
A0A2K3E1P5	CHLRE_02g095087v5	PF00112;
A0A2K3E1Q1	CHLRE_02g095104v5	PF08243;
A0A2K3E1Q3	CHLRE_02g095082v5	PF00956;
A0A2K3E1Q5	CHLRE_02g095098v5	PF02221;
A0A2K3E1Q6	CHLRE_02g095099v5	PF00069;
A0A2K3E1Q9	CHLRE_02g095074v5	PF23341;PF23356;PF12451;
A0A2K3E1R9	CHLRE_02g095108v5	
A0A2K3E1S1	CHLRE_02g095121v5	PF00849;PF01479;
A0A2K3E1S3	CHLRE_02g095102v5	PF00787;
A0A2K3E1T3	CHLRE_02g095103v5	PF05686;
A0A2K3E1T4	CHLRE_02g095300v5	PF00069;
A0A2K3E1T5	CHLRE_02g095126v5	PF00686;PF02446;
A0A2K3E1T7	CHLRE_02g095111v5	PF02225;PF25011;
A0A2K3E1U0	CHLRE_02g095124v5	PF01753;
A0A2K3E1U7	CHLRE_02g095137v5	PF10371;PF12838;PF17147;PF01558;PF01855;PF02775;
A0A2K3E1V2	CHLRE_02g095151v5	PF01061;PF00005;
A0A2K3E1V3	CHLRE_02g095137v5	PF10371;PF12838;PF17147;PF01558;PF01855;PF02775;
A0A2K3E1V5	CHLRE_02g095129v5	PF07714;
A0A2K3E1V7	CHLRE_02g095130v5	PF02469;
A0A2K3E1W0	CHLRE_02g095250v5	PF07728;PF00092;
A0A2K3E1W6	CHLRE_02g095138v5	
A0A2K3E1X8	CHLRE_02g097000v5	PF01979;
A0A2K3E1Y0	CHLRE_02g096000v5	PF01061;PF00005;
A0A2K3E1Y3	CHLRE_02g095400v5	PF04427;
A0A2K3E1Z0	CHLRE_02g096400v5	PF02636;
A0A2K3E1Z2	CHLRE_02g095400v5	PF04427;
A0A2K3E1Z3	CHLRE_02g095550v5	PF07728;PF00092;
A0A2K3E1Z6	CHLRE_02g095850v5	PF07890;
A0A2K3E1Z7	CHLRE_02g096900v5	PF01974;
A0A2K3E202	CHLRE_02g096350v5	PF01266;
A0A2K3E204	CHLRE_02g096000v5	PF01061;PF19055;PF00005;
A0A2K3E207	CHLRE_02g097050v5	PF01697;
A0A2K3E212	CHLRE_02g097250v5	PF03810;PF24138;PF24139;PF08389;
A0A2K3E215	CHLRE_02g096950v5	PF09444;
A0A2K3E216	CHLRE_02g098350v5	PF00394;PF07731;PF07732;
A0A2K3E218	CHLRE_02g097500v5	PF07714;
A0A2K3E219	CHLRE_02g097100v5	PF01697;
A0A2K3E226	CHLRE_02g097800v5	PF00664;PF00005;
A0A2K3E228	CHLRE_02g098750v5	PF00027;PF00520;
A0A2K3E231	CHLRE_02g098100v5	PF13445;
A0A2K3E232	CHLRE_02g096850v5	PF05620;
A0A2K3E236	CHLRE_02g098000v5	PF26410;
A0A2K3E237	CHLRE_02g098300v5	PF03801;PF24487;
A0A2K3E245	CHLRE_02g098550v5	PF07714;
A0A2K3E247	CHLRE_02g098050v5	
A0A2K3E248	CHLRE_02g099100v5	PF00632;PF00415;PF13540;PF22562;
A0A2K3E249	CHLRE_02g098700v5	PF01061;PF00005;
A0A2K3E252	CHLRE_02g099550v5	PF07714;
A0A2K3E261	CHLRE_02g099650v5	PF03661;
A0A2K3E262	CHLRE_02g098600v5	PF07714;
A0A2K3E265	CHLRE_02g099400v5	PF03016;
A0A2K3E271	CHLRE_02g100050v5	PF13640;
A0A2K3E272	CHLRE_02g099850v5	PF00676;
A0A2K3E275	CHLRE_02g100100v5	
A0A2K3E278	CHLRE_02g099500v5	PF01988;
A0A2K3E280	CHLRE_02g099055v5	
A0A2K3E282	CHLRE_02g100500v5	PF00211;
A0A2K3E283	CHLRE_02g100300v5	PF00454;
A0A2K3E284	CHLRE_02g100250v5	
A0A2K3E285	CHLRE_02g100450v5	PF00211;
A0A2K3E290	CHLRE_02g100500v5	PF00211;
A0A2K3E295	CHLRE_02g100850v5	PF07690;PF00083;
A0A2K3E298	CHLRE_02g101100v5	PF09756;
A0A2K3E2A9	CHLRE_02g101550v5	PF00651;
A0A2K3E2B5	CHLRE_02g100750v5	PF10483;
A0A2K3E2B8	CHLRE_02g101400v5	PF00637;PF09268;PF13838;
A0A2K3E2B9	CHLRE_02g101500v5	PF22099;
A0A2K3E2C0	CHLRE_02g101950v5	PF05958;
A0A2K3E2C1	CHLRE_02g101800v5	PF00472;
A0A2K3E2C7	CHLRE_02g102250v5	PF07650;PF00189;
A0A2K3E2C9	CHLRE_02g101900v5	PF01612;
A0A2K3E2E7	CHLRE_02g102800v5	PF03870;
A0A2K3E2E9	CHLRE_02g102950v5	PF03031;
A0A2K3E2F0	CHLRE_02g102750v5	PF11051;
A0A2K3E2F2	CHLRE_02g102850v5	PF00246;
A0A2K3E2F8	CHLRE_02g103250v5	PF00664;PF00005;
A0A2K3E2G0	CHLRE_02g103200v5	PF00211;PF13416;
A0A2K3E2H7	CHLRE_02g104250v5	PF02931;PF02932;
A0A2K3E2I2	CHLRE_02g104700v5	PF03110;
A0A2K3E2I9	CHLRE_02g104201v5	PF00069;
A0A2K3E2J4	CHLRE_02g105400v5	PF00782;PF14671;
A0A2K3E2K0	CHLRE_02g104450v5	PF07714;
A0A2K3E2K6	CHLRE_02g105900v5	PF00135;
A0A2K3E2K7	CHLRE_02g105550v5	
A0A2K3E2K9	CHLRE_02g104800v5	PF00125;
A0A2K3E2N0	CHLRE_02g107300v5	PF00701;
A0A2K3E2N2	CHLRE_02g106200v5	PF03151;
A0A2K3E2P1	CHLRE_02g106550v5	PF06003;
A0A2K3E2P6	CHLRE_02g106650v5	PF13499;PF00069;
A0A2K3E2P7	CHLRE_02g107050v5	PF12774;PF12775;PF12780;PF12781;PF18198;PF08393;PF22597;PF17852;PF18199;PF03028;PF12777;
A0A2K3E2P9	CHLRE_02g106250v5	PF05383;
A0A2K3E2Q0	CHLRE_02g107350v5	PF12774;PF12775;PF12780;PF12781;PF18198;PF08393;PF17852;PF18199;PF03028;PF12777;
A0A2K3E2Q3	CHLRE_02g106750v5	PF00380;
A0A2K3E2Q6	CHLRE_02g108100v5	PF04389;
A0A2K3E2R0	CHLRE_02g107700v5	PF00646;PF13855;
A0A2K3E2R3	CHLRE_02g106700v5	
A0A2K3E2R9	CHLRE_02g108000v5	PF12330;
A0A2K3E2S1	CHLRE_02g107800v5	PF00069;
A0A2K3E2S4	CHLRE_02g109000v5	
A0A2K3E2S5	CHLRE_02g109050v5	
A0A2K3E2T9	CHLRE_02g109000v5	
A0A2K3E2U0	CHLRE_02g108000v5	PF12330;
A0A2K3E2U1	CHLRE_02g109100v5	PF00233;
A0A2K3E2U3	CHLRE_02g108750v5	PF07714;PF00069;
A0A2K3E2U4	CHLRE_02g109850v5	PF06432;
A0A2K3E2V3	CHLRE_02g109250v5	PF04055;
A0A2K3E2W2	CHLRE_02g110650v5	PF10250;
A0A2K3E2W3	CHLRE_02g109683v5	PF22754;PF00010;
A0A2K3E2W7	CHLRE_02g109600v5	PF00459;
A0A2K3E2X0	CHLRE_02g109650v5	PF05920;
A0A2K3E2X1	CHLRE_02g110100v5	PF13499;PF03094;
A0A2K3E2X6	CHLRE_02g111014v5	PF00069;
A0A2K3E2Y0	CHLRE_02g111350v5	PF00400;
A0A2K3E2Y3	CHLRE_02g110850v5	PF07714;
A0A2K3E2Y5	CHLRE_02g110150v5	PF07707;PF00651;PF03110;
A0A2K3E2Y8	CHLRE_02g110750v5	PF00504;
A0A2K3E2Z7	CHLRE_02g112150v5	PF04916;
A0A2K3E302	CHLRE_02g110800v5	PF07690;
A0A2K3E304	CHLRE_02g111500v5	PF00069;
A0A2K3E308	CHLRE_02g112500v5	PF00069;
A0A2K3E314	CHLRE_02g112200v5	PF00520;PF00400;
A0A2K3E315	CHLRE_02g111150v5	PF23106;PF03016;
A0A2K3E316	CHLRE_02g111950v5	PF07714;
A0A2K3E327	CHLRE_02g112333v5	PF00069;
A0A2K3E331	CHLRE_02g111550v5	PF00069;
A0A2K3E332	CHLRE_02g112550v5	PF19055;PF00005;
A0A2K3E334	CHLRE_02g112300v5	PF00648;
A0A2K3E340	CHLRE_02g112900v5	PF00892;
A0A2K3E349	CHLRE_02g113300v5	
A0A2K3E350	CHLRE_02g113200v5	PF00120;PF03951;
A0A2K3E354	CHLRE_02g114100v5	PF00233;
A0A2K3E365	CHLRE_02g114250v5	PF00378;
A0A2K3E369	CHLRE_02g114200v5	PF00069;
A0A2K3E377	CHLRE_02g113600v5	PF00069;
A0A2K3E382	CHLRE_02g115100v5	PF00646;
A0A2K3E387	CHLRE_02g115050v5	PF02163;
A0A2K3E388	CHLRE_02g115300v5	PF01490;
A0A2K3E389	CHLRE_02g113350v5	PF07714;
A0A2K3E393	CHLRE_02g113850v5	PF01379;
A0A2K3E397	CHLRE_02g115450v5	PF00211;
