Locus Tag	Description	dN/dS	dN	dS	%min5Xcov	%min1Xcov	avg read depth	dN/dS vs CC9311	dN/dS 70_70	dN/dS PAML
sync_1056	Serine/threonine specific protein phosphatase (EC:3.6.1.41 )	0.236	0.066	0.278	100.0	100.0	20.465	0.251	0.25	0.334859295775251
sync_1057	hypothetical protein	0.102	0.029	0.283	53.66	82.52	5.402	0.088	0.102	0.14728786727507
sync_1058	Antibiotic biosynthesis monooxygenase domain protein	0.192	0.054	0.28	100.0	100.0	30.19	0.182	0.198	0.586610206736573
sync_1059	transporter, bile acid/Na+ symporter family protein	0.16	0.03	0.186	100.0	100.0	30.085	0.178	0.163	0.216209627460361
sync_1060	hypothetical protein	0.29	0.044	0.152	100.0	100.0	38.503	0.289	0.296	0.325133007933568
sync_1061	hypothetical protein	0.225	0.059	0.263	100.0	100.0	38.279	0.235	0.242	4.03017969837108
sync_1062	hypothetical protein	NaN	0.0	0.0	0.0	33.33	0.333	NaN	NaN	NaN
sync_1063	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	0.565	NaN
sync_1064	hypothetical protein	NaN	0.0	0.0	0.0	79.17	1.354	NaN	0.327	NaN
sync_1065	hypothetical protein	0.088	0.029	0.328	100.0	100.0	18.604	0.072	0.091	1.1590476545882
sync_1066	hypothetical protein	0.072	0.029	0.404	100.0	100.0	28.992	0.091	0.068	0.253674933669535
sync_1067	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1068	hypothetical protein	NaN	0.0	0.0	0.0	78.03	0.78	NaN	NaN	NaN
sync_1069	hypothetical protein	NaN	0.0	0.0	0.0	67.73	1.499	NaN	NaN	0.0679135628227466
sync_1070	Predicted intracellular protease/amidase, ThiJ/PfpL family protein	NaN	0.0	0.0	0.0	84.56	1.206	NaN	NaN	NaN
sync_1071	hypothetical protein	NaN	0.0	0.0	0.0	58.48	1.134	NaN	NaN	NaN
sync_1072	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1073	lipoprotein, putative	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1074	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1075	hypothetical protein	NaN	0.0	0.0	0.0	46.21	0.462	NaN	NaN	NaN
sync_1076	hypothetical protein	0.932	0.135	0.145	100.0	100.0	10.243	0.952	0.854	NaN
sync_1077	ferritin	0.13	0.015	0.114	100.0	100.0	20.272	0.128	0.142	0.154822266481231
sync_1078	isochorismatase family protein	NaN	0.0	0.0	0.0	71.82	0.718	NaN	NaN	NaN
sync_1079	sensory box histidine kinase/response regulator	NaN	0.0	0.0	0.0	29.98	0.451	NaN	NaN	NaN
sync_1080	hypothetical protein	NaN	0.0	0.0	0.0	1.47	0.015	NaN	NaN	NaN
sync_1081	bacterial metallothionein-related protein	NaN	0.0	0.0	0.0	0.56	0.006	NaN	NaN	NaN
sync_1082	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1083	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1084	hypothetical protein	NaN	0.0	0.0	0.0	1.01	0.01	NaN	NaN	NaN
sync_1085	hypothetical protein	3.428	0.159	0.047	42.48	100.0	4.497	2.368	1.769	NaN
sync_1086	possible high light inducible protein	0.53	0.104	0.196	100.0	100.0	19.358	0.526	0.537	0.72943142616219
sync_1087	hypothetical protein	NaN	0.0	0.0	0.0	59.04	1.102	NaN	NaN	0.0886859163229228
sync_1088	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1089	methyltransferase, putative	NaN	0.0	0.0	0.0	44.72	0.696	NaN	NaN	NaN
sync_1090	hypothetical protein	NaN	0.0	0.0	0.0	100.0	1.431	NaN	NaN	NaN
sync_1091	hypothetical protein	NaN	0.0	0.0	0.0	29.39	0.294	NaN	NaN	NaN
sync_1092	FAD-dependent monooxygenase	NaN	0.0	0.0	0.0	65.32	0.945	NaN	NaN	NaN
sync_1093	hypothetical protein	NaN	0.0	0.0	0.0	73.52	0.735	NaN	NaN	NaN
sync_1094	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1095	hypothetical protein	0.303	0.045	0.148	79.81	100.0	8.09	0.315	0.303	0.784986404424071
sync_1096	putative nuclease	NaN	0.0	0.0	0.0	82.16	0.822	NaN	NaN	NaN
sync_1097	hypothetical protein	0.255	0.051	0.201	99.09	100.0	7.322	0.249	0.257	0.12165868247448
sync_1098	hypothetical protein	NaN	0.0	0.0	0.0	21.11	0.211	NaN	NaN	NaN
sync_1099	hypothetical protein	NaN	0.0	0.0	0.0	100.0	2.883	NaN	NaN	NaN
sync_1100	hypothetical protein	NaN	0.0	0.0	0.0	100.0	1.0	NaN	NaN	NaN
sync_1101	hypothetical protein	NaN	0.0	0.0	0.0	100.0	1.0	NaN	NaN	NaN
sync_1102	hypothetical protein	0.157	0.037	0.234	18.23	75.14	2.716	0.227	0.157	0.0795364570278368
sync_1103	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1104	hypothetical protein	NaN	0.0	0.0	0.0	100.0	1.0	NaN	NaN	NaN
sync_1105	hypothetical protein	0.275	0.152	0.554	85.56	97.29	33.077	0.279	0.328	0.242515877652152
sync_1106	hypothetical protein	0.179	0.07	0.39	61.66	89.19	7.207	0.195	0.18	0.205059541441201
sync_1107	hypothetical protein	NaN	0.0	0.0	0.0	10.42	0.104	NaN	NaN	NaN
sync_1108	hypothetical protein	NaN	0.0	0.0	0.0	78.47	0.785	NaN	NaN	NaN
sync_1109	hypothetical protein	NaN	0.0	0.0	0.0	11.71	0.117	NaN	NaN	1.05346630990027
sync_1110	ParA family chromosome partitioning protein	NaN	0.0	0.0	0.0	33.91	0.339	NaN	NaN	NaN
sync_1111	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1112	hypothetical protein	0.261	0.081	0.31	94.94	99.58	20.11	0.264	0.274	0.187203369502329
sync_1113	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1114	cupin domain protein	NaN	0.0	0.0	0.0	70.37	0.998	NaN	NaN	NaN
sync_1115	lipoprotein, putative	NaN	0.0	0.0	0.0	26.09	0.261	NaN	NaN	NaN
sync_1116	DNA-binding response regulator	0.143	0.04	0.277	79.29	100.0	7.03	0.164	0.145	0.129127985925991
sync_1117	hypothetical protein	NaN	0.0	0.0	0.0	44.14	0.441	NaN	NaN	NaN
sync_1118	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1119	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1120	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1121	hypothetical protein	NaN	0.0	0.0	0.0	99.32	0.993	NaN	NaN	NaN
sync_1122	hypothetical protein	NaN	0.0	0.0	0.0	21.77	0.218	NaN	NaN	10.9014404852161
sync_1123	hypothetical protein	0.319	0.109	0.343	100.0	100.0	10.895	0.342	0.293	0.155333012936683
sync_1124	periplasmic serine proteinase	NaN	0.0	0.0	0.0	53.08	1.114	NaN	NaN	0.0947093608984485
sync_1125	choloylglycine hydrolase (EC:3.5.1.24 )	NaN	0.0	0.0	0.0	37.37	0.6	NaN	NaN	NaN
sync_1126	possible MFS family transporter, putative	NaN	0.0	0.0	0.0	70.98	0.755	NaN	NaN	NaN
sync_1127	hypothetical protein	0.419	0.071	0.169	60.53	100.0	6.132	0.41	0.486	0.963500710800248
sync_1128	hypothetical protein	1.161	0.479	0.413	37.88	37.88	17.553	1.158	0.947	0.98110064176477
sync_1129	type I secretion target GGXGXDXXX repeat protein (EC:3.1.- )	0.409	0.057	0.139	8.29	37.52	1.257	0.391	0.443	0.580728280125142
sync_1130	hypothetical protein	0.483	0.133	0.276	90.11	100.0	16.586	0.498	0.541	0.258842515695106
sync_1132	hypothetical protein	0.1	0.028	0.277	100.0	100.0	26.281	0.095	0.1	0.0999400300173056
sync_1133	histidine protein kinase; sensor protein (EC:2.7.3.- )	0.257	0.065	0.252	99.9	100.0	15.971	0.248	0.257	0.153134756044194
sync_1134	Response regulator receiver domain	0.14	0.039	0.282	100.0	100.0	12.257	0.141	0.14	0.265960250920323
sync_1136	transferase hexapaptide repeat protein	0.214	0.038	0.177	100.0	100.0	18.699	0.219	0.214	0.301285796313831
sync_1137	Photosystem II protein Y-related protein	0.125	0.018	0.142	100.0	100.0	19.141	0.117	0.125	0.153964588144727
sync_1138	gid protein	0.061	0.017	0.274	100.0	100.0	16.807	0.058	0.061	0.0669967735870126
sync_1139	putative cation efflux transporter (CDF family)	0.219	0.022	0.102	100.0	100.0	13.847	0.24	0.219	0.128997069321555
sync_1140	carotenoid isomerase (EC:5.- )	0.074	0.017	0.234	99.48	100.0	19.089	0.074	0.073	0.0696766768605435
sync_1141	hypothetical protein	0.901	0.131	0.146	68.21	100.0	5.903	0.997	0.936	NaN
sync_1142	hypothetical protein	0.211	0.065	0.307	100.0	100.0	22.656	0.215	0.217	0.117924655373964
sync_1143	hypothetical protein	0.143	0.042	0.297	100.0	100.0	23.821	0.14	0.143	0.123495714796024
sync_1144	hypothetical protein	0.791	0.174	0.22	100.0	100.0	16.659	0.867	0.874	NaN
sync_1145	two-component response regulator	0.028	0.006	0.226	100.0	100.0	18.027	0.027	0.028	0.166866899060526
sync_1146	hypothetical protein	0.019	0.005	0.265	100.0	100.0	23.066	0.033	0.019	0.0613135754754289
sync_1147	glutaredoxin homolog	0.052	0.015	0.289	100.0	100.0	21.315	0.08	0.052	0.278505412716183
sync_1148	BolA family protein	0.106	0.019	0.181	100.0	100.0	22.971	0.105	0.106	1.06710417762822
sync_1149	Uncharacterized membrane protein	0.055	0.015	0.269	100.0	100.0	17.715	0.055	0.055	0.37294839516126
sync_1150	Phospholipid and glycerol acyltransferase	0.062	0.017	0.276	100.0	100.0	19.549	0.062	0.062	0.237770789997822
sync_1151	pyridoxal phosphate biosynthetic protein PdxJ	0.09	0.016	0.176	100.0	100.0	25.2	0.089	0.09	0.12498481674336
sync_1152	hypothetical protein	0.104	0.021	0.207	100.0	100.0	23.76	0.124	0.105	0.0718155088712131
sync_1153	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1154	hypothetical protein	0.178	0.061	0.342	100.0	100.0	15.841	0.18	0.202	0.129133165835947
sync_1155	hypothetical protein	1.021	0.111	0.108	100.0	100.0	25.794	1.172	0.904	0.595821481058264
sync_1156	hypothetical protein	0.155	0.05	0.321	100.0	100.0	27.558	0.153	0.176	0.0808118317199295
sync_1157	hypothetical protein	0.816	0.173	0.212	55.32	90.07	4.603	0.667	1.037	NaN
sync_1158	possible phosphoribosyltransferase family protein (EC:2.4.2.22 )	0.277	0.114	0.412	100.0	100.0	40.538	0.268	0.277	0.359264006588606
sync_1159	Nucleoside 2-deoxyribosyltransferase	0.147	0.055	0.374	100.0	100.0	34.71	0.157	0.16	0.079970782573118
sync_1160	hypothetical protein	0.278	0.092	0.329	100.0	100.0	34.417	0.292	0.278	0.948933178103904
sync_1161	glutathione S-transferase (EC:2.5.1.18 )	0.166	0.069	0.414	100.0	100.0	32.51	0.173	0.169	0.213136408281162
sync_1162	possible light-dependent protochlorophyllide oxido-reductase (EC:1.3.1.33 )	0.235	0.062	0.264	100.0	100.0	21.888	0.246	0.245	0.307743741499613
sync_1163	hypothetical protein	0.237	0.039	0.165	100.0	100.0	17.517	0.194	0.267	0.767480522058459
sync_1164	hypothetical protein	0.975	0.051	0.052	81.67	100.0	6.933	1.181	0.878	NaN
sync_1165	hypothetical protein	0.204	0.057	0.277	77.21	93.88	11.881	0.219	0.204	0.0903610186049188
sync_1166	hypothetical protein	0.031	0.008	0.265	100.0	100.0	33.667	0.03	0.031	1.85825543121569
sync_1167	transcriptional regulator, Fur family protein	0.071	0.021	0.292	100.0	100.0	25.016	0.072	0.071	0.0834942206505902
sync_1168	hypothetical protein	0.17	0.047	0.277	100.0	100.0	22.728	0.195	0.17	0.182369104235804
sync_1169	hypothetical protein	0.113	0.022	0.195	100.0	100.0	22.123	0.11	0.113	0.186499922099401
sync_1170	possible L-Asparaginase II	0.195	0.067	0.344	100.0	100.0	25.378	0.193	0.196	0.168625150945464
sync_1171	glucosylglycerol 3-phosphatase (EC:3.1.3.69 )	0.145	0.047	0.327	100.0	100.0	29.207	0.139	0.15	0.190609988021278
sync_1172	glutathione S-transferase gst (EC:2.5.1.18 )	0.233	0.057	0.245	91.92	100.0	11.491	0.227	0.233	0.16540631851845
sync_1173	hypothetical protein	0.027	0.009	0.332	100.0	100.0	30.476	0.031	0.027	0.0117108326111894
sync_1174	RecF/RecN/SMC N terminal domain protein	0.232	0.06	0.258	100.0	100.0	26.659	0.245	0.232	0.316948027509629
sync_1175	DNA repair exonuclease (EC:3.1.- )	0.161	0.039	0.241	100.0	100.0	18.342	0.168	0.161	0.355353192029406
sync_1176	hypothetical protein	0.169	0.037	0.218	100.0	100.0	20.387	0.163	0.169	0.109698190885011
sync_1177	hypothetical protein	0.254	0.063	0.249	100.0	100.0	17.325	0.246	0.254	0.238710869742249
sync_1178	possible Transglycosylase SLT domain	0.129	0.017	0.136	100.0	100.0	11.068	0.147	0.129	0.185615573625101
sync_1179	hypothetical protein	0.101	0.02	0.198	100.0	100.0	18.298	0.092	0.101	0.183870281755644
sync_1180	O-acetylhomoserine sulfhydrylase (EC:2.5.1.49 )	0.031	0.006	0.201	99.17	100.0	15.087	0.032	0.04	0.0100050483698353
sync_1181	homoserine O-succinyltransferase (EC:2.3.1.46 )	0.037	0.007	0.178	100.0	100.0	10.839	0.041	0.037	0.0148871870955709
sync_1182	hypothetical protein	0.197	0.033	0.167	96.4	100.0	7.141	0.189	0.197	0.146650821656233
sync_1183	possible alkylated DNA repair protein	0.185	0.035	0.188	100.0	100.0	14.607	0.163	0.185	0.217212847748128
sync_1184	transporter, auxin efflux carrier (AEC) family protein	0.2	0.05	0.25	100.0	100.0	17.688	0.202	0.204	0.233077604432924
sync_1185	hypothetical protein	0.262	0.047	0.177	93.45	93.45	13.379	0.278	0.233	0.667733091428086
sync_1186	polar amino amino acid ABC transporter (PAAT) family, ATP-binding protein	0.115	0.02	0.172	100.0	100.0	15.146	0.117	0.15	0.154134174541097
sync_1187	polar amino amino acid ABC transporter (PAAT) family, permease protein	0.139	0.031	0.227	100.0	100.0	19.124	0.144	0.139	0.40576350407935
sync_1188	hypothetical protein	0.106	0.021	0.199	100.0	100.0	25.582	0.12	0.103	0.165237052693734
sync_1189	polar amino amino acid ABC transporter (PAAT) family, permease protein	0.105	0.026	0.245	100.0	100.0	22.087	0.105	0.14	0.184727980578227
sync_1190	polar amino amino acid ABC transporter (PAAT) family, periplasmic amino acid-binding protein	0.126	0.04	0.314	100.0	100.0	30.763	0.133	0.144	0.12293017928477
sync_1191	Sulfate permease	0.067	0.022	0.332	100.0	100.0	26.297	0.062	0.073	0.0753112657060173
sync_1192	hypothetical protein	0.208	0.065	0.31	100.0	100.0	16.876	0.218	0.215	0.584881317534395
sync_1193	hypothetical protein	0.208	0.025	0.12	100.0	100.0	9.965	0.257	0.208	0.163613684037879
sync_1194	possible oxidoreductase	0.313	0.088	0.28	100.0	100.0	15.685	0.306	0.313	0.356200964244648
sync_1195	sirohydrochlorin cobaltochelatase (EC:4.99.1.3 )	0.104	0.024	0.232	100.0	100.0	18.096	0.106	0.105	0.1272959256997
sync_1196	hypothetical protein	0.801	0.15	0.187	100.0	100.0	17.794	0.749	0.801	0.287880727499805
sync_1197	hypothetical protein	0.14	0.046	0.329	100.0	100.0	18.239	0.132	0.14	0.14657209369775
sync_1198	Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	0.157	0.04	0.252	100.0	100.0	14.14	0.16	0.157	0.22857536897188
sync_1200	L-asparaginase, thermolabile (EC:3.5.1.1 )	0.046	0.012	0.264	100.0	100.0	17.972	0.054	0.046	0.185626614703444
sync_1201	hypothetical protein	0.041	0.011	0.282	100.0	100.0	22.323	0.04	0.041	0.278701500956441
sync_1202	hypothetical protein	0.043	0.012	0.287	100.0	100.0	16.222	0.047	0.043	0.352976685634406
sync_1203	Uncharacterized membrane protein	0.015	0.004	0.234	100.0	100.0	16.138	0.021	0.015	0.0128804289072933
sync_1204	carbamoyl-phosphate synthase, large subunit (EC:6.3.5.5 )	0.067	0.016	0.237	99.94	100.0	18.491	0.071	0.067	0.0515471575874674
sync_1205	hypothetical protein	0.074	0.015	0.208	66.37	74.52	12.444	0.08	0.074	0.0842734773242495
sync_1206	Sodium:alanine symporter family protein	NaN	0.0	0.0	0.0	28.76	0.417	NaN	NaN	NaN
sync_1207	hypothetical protein	0.077	0.016	0.205	91.16	100.0	12.876	0.102	0.071	0.573916326838846
sync_1208	ABC transporter, permease/ATP-binding protein	0.068	0.019	0.271	100.0	100.0	21.36	0.073	0.091	0.0788404594867067
sync_1209	S4 domain protein	0.243	0.053	0.22	100.0	100.0	32.84	0.239	0.264	0.199956217961385
sync_1210	triosephosphate isomerase (EC:5.3.1.1 )	0.031	0.007	0.244	100.0	100.0	22.781	0.033	0.031	0.15577878362934
sync_1211	dihydropteroate synthase (EC:2.5.1.15 )	0.095	0.024	0.248	39.57	45.92	7.745	0.123	0.095	0.0556878757858706
sync_1212	hypothetical protein	NaN	0.0	0.0	0.0	78.11	1.371	NaN	NaN	0.0639609009774756
sync_1213	hypothetical protein	NaN	0.0	0.0	0.0	82.05	1.335	NaN	NaN	0.0707269155206287
sync_1214	ABC transporter RzcB, putative	NaN	0.0	0.0	0.0	21.93	0.329	NaN	NaN	NaN
sync_1215	ABC transporter, ATP-binding protein domain protein	NaN	0.0	0.0	0.0	27.45	0.295	NaN	NaN	NaN
sync_1216	HlyD family secretion protein domain protein	NaN	0.0	0.0	0.0	15.89	0.159	NaN	NaN	NaN
sync_1217	structural toxin protein RtxA	NaN	0.0	0.0	0.0	7.87	0.117	NaN	NaN	NaN
sync_1218	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1219	two-component response regulator	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1220	magnesium chelatase, H subunit (EC:6.6.1.1 )	0.042	0.013	0.3	99.75	100.0	27.966	0.044	0.044	0.046338184191549
sync_1221	dihydrodipicolinate reductase (EC:1.3.1.26 )	0.081	0.021	0.257	100.0	100.0	19.442	0.085	0.081	0.0795679782700254
sync_1222	hypothetical protein	0.079	0.025	0.317	100.0	100.0	27.813	0.087	0.079	0.0724123260106528
sync_1223	CAB/ELIP/HLIP family protein	0.03	0.009	0.306	100.0	100.0	28.361	0.036	0.03	0.0111685616193683
sync_1224	putative 2-octaprenyl-6-methoxyphenol hydroxylase	0.209	0.066	0.315	100.0	100.0	20.489	0.204	0.209	0.11631466307399
sync_1225	hypothetical protein	0.048	0.019	0.393	100.0	100.0	15.059	0.086	0.048	0.249683292514747
sync_1226	adenine phosphoribosyltransferase (EC:2.4.2.7 )	0.131	0.039	0.297	100.0	100.0	20.792	0.136	0.13	0.41706599895181
sync_1227	hypothetical protein	0.082	0.022	0.269	100.0	100.0	31.909	0.092	0.082	0.0929934864975727
sync_1228	Uncharacterized membrane protein	0.129	0.038	0.296	100.0	100.0	26.56	0.141	0.129	0.0874259744492752
sync_1229	hypothetical protein	0.074	0.015	0.202	100.0	100.0	18.837	0.072	0.074	0.0122903340407646
sync_1230	hypothetical protein	0.252	0.065	0.256	100.0	100.0	18.124	0.249	0.249	0.264763320688129
sync_1231	EF hand domain protein	0.168	0.045	0.266	100.0	100.0	27.277	0.174	0.168	0.332640026126826
sync_1232	two-component response regulator	0.067	0.017	0.251	100.0	100.0	28.203	0.065	0.074	0.141154281305691
sync_1233	two-component sensor histidine kinase (EC:2.7.3.- )	0.076	0.025	0.331	100.0	100.0	32.284	0.079	0.076	0.0739599273298087
sync_1234	PvdS (EC:2.- )	0.111	0.043	0.386	100.0	100.0	44.36	0.113	0.115	0.0812629624870275
sync_1235	hypothetical protein	0.785	0.102	0.13	37.36	79.6	3.675	1.034	0.397	0.079009607128408
sync_1236	hypothetical protein	0.188	0.045	0.241	21.57	100.0	2.745	0.133	0.188	0.129062659266436
sync_1237	hypothetical protein	0.39	0.156	0.4	100.0	100.0	31.12	0.377	0.401	0.775735294117647
sync_1238	Ferrochelatase (EC:4.99.1.1 )	0.397	0.128	0.322	100.0	100.0	28.877	0.379	0.396	0.494034225118964
sync_1239	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1240	hypothetical protein	NaN	0.0	0.0	0.0	100.0	3.0	NaN	NaN	NaN
sync_1241	hypothetical protein	NaN	0.0	0.0	0.0	27.23	0.272	NaN	NaN	NaN
sync_1242	hypothetical protein	NaN	0.0	0.0	0.0	28.46	0.285	NaN	NaN	NaN
sync_1243	hypothetical protein	0.163	0.045	0.274	100.0	100.0	19.157	0.136	0.164	0.090988149993779
sync_1244	oxidoreductase, short-chain dehydrogenase/reductase family protein (EC:1.- )	0.179	0.025	0.139	100.0	100.0	26.814	0.168	0.199	0.138009255584965
sync_1245	possible Carbamoyl-phosphate synthase L chain	0.288	0.204	0.707	64.84	75.04	33.462	0.284	0.312	0.139933935221828
sync_1246	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1247	hypothetical protein	NaN	0.0	0.0	0.0	34.29	0.343	NaN	NaN	NaN
sync_1248	hypothetical protein	0.102	0.012	0.116	100.0	100.0	18.955	0.105	0.075	0.0
sync_1249	possible phycobilisome rod-core linker polypeptide (L-RC 28.5)	0.148	0.039	0.264	85.11	100.0	25.837	0.161	0.173	0.0633467335068593
sync_1250	Predicted membrane protein-related protein	0.013	0.004	0.323	100.0	100.0	10.892	0.026	0.013	NaN
sync_1251	hypothetical protein	0.0	0.0	0.26	100.0	100.0	35.908	0.007	0.0	0.645902744724734
sync_1252	Staphylococcal nuclease homologue	0.33	0.098	0.299	100.0	100.0	38.877	0.31	0.332	0.348786910197839
sync_1253	glutamine synthetase (EC:6.3.1.2 )	0.055	0.02	0.359	100.0	100.0	33.76	0.057	0.055	0.0942877835241857
sync_1254	SAM-dependent methyltransferase	0.192	0.072	0.372	100.0	100.0	22.602	0.198	0.196	0.145461692431729
sync_1255	hypothetical protein	0.734	0.096	0.13	52.78	58.33	5.628	1.651	0.697	NaN
sync_1256	hypothetical protein	0.539	0.102	0.189	90.48	100.0	10.886	0.702	0.539	NaN
sync_1257	hypothetical protein	0.16	0.062	0.39	100.0	100.0	34.675	0.129	0.169	0.414598957458529
sync_1258	putative nuclease	0.298	0.036	0.119	100.0	100.0	22.313	0.311	0.315	0.271405148065368
sync_1259	hypothetical protein	0.14	0.034	0.241	100.0	100.0	26.623	0.149	0.142	0.0882005030794196
sync_1260	type I secretion target GGXGXDXXX repeat protein	NaN	0.0	0.0	0.0	12.69	0.127	NaN	NaN	NaN
sync_1261	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1262	hypothetical protein	0.575	0.026	0.045	62.16	100.0	4.685	0.575	0.785	NaN
sync_1263	Type II alternative RNA polymerase sigma factor, sigma-70 family protein	0.163	0.052	0.32	99.41	100.0	25.214	0.164	0.166	0.132236250535884
sync_1265	ribonucleotide reductase (Class II) (EC:1.17.4.2 )	0.06	0.025	0.421	100.0	100.0	26.161	0.06	0.061	0.0507268709486885
sync_1266	hypothetical protein	NaN	0.0	0.0	1.59	59.79	1.593	NaN	NaN	0.116539847817381
sync_1267	hypothetical protein	NaN	0.0	0.0	0.0	49.86	0.624	NaN	NaN	NaN
sync_1268	SAM-dependent methyltransferase	0.299	0.088	0.295	56.81	94.2	6.488	0.302	0.299	0.208169645765434
sync_1269	peptide chain release factor 3	0.051	0.019	0.369	100.0	100.0	23.953	0.051	0.051	0.0499570002208668
sync_1270	hypothetical protein	0.119	0.022	0.184	88.19	100.0	7.895	0.128	0.135	0.066393145826551
sync_1271	cyanobacteria-specific chaperone containing dnaj domain fused to a membrane domain	0.111	0.041	0.374	100.0	100.0	16.758	0.114	0.111	0.0935722020340762
sync_1272	33 kDa chaperonin (Heat shock protein 33 homolog) (HSP33)	0.073	0.022	0.307	100.0	100.0	16.955	0.076	0.079	0.061727761131678
sync_1273	ABC transporter, ATP-binding protein	0.117	0.024	0.204	100.0	100.0	15.103	0.105	0.116	0.0827797578604306
sync_1274	hypothetical protein	0.048	0.011	0.226	100.0	100.0	12.951	0.048	0.048	0.0723591580968143
