Locus Tag	Description	dN/dS	dN	dS	%min5Xcov	%min1Xcov	avg read depth	dN/dS vs CC9902	dN/dS 70_70	dN/dS PAML
Syncc9902_0849	Amino acid ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine	0.092	0.02	0.211	100.0	100.0	18.047	0.099	0.092	0.0712292797536613
Syncc9902_0850	ATPase	0.082	0.025	0.3	100.0	100.0	19.525	0.082	0.082	0.0377419385064932
Syncc9902_0851	hypothetical protein	0.207	0.051	0.247	100.0	100.0	13.556	0.172	0.207	0.246472813680441
Syncc9902_0852	possible AEC transporter family	0.213	0.041	0.191	100.0	100.0	12.621	0.211	0.213	0.242935562029186
Syncc9902_0853	possible alkylated DNA repair protein	0.238	0.054	0.228	100.0	100.0	17.711	0.24	0.238	0.273840058499527
Syncc9902_0854	hypothetical protein	0.309	0.062	0.202	100.0	100.0	13.648	0.307	0.309	0.161871007263162
Syncc9902_0855	Homoserine O-succinyltransferase (EC:2.3.1.46 )	0.045	0.01	0.216	100.0	100.0	12.372	0.049	0.044	0.0572403074324015
Syncc9902_0856	O-acetylhomoserine/O-acetylserine sulfhydrylase (EC:2.5.1.49 )	0.037	0.008	0.209	96.0	100.0	16.66	0.036	0.037	0.0336714285879134
Syncc9902_0857	hypothetical protein	0.076	0.015	0.201	100.0	100.0	15.223	0.079	0.076	0.305908811956202
Syncc9902_0858	hypothetical protein	0.263	0.037	0.141	96.18	100.0	11.452	0.26	0.263	0.326204960574635
Syncc9902_0859	hypothetical protein	0.135	0.027	0.202	100.0	100.0	11.446	0.134	0.135	0.114942807444942
Syncc9902_0860	hypothetical protein	0.185	0.041	0.223	97.23	100.0	10.7	0.189	0.185	0.247364847369453
Syncc9902_0861	hypothetical protein	0.081	0.016	0.202	72.67	100.0	6.19	0.081	0.077	0.218478797595075
Syncc9902_0862	putative glutathione S-transferase	0.089	0.016	0.183	78.29	100.0	6.53	0.093	0.089	0.092796776837922
Syncc9902_0863	hypothetical protein	0.123	0.022	0.179	74.32	100.0	6.896	0.132	0.123	0.0841536253541973
Syncc9902_0864	cell death suppressor protein Lls1-like	0.083	0.016	0.191	75.63	99.62	8.345	0.083	0.083	0.118642843443957
Syncc9902_0865	Glucosylglycerol 3-phosphatase (EC:3.1.3.69 )	0.138	0.027	0.196	97.46	100.0	10.683	0.142	0.138	0.11998688491099
Syncc9902_0866	possible L-asparaginase II	0.145	0.025	0.173	100.0	100.0	11.106	0.147	0.145	0.154754152387909
Syncc9902_0867	hypothetical protein	0.327	0.049	0.148	96.3	100.0	10.325	0.353	0.321	0.834647643221054
Syncc9902_0868	hypothetical protein	0.084	0.015	0.18	100.0	100.0	15.26	0.089	0.084	0.0829820894179603
Syncc9902_0869	putative ferric uptake regulator, FUR family	0.163	0.037	0.23	91.67	100.0	9.719	0.176	0.17	0.136292001504678
Syncc9902_0870	hypothetical protein	0.131	0.03	0.231	100.0	100.0	22.551	0.119	0.131	0.150997023006512
Syncc9902_0871	hypothetical protein	0.356	0.073	0.205	100.0	100.0	14.569	0.35	0.395	0.185346526564899
Syncc9902_0872	hypothetical protein	0.281	0.061	0.217	100.0	100.0	10.718	0.302	0.281	0.102181948582147
Syncc9902_0873	hypothetical protein	0.16	0.023	0.146	94.76	100.0	8.834	0.163	0.165	0.163567462195755
Syncc9902_0874	hypothetical protein	0.24	0.054	0.223	100.0	100.0	10.221	0.228	0.24	0.174850839808214
Syncc9902_0875	hypothetical protein	0.057	0.013	0.231	100.0	100.0	9.028	0.071	0.064	0.00842307428493038
Syncc9902_0876	hypothetical protein	0.069	0.019	0.271	100.0	100.0	23.048	0.052	0.069	0.306479282750972
Syncc9902_0877	YjgF-like protein	0.091	0.019	0.212	100.0	100.0	17.321	0.106	0.083	0.771621591624451
Syncc9902_0878	ATPase	0.101	0.022	0.215	100.0	100.0	12.779	0.104	0.104	0.125831887566474
Syncc9902_0879	Hydroxyacylglutathione hydrolase (EC:3.1.2.6 )	0.184	0.039	0.211	100.0	100.0	13.511	0.173	0.184	0.542490254474569
Syncc9902_0880	ATP phosphoribosyltransferase (EC:2.4.2.17 )	0.089	0.018	0.199	98.46	100.0	7.819	0.096	0.089	0.0349371129998007
Syncc9902_0881	ATPase	0.05	0.012	0.234	98.65	100.0	12.865	0.052	0.05	0.0566811953897364
Syncc9902_0882	possible acetyltransferase	0.07	0.01	0.144	100.0	100.0	10.621	0.084	0.07	0.0501890145180667
Syncc9902_0883	hypothetical protein	0.275	0.044	0.161	100.0	100.0	9.268	0.284	0.278	0.683790442329397
Syncc9902_0884	hypothetical protein	0.251	0.041	0.165	89.41	100.0	6.735	0.249	0.236	0.389747120943441
Syncc9902_0885	PDZ/DHR/GLGF	0.053	0.01	0.181	100.0	100.0	11.291	0.05	0.053	0.0901205552139927
Syncc9902_0886	chromosomal replication initiation protein	0.037	0.006	0.172	77.97	100.0	8.619	0.038	0.037	0.023426202620768
Syncc9902_0887	hypothetical protein	0.151	0.017	0.114	65.32	100.0	5.405	0.169	0.151	0.162410538223154
Syncc9902_0888	hypothetical protein	0.159	0.03	0.189	86.78	100.0	7.027	0.154	0.184	0.239389653013679
Syncc9902_0889	probable glutathione reductase (NADPH)	0.133	0.027	0.202	98.45	100.0	8.537	0.137	0.133	0.165245779445263
Syncc9902_0890	K+-dependent Na+/Ca+ exchanger related-protein	0.052	0.014	0.267	100.0	100.0	11.719	0.051	0.054	0.159744256536751
Syncc9902_0891	putative sulfate transporter	0.038	0.009	0.235	88.22	100.0	9.296	0.039	0.038	0.0374780037507224
Syncc9902_0892	dihydroorotase (EC:3.5.2.3 )	0.113	0.023	0.205	99.22	100.0	10.02	0.123	0.132	0.128676165729197
Syncc9902_0893	hypothetical protein	0.025	0.004	0.176	100.0	100.0	8.02	0.017	0.025	0.0296690756941803
Syncc9902_0894	possible inorganic carbon transport protein	0.071	0.011	0.16	100.0	100.0	14.143	0.083	0.071	0.0527676634898452
Syncc9902_0895	hypothetical protein	0.069	0.012	0.18	100.0	100.0	8.603	0.068	0.069	0.0838965192002333
Syncc9902_0896	tryptophan synthase subunit alpha (EC:4.2.1.20 )	0.079	0.02	0.26	77.04	100.0	9.74	0.077	0.081	0.0723264324266749
Syncc9902_0897	hypothetical protein	0.157	0.042	0.271	100.0	100.0	9.22	0.161	0.158	0.0822670360560232
Syncc9902_0898	hypothetical protein	0.237	0.031	0.131	100.0	100.0	15.419	0.227	0.237	0.486186738895505
Syncc9902_0899	cytochrome c6 (soluble cytochrome f) (cytochrome c553)	0.16	0.035	0.215	96.17	100.0	8.879	0.191	0.16	0.0997536303580677
Syncc9902_0900	hypothetical protein	0.206	0.037	0.179	84.59	100.0	8.699	0.258	0.206	0.520669644931999
Syncc9902_0901	hypothetical protein	0.129	0.031	0.24	100.0	100.0	23.131	0.129	0.131	0.431203029649491
Syncc9902_0902	hypothetical protein	0.384	0.078	0.202	100.0	100.0	13.96	0.361	0.384	2.2534059083736
Syncc9902_0903	hypothetical protein	0.157	0.047	0.297	100.0	100.0	17.941	0.153	0.157	0.153341303898388
Syncc9902_0904	hypothetical protein	0.194	0.051	0.263	100.0	100.0	12.907	0.207	0.194	0.252653298456187
Syncc9902_0905	possible type II alternative RNA polymerase sigma factor	0.051	0.009	0.184	96.34	100.0	9.628	0.052	0.053	0.219266809886832
Syncc9902_0906	hypothetical protein	0.046	0.011	0.245	100.0	100.0	12.157	0.035	0.046	0.00909438092550797
Syncc9902_0907	Peptidase, metallopeptidase	0.255	0.05	0.195	95.17	100.0	11.632	0.249	0.255	0.17811851919237
Syncc9902_0908	hypothetical protein	0.222	0.048	0.217	92.61	99.25	13.673	0.2	0.246	0.15447758184391
Syncc9902_0909	histidine biosynthesis bifunctional protein HisIE	0.118	0.029	0.246	100.0	100.0	12.574	0.117	0.121	0.0951789724718605
Syncc9902_0910	hypothetical protein	0.109	0.023	0.214	99.14	100.0	7.641	0.125	0.109	0.0848090051999571
Syncc9902_0911	ATPase	0.048	0.011	0.221	88.37	100.0	9.608	0.05	0.048	0.0701885162626626
Syncc9902_0912	hypothetical protein	0.132	0.037	0.283	100.0	100.0	8.781	0.131	0.132	0.252992275412913
Syncc9902_0913	hypothetical protein	0.114	0.027	0.241	68.18	100.0	5.775	0.119	0.114	0.445686553272413
Syncc9902_0914	hypothetical protein	0.154	0.047	0.304	100.0	100.0	9.982	0.17	0.154	1.67453858837296
Syncc9902_0915	possible cytochrome c6	0.155	0.039	0.253	100.0	100.0	9.157	0.148	0.155	0.145310449020288
Syncc9902_0916	plastocyanin precursor	0.009	0.001	0.143	95.0	100.0	6.722	0.038	0.009	0.0
Syncc9902_0917	hypothetical protein	0.159	0.03	0.187	88.73	100.0	7.047	0.153	0.162	0.118055397974893
Syncc9902_0918	uroporphyrinogen decarboxylase (EC:4.1.1.37 )	0.048	0.008	0.169	58.92	100.0	6.217	0.042	0.046	0.0318173868248426
Syncc9902_0919	glycogen branching enzyme	0.082	0.011	0.13	34.86	99.3	4.142	0.086	0.082	0.165686574128747
Syncc9902_0920	hypothetical protein	0.096	0.014	0.149	88.19	100.0	6.214	0.087	0.096	0.142183496201982
Syncc9902_0921	acyl esterase	0.206	0.032	0.153	30.58	96.99	3.377	0.199	0.206	0.215746759945848
Syncc9902_0922	hypothetical protein	NaN	0.0	0.0	0.0	100.0	2.363	NaN	NaN	0.126790008594596
Syncc9902_0923	hypothetical protein	Inf	0.006	0.0	20.25	100.0	3.388	Inf	Inf	0.084104939317116
Syncc9902_0924	hypothetical protein	0.11	0.017	0.153	93.16	100.0	7.159	0.122	0.11	1.68683378313315
Syncc9902_0925	hypothetical protein	0.198	0.034	0.172	37.17	94.81	3.959	0.204	0.199	0.274923269008016
Syncc9902_0926	ROK family sugar kinase	0.118	0.019	0.159	70.02	100.0	5.461	0.116	0.118	0.0740126283044541
Syncc9902_0927	gamma-glutamyl phosphate reductase (EC:1.2.1.41 )	0.104	0.02	0.19	97.51	100.0	11.06	0.102	0.107	0.183164506969748
Syncc9902_0928	Dihydroneopterin aldolase family	0.155	0.029	0.185	94.4	100.0	10.157	0.149	0.145	0.102640105875868
Syncc9902_0929	lipase family protein	0.255	0.049	0.191	100.0	100.0	13.151	0.245	0.255	0.241237695148069
Syncc9902_0930	Oligopeptidase A (EC:3.4.24.70 )	0.127	0.029	0.228	100.0	100.0	17.741	0.122	0.127	0.134449615979924
Syncc9902_0931	NAD(P)H-quinone oxidoreductase subunit 4 (EC:1.6.99.5 )	0.035	0.011	0.315	100.0	100.0	22.969	0.036	0.035	0.127104732600219
Syncc9902_0932	Homoserine kinase (EC:2.7.1.39 )	0.039	0.01	0.251	100.0	100.0	20.849	0.039	0.039	0.0645447174233389
Syncc9902_0933	Glucokinase (EC:2.7.1.2 )	0.226	0.046	0.203	100.0	100.0	14.63	0.237	0.236	0.382366690968155
Syncc9902_0934	hypothetical protein	0.242	0.063	0.261	100.0	100.0	14.634	0.241	0.249	0.704326339567782
Syncc9902_0935	Threonyl-tRNA synthetase, class IIa	0.125	0.02	0.16	56.21	100.0	6.413	0.121	0.127	0.11081079119961
Syncc9902_0936	hypothetical protein	0.107	0.015	0.142	92.19	100.0	6.754	0.107	0.166	0.168985709558062
Syncc9902_0937	possible muramidase, COG4678	0.16	0.055	0.347	100.0	100.0	15.474	0.171	0.165	0.304382498177164
Syncc9902_0938	tryptophanyl-tRNA synthetase (EC:6.1.1.2 )	0.081	0.023	0.287	100.0	100.0	19.252	0.082	0.08	0.096417410098888
Syncc9902_0939	hypothetical protein	0.203	0.055	0.271	99.82	100.0	18.138	0.199	0.21	0.66020276702896
Syncc9902_0940	hypothetical protein	0.159	0.041	0.26	100.0	100.0	22.617	0.179	0.159	0.594306899365105
Syncc9902_0941	Cation efflux protein	0.115	0.031	0.272	100.0	100.0	16.078	0.109	0.115	0.0750455309175187
Syncc9902_0942	hypothetical protein	0.158	0.032	0.203	100.0	100.0	18.661	0.158	0.177	0.133620723159542
Syncc9902_0943	Photosystem II reaction centre protein PsbA/D1	0.096	0.025	0.258	100.0	100.0	21.686	0.098	0.107	0.0436636945219947
Syncc9902_0944	hypothetical protein	0.071	0.026	0.364	100.0	100.0	26.527	0.077	0.071	0.074626468679979
Syncc9902_0945	hypothetical protein	0.215	0.056	0.262	100.0	100.0	26.38	0.213	0.219	0.239063262371787
Syncc9902_0946	putative redox protein	0.115	0.029	0.253	100.0	100.0	25.556	0.125	0.115	0.386238151795478
Syncc9902_0947	hypothetical protein	0.232	0.044	0.188	100.0	100.0	14.425	0.23	0.24	0.818484610365695
Syncc9902_0948	hypothetical protein	0.177	0.047	0.266	100.0	100.0	21.706	0.205	0.171	0.0249020062960645
Syncc9902_0949	possible transcriptional regulator	0.161	0.057	0.354	100.0	100.0	28.286	0.161	0.158	0.112397834876328
Syncc9902_0950	hypothetical protein	0.211	0.066	0.313	100.0	100.0	22.119	0.221	0.219	0.300229398888292
Syncc9902_0951	hypothetical protein	0.058	0.02	0.343	100.0	100.0	41.777	0.059	0.089	0.171639485773931
Syncc9902_0952	hypothetical protein	0.216	0.033	0.154	100.0	100.0	26.444	0.218	0.216	0.264932281109901
Syncc9902_0953	hypothetical protein	0.161	0.048	0.295	100.0	100.0	37.94	0.168	0.161	0.339455354977007
Syncc9902_0954	hypothetical protein	0.12	0.04	0.337	100.0	100.0	33.821	0.132	0.134	0.86787162753481
Syncc9902_0955	hypothetical protein	0.239	0.041	0.173	100.0	100.0	18.475	0.232	0.239	0.78643721014034
Syncc9902_0956	hypothetical protein	0.154	0.035	0.227	100.0	100.0	15.754	0.15	0.172	0.0988512164178302
Syncc9902_0957	membrane protein	0.084	0.027	0.316	100.0	100.0	13.197	0.086	0.097	0.0294367922010472
Syncc9902_0958	esterase/lipase/thioesterase family active site	0.247	0.026	0.104	100.0	100.0	10.353	0.248	0.247	0.269283428760296
Syncc9902_0959	hypothetical protein	0.052	0.009	0.173	100.0	100.0	14.468	0.05	0.05	0.0
Syncc9902_0960	hypothetical protein	0.384	0.065	0.168	100.0	100.0	21.0	0.357	0.376	0.348240135140005
Syncc9902_0961	cytochrome P450 enzyme	0.137	0.04	0.291	100.0	100.0	19.783	0.137	0.137	0.0920096902146073
Syncc9902_0962	hypothetical protein	0.16	0.035	0.218	100.0	100.0	17.688	0.167	0.161	0.151322638932575
Syncc9902_0963	Ribosomal protein S21	0.01	0.003	0.258	100.0	100.0	26.22	0.01	0.021	0.121508379888268
Syncc9902_0964	hypothetical protein	0.224	0.072	0.322	100.0	100.0	29.484	0.205	0.244	0.677438346229646
Syncc9902_0965	hypothetical protein	0.144	0.052	0.365	100.0	100.0	21.418	0.138	0.154	0.299487703543432
Syncc9902_0966	hypothetical protein	0.088	0.032	0.36	100.0	100.0	24.36	0.087	0.101	0.0714932784090383
Syncc9902_0967	hypothetical protein	0.267	0.074	0.277	100.0	100.0	14.439	0.281	0.269	0.51955273672138
Syncc9902_0968	hypothetical protein	0.308	0.089	0.288	100.0	100.0	25.475	0.339	0.311	0.182465101939029
Syncc9902_0969	hypothetical protein	0.105	0.034	0.322	100.0	100.0	28.994	0.107	0.138	0.060075329566855
Syncc9902_0970	hypothetical protein	0.161	0.055	0.344	100.0	100.0	24.09	0.172	0.163	0.129858999917051
Syncc9902_0971	hypothetical protein	0.129	0.049	0.384	100.0	100.0	40.517	0.118	0.129	0.355079468756821
Syncc9902_0972	possible beta-carotene ketolase	0.225	0.083	0.369	100.0	100.0	29.749	0.224	0.238	0.246858857976436
Syncc9902_0973	carotenoid binding protein	0.032	0.017	0.517	100.0	100.0	50.047	0.032	0.032	0.0335123609677791
Syncc9902_0974	hypothetical protein	0.179	0.026	0.147	100.0	100.0	17.637	0.18	0.156	0.128163289212019
Syncc9902_0975	short-chain dehydrogenase/reductase (SDR) superfamily	0.183	0.064	0.348	100.0	100.0	37.024	0.18	0.186	0.115056863943945
Syncc9902_0976	Heat shock protein DnaJ-like	0.226	0.039	0.173	100.0	100.0	22.249	0.226	0.238	0.213082091199142
Syncc9902_0977	hypothetical protein	0.208	0.073	0.353	100.0	100.0	41.085	0.203	0.215	0.142944268656875
Syncc9902_0978	hypothetical protein	0.113	0.043	0.377	100.0	100.0	72.593	0.111	0.102	0.861690426226313
Syncc9902_0979	transcriptional regulator, LuxR family	0.108	0.043	0.399	100.0	100.0	41.623	0.107	0.118	0.122109100175919
Syncc9902_0980	RNA-binding region RNP-1	0.051	0.015	0.287	100.0	100.0	54.122	0.06	0.058	0.105579183915553
Syncc9902_0981	hypothetical protein	0.175	0.069	0.396	100.0	100.0	29.5	0.169	0.177	0.132126169322179
Syncc9902_0982	putative superoxide dismutase	0.225	0.086	0.382	100.0	100.0	32.949	0.221	0.225	0.324998109011643
Syncc9902_0983	hypothetical protein	0.035	0.014	0.388	100.0	100.0	42.422	0.04	0.028	0.075161500531289
Syncc9902_0984	hypothetical protein	0.237	0.047	0.199	100.0	100.0	16.204	0.236	0.278	0.370887662289504
Syncc9902_0985	hypothetical protein	0.129	0.037	0.288	100.0	100.0	25.413	0.128	0.137	0.128748466952032
Syncc9902_0986	hypothetical protein	0.215	0.061	0.282	100.0	100.0	20.264	0.215	0.215	0.113581534345385
Syncc9902_0987	hypothetical protein	0.097	0.025	0.254	100.0	100.0	20.406	0.097	0.097	0.991530890400982
Syncc9902_0988	hypothetical protein	0.224	0.06	0.267	100.0	100.0	30.357	0.237	0.224	0.654962191121361
Syncc9902_0989	hypothetical protein	0.195	0.053	0.274	100.0	100.0	26.511	0.201	0.195	0.38851479868264
Syncc9902_0990	hypothetical protein	0.328	0.081	0.248	100.0	100.0	33.096	0.373	0.309	0.316726754270186
Syncc9902_0991	putative glycosyltransferase family 2	0.189	0.051	0.27	100.0	100.0	30.21	0.193	0.192	0.154273410913773
Syncc9902_0992	hypothetical protein	0.218	0.038	0.175	100.0	100.0	9.913	0.216	0.218	0.112592219536084
Syncc9902_0993	hypothetical protein	0.717	0.061	0.085	35.47	100.0	3.899	0.717	0.35	0.840210301922798
Syncc9902_0994	hypothetical protein	0.257	0.024	0.094	40.98	100.0	4.339	0.204	0.257	0.237180759481563
Syncc9902_0995	putative hydrolase transmembrane protein	0.279	0.073	0.261	100.0	100.0	21.014	0.287	0.304	0.298974401143948
Syncc9902_0996	hypothetical protein	0.261	0.054	0.207	100.0	100.0	25.789	0.256	0.254	0.49949062338158
Syncc9902_0997	hypothetical protein	0.158	0.068	0.429	100.0	100.0	30.396	0.158	0.158	0.127150974506857
Syncc9902_0998	hypothetical protein	0.285	0.047	0.164	100.0	100.0	18.541	0.278	0.292	0.199349295998234
Syncc9902_0999	Ferredoxin (2Fe-2S)	0.046	0.009	0.201	100.0	100.0	27.673	0.046	0.046	0.0168123614553142
Syncc9902_1000	possible high light inducible protein	0.056	0.02	0.355	100.0	100.0	18.572	0.056	0.056	NaN
Syncc9902_1003	possible phycobilisome rod-core linker polypeptide	0.2	0.077	0.383	100.0	100.0	47.75	0.206	0.202	0.112135677453733
Syncc9902_1004	hypothetical protein	0.183	0.08	0.439	100.0	100.0	69.37	0.187	0.179	0.0875419084109666
Syncc9902_1005	chlorophyll a/b binding light harvesting protein PcbD	0.081	0.023	0.287	100.0	100.0	68.187	0.082	0.081	0.0753272853570884
Syncc9902_1006	hypothetical protein	0.658	0.089	0.136	100.0	100.0	11.35	0.657	0.612	0.703858738831953
Syncc9902_1007	possible phosphoribulokinase/uridine kinase family protein	0.307	0.067	0.218	100.0	100.0	24.052	0.314	0.342	0.170486857872912
Syncc9902_1008	Ferredoxin (2Fe-2S)	0.175	0.046	0.261	100.0	100.0	16.698	0.168	0.17	0.28500311833194
Syncc9902_1009	Endonuclease III/Nth	0.136	0.038	0.281	100.0	100.0	18.625	0.127	0.135	0.110724844106166
Syncc9902_1010	ABC transporter, substrate binding protein, possibly Mn	0.186	0.049	0.265	100.0	100.0	23.977	0.19	0.19	0.114438415804562
Syncc9902_1011	ATPase	0.054	0.02	0.367	100.0	100.0	34.745	0.054	0.06	0.0237179525868064
Syncc9902_1012	Phospholipid/glycerol acyltransferase	0.116	0.026	0.224	100.0	100.0	22.995	0.116	0.116	0.199200777644947
Syncc9902_1013	ABC transporter component, possibly Mn transport	0.066	0.015	0.221	100.0	100.0	21.676	0.064	0.066	0.032477386989602
Syncc9902_1014	hypothetical protein	0.109	0.038	0.35	100.0	100.0	22.307	0.11	0.109	0.02302898806867
Syncc9902_1015	hypothetical protein	0.095	0.031	0.327	100.0	100.0	11.952	0.111	0.094	0.84554708283068
Syncc9902_1016	ATPase	0.187	0.057	0.307	100.0	100.0	19.9	0.192	0.189	0.22137976152317
Syncc9902_1017	NUDIX family protein	0.145	0.039	0.268	100.0	100.0	16.367	0.147	0.145	0.999497932188857
Syncc9902_1018	hypothetical protein	0.354	0.083	0.234	96.48	100.0	14.337	0.364	0.348	0.546824939209135
Syncc9902_1019	hypothetical protein	0.273	0.068	0.25	100.0	100.0	28.954	0.282	0.273	0.342819772477194
Syncc9902_1020	hypothetical protein	0.028	0.007	0.263	100.0	100.0	34.909	0.028	0.028	0.49623153911876
Syncc9902_1021	hypothetical protein	0.161	0.044	0.273	100.0	100.0	16.683	0.167	0.167	0.168952887616385
Syncc9902_1022	hypothetical protein	0.172	0.065	0.377	100.0	100.0	24.049	0.174	0.235	0.0525878189910667
Syncc9902_1023	hypothetical protein	0.153	0.048	0.311	100.0	100.0	15.767	0.155	0.201	0.125285958311723
Syncc9902_1024	hypothetical protein	0.244	0.081	0.331	100.0	100.0	31.515	0.241	0.259	0.160773950721907
Syncc9902_1025	hypothetical protein	0.12	0.044	0.371	100.0	100.0	24.924	0.12	0.12	2.44950465853716
Syncc9902_1026	hypothetical protein	3.136	0.052	0.017	100.0	100.0	12.552	2.387	2.596	1.45186529291398
Syncc9902_1027	hypothetical protein	0.339	0.056	0.166	100.0	100.0	28.413	0.36	0.313	0.521648322680242
Syncc9902_1028	hypothetical protein	0.25	0.087	0.35	100.0	100.0	30.11	0.259	0.256	0.481902852379733
Syncc9902_1029	hypothetical protein	0.254	0.075	0.295	100.0	100.0	17.147	0.254	0.255	0.21094545265993
Syncc9902_1030	possible high light inducible protein	0.114	0.043	0.38	100.0	100.0	40.154	0.108	0.114	0.0638943820765291
Syncc9902_1031	hypothetical protein	0.099	0.05	0.505	100.0	100.0	39.448	0.1	0.099	0.0502427945966361
Syncc9902_1032	hypothetical protein	0.408	0.082	0.201	100.0	100.0	26.609	0.411	0.408	0.364022362459341
Syncc9902_1033	hypothetical protein	0.129	0.056	0.435	100.0	100.0	52.187	0.131	0.134	0.063213748676037
Syncc9902_1034	hypothetical protein	0.227	0.075	0.329	100.0	100.0	21.05	0.224	0.233	0.887041982567924
Syncc9902_1035	hypothetical protein	0.42	0.105	0.25	100.0	100.0	28.971	0.412	0.43	0.0793539283907584
Syncc9902_1036	hypothetical protein	0.239	0.091	0.383	100.0	100.0	35.065	0.246	0.246	0.246811402333355
Syncc9902_1037	hypothetical protein	0.167	0.035	0.212	100.0	100.0	13.74	0.202	0.174	0.0654619433438343
Syncc9902_1038	hypothetical protein	0.229	0.066	0.288	100.0	100.0	18.683	0.227	0.234	0.268062891401554
Syncc9902_1039	DEAD/DEAH box helicase-like	0.122	0.048	0.394	100.0	100.0	26.722	0.125	0.125	0.098094594462599
Syncc9902_1040	DNA ligase	0.171	0.058	0.339	100.0	100.0	17.77	0.17	0.174	0.20921606850918
Syncc9902_1041	hypothetical protein	0.182	0.03	0.163	100.0	100.0	14.15	0.199	0.193	0.319964233019142
Syncc9902_1042	exonuclease	0.087	0.029	0.339	100.0	100.0	15.067	0.085	0.088	0.121243492831403
Syncc9902_1043	hypothetical protein	0.13	0.044	0.336	86.75	100.0	6.893	0.131	0.153	0.0696606786427146
Syncc9902_1044	quinolinate synthetase	0.101	0.038	0.372	100.0	100.0	21.146	0.097	0.104	0.154988972155839
