protein_id	locus_tag	has_interpro	n_interpro_domains	interpro_ids
XP_002288765.1	THAPSDRAFT_261734	yes	1	IPR002085
XP_002288766.1	THAPSDRAFT_3321	no	0	none
XP_002288767.1	THAPSDRAFT_3322	no	0	none
XP_002288768.1	THAPSDRAFT_39845	yes	2	IPR002205,IPR006691
XP_002288769.1	THAPSDRAFT_3326	no	0	none
XP_002288770.1	THAPSDRAFT_3328	no	0	none
XP_002288771.1	THAPSDRAFT_268453	no	0	none
XP_002288772.1	THAPSDRAFT_3331	yes	1	IPR008902
XP_002288773.1	THAPSDRAFT_21698	no	0	none
XP_002288774.1	THAPSDRAFT_268454	yes	2	IPR000595,IPR005821
XP_002288775.1	THAPSDRAFT_32933	no	0	none
XP_002288776.1	THAPSDRAFT_20335	yes	1	IPR000297
XP_002288777.1	THAPSDRAFT_268455	no	0	none
XP_002288778.1	THAPSDRAFT_39847	yes	1	IPR001392
XP_002288779.1	THAPSDRAFT_21705	no	0	none
XP_002288780.1	THAPSDRAFT_3344	yes	1	IPR007248
XP_002288781.1	THAPSDRAFT_21706	no	0	none
XP_002288782.1	THAPSDRAFT_21707	no	0	none
XP_002288783.1	THAPSDRAFT_21708	no	0	none
XP_002288784.1	THAPSDRAFT_21709	no	0	none
XP_002288785.1	THAPSDRAFT_3354	yes	1	IPR001440
XP_002288786.1	THAPSDRAFT_261746	yes	1	IPR006145
XP_002288787.1	THAPSDRAFT_261747	no	0	none
XP_002288788.1	THAPSDRAFT_21712	yes	1	IPR007241
XP_002288789.1	THAPSDRAFT_3359	no	0	none
XP_002288790.1	THAPSDRAFT_21715	yes	1	IPR011063
XP_002288791.1	THAPSDRAFT_261750	yes	1	IPR007835
XP_002288792.1	THAPSDRAFT_21720	yes	1	IPR000433
XP_002288793.1	THAPSDRAFT_3370	no	0	none
XP_002288794.1	THAPSDRAFT_21722	yes	1	IPR001395
XP_002288795.1	THAPSDRAFT_16796	no	0	none
XP_002288796.1	THAPSDRAFT_3375	yes	1	IPR001005
XP_002288797.1	THAPSDRAFT_32795	yes	1	IPR006689
XP_002288798.1	THAPSDRAFT_3379	no	0	none
XP_002288799.1	THAPSDRAFT_21725	yes	1	IPR007109
XP_002288800.1	THAPSDRAFT_3383	no	0	none
XP_002288801.1	THAPSDRAFT_21726	no	0	none
XP_002288802.1	THAPSDRAFT_27414	no	0	none
XP_002288803.1	THAPSDRAFT_21733	no	0	none
XP_002288804.1	THAPSDRAFT_3397	yes	1	IPR007859
XP_002288805.1	THAPSDRAFT_261766	yes	1	IPR005834
XP_002288806.1	THAPSDRAFT_21734	yes	1	IPR001623
XP_002288807.1	THAPSDRAFT_33096	yes	1	IPR007881
XP_002288808.1	THAPSDRAFT_3405	no	0	none
XP_002288809.1	THAPSDRAFT_261769	no	0	none
XP_002288810.1	THAPSDRAFT_268467	yes	1	IPR001932
XP_002288811.1	THAPSDRAFT_3409	no	0	none
XP_002288812.1	THAPSDRAFT_3413	no	0	none
XP_002288813.1	THAPSDRAFT_3415	no	0	none
XP_002288814.1	THAPSDRAFT_3416	yes	1	IPR001440
XP_002288815.1	THAPSDRAFT_3418	no	0	none
XP_002288816.1	THAPSDRAFT_261777	yes	1	IPR003890
XP_002288817.1	THAPSDRAFT_3422	no	0	none
XP_002288818.1	THAPSDRAFT_261778	no	0	none
XP_002288819.1	THAPSDRAFT_3426	no	0	none
XP_002288820.1	THAPSDRAFT_256250	no	0	none
XP_002288821.1	THAPSDRAFT_33067	yes	1	IPR003958
XP_002288822.1	THAPSDRAFT_261781	yes	4	IPR000432,IPR007695,IPR007696,IPR007861
XP_002288823.1	THAPSDRAFT_21749	no	0	none
XP_002288824.1	THAPSDRAFT_21751	yes	2	IPR003409,IPR009769
XP_002288825.1	THAPSDRAFT_21752	no	0	none
XP_002288826.1	THAPSDRAFT_21753	no	0	none
XP_002288827.1	THAPSDRAFT_33104	yes	1	IPR006140
XP_002288828.1	THAPSDRAFT_21756	yes	2	IPR000449,IPR000626
XP_002288829.1	THAPSDRAFT_21757	no	0	none
XP_002288830.1	THAPSDRAFT_268472	yes	1	IPR005828
XP_002288831.1	THAPSDRAFT_3452	no	0	none
XP_002288832.1	THAPSDRAFT_17845	yes	1	IPR000504
XP_002288833.1	THAPSDRAFT_270316	yes	1	IPR003866
XP_002288834.1	THAPSDRAFT_261788	no	0	none
XP_002288835.1	THAPSDRAFT_3459	yes	1	IPR005024
XP_002288836.1	THAPSDRAFT_3462	no	0	none
XP_002288837.1	THAPSDRAFT_3463	no	0	none
XP_002288838.1	THAPSDRAFT_32564	yes	1	IPR001752
XP_002288839.1	THAPSDRAFT_19818	yes	1	IPR000589
XP_002288840.1	THAPSDRAFT_21768	no	0	none
XP_002288841.1	THAPSDRAFT_21770	yes	1	IPR006145
XP_002288842.1	THAPSDRAFT_32546	yes	1	IPR005804
XP_002288843.1	THAPSDRAFT_3477	no	0	none
XP_002288844.1	THAPSDRAFT_3478	no	0	none
XP_002288845.1	THAPSDRAFT_3483	no	0	none
XP_002288846.1	THAPSDRAFT_3486	yes	1	IPR001841
XP_002288847.1	THAPSDRAFT_32557	yes	1	IPR001841
XP_002288848.1	THAPSDRAFT_261808	yes	1	IPR005114
XP_002288849.1	THAPSDRAFT_3494	no	0	none
XP_002288850.1	THAPSDRAFT_39913	yes	1	IPR006822
XP_002288851.1	THAPSDRAFT_16656	yes	1	IPR004843
XP_002288852.1	THAPSDRAFT_3502	no	0	none
XP_002288853.1	THAPSDRAFT_261817	yes	1	IPR002123
XP_002288854.1	THAPSDRAFT_3508	no	0	none
XP_002288855.1	THAPSDRAFT_32899	yes	1	IPR004254
XP_002288856.1	THAPSDRAFT_261820	yes	1	IPR000719
XP_002288857.1	THAPSDRAFT_21785	yes	1	IPR001327
XP_002288858.1	THAPSDRAFT_21788	no	0	none
XP_002288859.1	THAPSDRAFT_3517	no	0	none
XP_002288860.1	THAPSDRAFT_3520	no	0	none
XP_002288861.1	THAPSDRAFT_21792	no	0	none
XP_002288862.1	THAPSDRAFT_3524	yes	1	IPR001993
XP_002288863.1	THAPSDRAFT_261826	yes	1	IPR001251
XP_002288864.1	THAPSDRAFT_21796	no	0	none
XP_002288865.1	THAPSDRAFT_32882	yes	1	IPR001354
XP_002288866.1	THAPSDRAFT_261829	yes	2	IPR001650,IPR011545
XP_002288867.1	THAPSDRAFT_21799	yes	1	IPR006222
XP_002288868.1	THAPSDRAFT_3537	no	0	none
XP_002288869.1	THAPSDRAFT_3539	no	0	none
XP_002288870.1	THAPSDRAFT_32827	yes	1	IPR004843
XP_002288871.1	THAPSDRAFT_32610	yes	1	IPR000620
XP_002288872.1	THAPSDRAFT_21802	no	0	none
XP_002288873.1	THAPSDRAFT_268500	yes	2	IPR001404,IPR003594
XP_002288874.1	THAPSDRAFT_3551	no	0	none
XP_002288875.1	THAPSDRAFT_3553	no	0	none
XP_002288876.1	THAPSDRAFT_3554	no	0	none
XP_002288877.1	THAPSDRAFT_21806	no	0	none
XP_002288878.1	THAPSDRAFT_21807	yes	1	IPR001478
XP_002288879.1	THAPSDRAFT_21808	no	0	none
XP_002288880.1	THAPSDRAFT_21811	yes	1	IPR000608
XP_002288881.1	THAPSDRAFT_39936	yes	1	IPR004843
XP_002288882.1	THAPSDRAFT_21813	yes	1	IPR001544
XP_002288883.1	THAPSDRAFT_21815	yes	1	IPR002133
XP_002288884.1	THAPSDRAFT_39946	yes	1	IPR002133
XP_002288885.1	THAPSDRAFT_39953	yes	2	IPR001650,IPR011545
XP_002288886.1	THAPSDRAFT_3575	yes	2	IPR003959,IPR004201
XP_002288887.1	THAPSDRAFT_3577	no	0	none
XP_002288888.1	THAPSDRAFT_3580	yes	1	IPR002110
XP_002288889.1	THAPSDRAFT_21824	no	0	none
XP_002288890.1	THAPSDRAFT_39955	yes	1	IPR000225
XP_002288891.1	THAPSDRAFT_33199	yes	1	IPR001806
XP_002288892.1	THAPSDRAFT_3590	no	0	none
XP_002288893.1	THAPSDRAFT_3592	no	0	none
XP_002288894.1	THAPSDRAFT_3594	yes	1	IPR002110
XP_002288895.1	THAPSDRAFT_32843	no	0	none
XP_002288896.1	THAPSDRAFT_3598	no	0	none
XP_002288897.1	THAPSDRAFT_3600	yes	1	IPR001487
XP_002288898.1	THAPSDRAFT_32691	yes	1	IPR003131
XP_002288899.1	THAPSDRAFT_3604	no	0	none
XP_002288900.1	THAPSDRAFT_3607	no	0	none
XP_002288901.1	THAPSDRAFT_21832	yes	1	IPR005123
XP_002288902.1	THAPSDRAFT_3611	no	0	none
XP_002288903.1	THAPSDRAFT_3614	no	0	none
XP_002288904.1	THAPSDRAFT_32693	no	0	none
XP_002288905.1	THAPSDRAFT_33203	no	0	none
XP_002288906.1	THAPSDRAFT_3621	yes	1	IPR003034
XP_002288907.1	THAPSDRAFT_21840	no	0	none
XP_002288908.1	THAPSDRAFT_3625	yes	3	IPR001433,IPR003097,IPR008254
XP_002288909.1	THAPSDRAFT_261852	no	0	none
XP_002288910.1	THAPSDRAFT_21843	no	0	none
XP_002288911.1	THAPSDRAFT_21844	no	0	none
XP_002288912.1	THAPSDRAFT_32661	yes	1	IPR000432
XP_002288913.1	THAPSDRAFT_3637	no	0	none
XP_002288914.1	THAPSDRAFT_261857	yes	1	IPR001796
XP_002288915.1	THAPSDRAFT_21846	yes	1	IPR008591
XP_002288916.1	THAPSDRAFT_21847	no	0	none
XP_002288917.1	THAPSDRAFT_21850	yes	1	IPR006671
XP_002288918.1	THAPSDRAFT_32858	yes	1	IPR001623
XP_002288919.1	THAPSDRAFT_21852	no	0	none
XP_002288920.1	THAPSDRAFT_3649	no	0	none
XP_002288921.1	THAPSDRAFT_39979	yes	1	IPR002300
XP_002288922.1	THAPSDRAFT_3653	no	0	none
XP_002288923.1	THAPSDRAFT_3655	yes	1	IPR002921
XP_002288924.1	THAPSDRAFT_21856	no	0	none
XP_002288925.1	THAPSDRAFT_3660	no	0	none
XP_002288926.1	THAPSDRAFT_261864	yes	1	IPR005645
XP_002288927.1	THAPSDRAFT_21858	yes	1	IPR003439
XP_002288928.1	THAPSDRAFT_21860	yes	2	IPR001202,IPR002713
XP_002288929.1	THAPSDRAFT_261867	no	0	none
XP_002288930.1	THAPSDRAFT_21861	no	0	none
XP_002288931.1	THAPSDRAFT_268519	no	0	none
XP_002288932.1	THAPSDRAFT_32880	yes	1	IPR000595
XP_002288933.1	THAPSDRAFT_3674	no	0	none
XP_002288934.1	THAPSDRAFT_21865	no	0	none
XP_002288935.1	THAPSDRAFT_3676	no	0	none
XP_002288936.1	THAPSDRAFT_21868	no	0	none
XP_002288937.1	THAPSDRAFT_21869	no	0	none
XP_002288938.1	THAPSDRAFT_21870	no	0	none
XP_002288939.1	THAPSDRAFT_270242	no	0	none
XP_002288940.1	THAPSDRAFT_32934	yes	1	IPR002610
XP_002288941.1	THAPSDRAFT_21875	yes	1	IPR011124
XP_002288942.1	THAPSDRAFT_3693	yes	1	IPR003121
XP_002288943.1	THAPSDRAFT_21877	no	0	none
XP_002288944.1	THAPSDRAFT_3698	yes	1	IPR000232
XP_002288945.1	THAPSDRAFT_21880	no	0	none
XP_002288946.1	THAPSDRAFT_3702	no	0	none
XP_002288947.1	THAPSDRAFT_3704	yes	1	IPR002073
XP_002288948.1	THAPSDRAFT_3706	no	0	none
XP_002288949.1	THAPSDRAFT_3707	no	0	none
XP_002288950.1	THAPSDRAFT_261878	yes	1	IPR008915
XP_002288951.1	THAPSDRAFT_21885	yes	1	IPR000949
XP_002288952.1	THAPSDRAFT_21886	no	0	none
XP_002288953.1	THAPSDRAFT_21888	no	0	none
XP_002288954.1	THAPSDRAFT_12602	yes	2	IPR000048,IPR001609
XP_002288955.1	THAPSDRAFT_3718	no	0	none
XP_002288956.1	THAPSDRAFT_40010	yes	1	IPR001993
XP_002288957.1	THAPSDRAFT_21893	yes	1	IPR001300
XP_002288958.1	THAPSDRAFT_21895	no	0	none
XP_002288959.1	THAPSDRAFT_21896	no	0	none
XP_002288960.1	THAPSDRAFT_3730	no	0	none
XP_002288961.1	THAPSDRAFT_21897	no	0	none
XP_002288962.1	THAPSDRAFT_3733	no	0	none
XP_002288963.1	THAPSDRAFT_261883	no	0	none
XP_002288964.1	THAPSDRAFT_33242	yes	1	IPR004345
XP_002288965.1	THAPSDRAFT_261885	yes	1	IPR000504
XP_002288966.1	THAPSDRAFT_33046	yes	1	IPR005147
XP_002288967.1	THAPSDRAFT_33035	yes	1	IPR003425
XP_002288968.1	THAPSDRAFT_20189	no	0	none
XP_002288969.1	THAPSDRAFT_21904	no	0	none
XP_002288970.1	THAPSDRAFT_21905	no	0	none
XP_002288971.1	THAPSDRAFT_3750	no	0	none
XP_002288972.1	THAPSDRAFT_3752	no	0	none
XP_002288973.1	THAPSDRAFT_3754	no	0	none
XP_002288974.1	THAPSDRAFT_3756	no	0	none
XP_002288975.1	THAPSDRAFT_21909	yes	1	IPR004827
XP_002288976.1	THAPSDRAFT_33209	yes	1	IPR001611
XP_002288977.1	THAPSDRAFT_3763	no	0	none
XP_002288978.1	THAPSDRAFT_261894	no	0	none
XP_002288979.1	THAPSDRAFT_33092	yes	2	IPR000253,IPR001841
XP_002288980.1	THAPSDRAFT_21916	no	0	none
XP_002288981.1	THAPSDRAFT_261895	yes	1	IPR001223
XP_002288982.1	THAPSDRAFT_268533	no	0	none
XP_002288983.1	THAPSDRAFT_21918	yes	1	IPR001107
XP_002288984.1	THAPSDRAFT_33220	yes	1	IPR002569
XP_002288985.1	THAPSDRAFT_32920	yes	1	IPR001378
XP_002288986.1	THAPSDRAFT_19081	yes	1	IPR002048
XP_002288987.1	THAPSDRAFT_32782	yes	1	IPR000555
XP_002288988.1	THAPSDRAFT_21922	no	0	none
XP_002288989.1	THAPSDRAFT_3785	yes	1	IPR000873
XP_002288990.1	THAPSDRAFT_3787	yes	1	IPR007200
XP_002288991.1	THAPSDRAFT_261904	no	0	none
XP_002288992.1	THAPSDRAFT_32561	yes	1	IPR001623
XP_002288993.1	THAPSDRAFT_27599	no	0	none
XP_002288994.1	THAPSDRAFT_3795	yes	1	IPR005114
XP_002288995.1	THAPSDRAFT_21927	yes	1	IPR005114
XP_002288996.1	THAPSDRAFT_3797	no	0	none
XP_002288997.1	THAPSDRAFT_261905	yes	1	IPR001753
XP_002288998.1	THAPSDRAFT_40044	yes	1	IPR000994
XP_002288999.1	THAPSDRAFT_3803	no	0	none
XP_002289000.1	THAPSDRAFT_32859	yes	1	IPR001948
XP_002289001.1	THAPSDRAFT_21933	no	0	none
XP_002289002.1	THAPSDRAFT_261908	yes	3	IPR000991,IPR005801,IPR006805
XP_002289003.1	THAPSDRAFT_3811	no	0	none
XP_002289004.1	THAPSDRAFT_21939	yes	1	IPR001395
XP_002289005.1	THAPSDRAFT_3815	yes	1	IPR001344
XP_002289006.1	THAPSDRAFT_3817	no	0	none
XP_002289007.1	THAPSDRAFT_268543	no	0	none
XP_002289008.1	THAPSDRAFT_268544	yes	1	IPR006094
XP_002289009.1	THAPSDRAFT_261916	yes	1	IPR001841
XP_002289010.1	THAPSDRAFT_21948	yes	1	IPR003774
XP_002289011.1	THAPSDRAFT_21949	no	0	none
XP_002289012.1	THAPSDRAFT_268546	yes	1	IPR001449
XP_002289013.1	THAPSDRAFT_268548	yes	2	IPR000801,IPR002085
XP_002289014.1	THAPSDRAFT_21955	no	0	none
XP_002289015.1	THAPSDRAFT_3839	no	0	none
XP_002289016.1	THAPSDRAFT_21957	no	0	none
XP_002289017.1	THAPSDRAFT_21958	no	0	none
XP_002289018.1	THAPSDRAFT_3845	no	0	none
XP_002289019.1	THAPSDRAFT_261924	yes	1	IPR001303
XP_002289020.1	THAPSDRAFT_261925	yes	1	IPR001932
XP_002289021.1	THAPSDRAFT_21963	no	0	none
XP_002289022.1	THAPSDRAFT_3853	no	0	none
XP_002289023.1	THAPSDRAFT_3854	no	0	none
XP_002289024.1	THAPSDRAFT_21965	yes	1	IPR006662
XP_002289025.1	THAPSDRAFT_32876	yes	1	IPR001993
XP_002289026.1	THAPSDRAFT_3858	yes	3	IPR000795,IPR004160,IPR004161
XP_002289027.1	THAPSDRAFT_21967	yes	1	IPR010402
XP_002289028.1	THAPSDRAFT_21968	no	0	none
XP_002289029.1	THAPSDRAFT_3867	no	0	none
XP_002289030.1	THAPSDRAFT_3869	no	0	none
XP_002289031.1	THAPSDRAFT_268552	yes	1	IPR006151
XP_002289032.1	THAPSDRAFT_21973	yes	1	IPR000467
XP_002289033.1	THAPSDRAFT_261932	yes	1	IPR001789
XP_002289034.1	THAPSDRAFT_3879	no	0	none
XP_002289035.1	THAPSDRAFT_268553	yes	2	IPR006133,IPR006134
XP_002289036.1	THAPSDRAFT_3882	no	0	none
XP_002289037.1	THAPSDRAFT_3883	no	0	none
XP_002289038.1	THAPSDRAFT_3884	no	0	none
XP_002289039.1	THAPSDRAFT_21976	no	0	none
XP_002289040.1	THAPSDRAFT_21978	yes	1	IPR001048
XP_002289041.1	THAPSDRAFT_21979	no	0	none
XP_002289042.1	THAPSDRAFT_33039	yes	3	IPR004095,IPR006674,IPR007685
XP_002289043.1	THAPSDRAFT_261941	yes	1	IPR002921
XP_002289044.1	THAPSDRAFT_21983	no	0	none
XP_002289045.1	THAPSDRAFT_32774	yes	1	IPR001441
XP_002289046.1	THAPSDRAFT_21984	no	0	none
XP_002289047.1	THAPSDRAFT_3904	no	0	none
XP_002289048.1	THAPSDRAFT_3906	yes	1	IPR001993
XP_002289049.1	THAPSDRAFT_21986	no	0	none
XP_002289050.1	THAPSDRAFT_33225	yes	2	IPR000048,IPR001609
XP_002289051.1	THAPSDRAFT_270306	no	0	none
XP_002289052.1	THAPSDRAFT_21989	yes	1	IPR004827
XP_002289053.1	THAPSDRAFT_32713	yes	1	IPR001623
XP_002289054.1	THAPSDRAFT_3914	no	0	none
XP_002289055.1	THAPSDRAFT_3916	no	0	none
XP_002289056.1	THAPSDRAFT_40089	yes	1	IPR000687
XP_002289057.1	THAPSDRAFT_21994	no	0	none
XP_002289058.1	THAPSDRAFT_3922	no	0	none
XP_002289059.1	THAPSDRAFT_21997	yes	1	IPR001440
XP_002289060.1	THAPSDRAFT_15328	yes	1	IPR005178
XP_002289061.1	THAPSDRAFT_3934	yes	2	IPR000719,IPR001680
XP_002289062.1	THAPSDRAFT_3936	no	0	none
XP_002289063.1	THAPSDRAFT_22002	no	0	none
XP_002289064.1	THAPSDRAFT_33205	no	0	none
XP_002289065.1	THAPSDRAFT_33094	yes	2	IPR001678,IPR002478
XP_002289066.1	THAPSDRAFT_3943	no	0	none
XP_002289067.1	THAPSDRAFT_20024	yes	1	IPR001179
XP_002289068.1	THAPSDRAFT_3945	no	0	none
XP_002289069.1	THAPSDRAFT_3946	no	0	none
XP_002289070.1	THAPSDRAFT_22007	no	0	none
XP_002289071.1	THAPSDRAFT_22008	no	0	none
XP_002289072.1	THAPSDRAFT_3952	no	0	none
XP_002289073.1	THAPSDRAFT_22009	yes	1	IPR007087
XP_002289074.1	THAPSDRAFT_32586	yes	1	IPR004131
XP_002289075.1	THAPSDRAFT_22011	yes	2	IPR001431,IPR007863
XP_002289076.1	THAPSDRAFT_3959	yes	1	IPR003700
XP_002289077.1	THAPSDRAFT_32788	yes	1	IPR007872
XP_002289078.1	THAPSDRAFT_32678	yes	1	IPR002804
XP_002289079.1	THAPSDRAFT_17302	yes	1	IPR000760
XP_002289080.1	THAPSDRAFT_3966	yes	1	IPR000537
XP_002289081.1	THAPSDRAFT_32789	yes	1	IPR000022
XP_002289082.1	THAPSDRAFT_22018	yes	1	IPR000232
XP_002289083.1	THAPSDRAFT_3970	no	0	none
XP_002289084.1	THAPSDRAFT_3974	yes	1	IPR000257
XP_002289085.1	THAPSDRAFT_3975	no	0	none
XP_002289086.1	THAPSDRAFT_261965	no	0	none
XP_002289087.1	THAPSDRAFT_3976	no	0	none
XP_002289088.1	THAPSDRAFT_261966	no	0	none
XP_002289089.1	THAPSDRAFT_3981	no	0	none
XP_002289090.1	THAPSDRAFT_261971	yes	1	IPR002110
XP_002289091.1	THAPSDRAFT_22024	no	0	none
XP_002289092.1	THAPSDRAFT_22025	no	0	none
XP_002289093.1	THAPSDRAFT_22027	no	0	none
XP_002289094.1	THAPSDRAFT_17002	no	0	none
XP_002289095.1	THAPSDRAFT_22031	no	0	none
XP_002289096.1	THAPSDRAFT_4000	no	0	none
XP_002289097.1	THAPSDRAFT_4002	no	0	none
XP_002289098.1	THAPSDRAFT_268576	no	0	none
XP_002289099.1	THAPSDRAFT_268577	yes	1	IPR002088
XP_002289100.1	THAPSDRAFT_4007	yes	1	IPR002085
XP_002289101.1	THAPSDRAFT_22041	no	0	none
XP_002289102.1	THAPSDRAFT_22042	yes	1	IPR007751
XP_002289103.1	THAPSDRAFT_22044	no	0	none
XP_002289104.1	THAPSDRAFT_4016	no	0	none
XP_002289105.1	THAPSDRAFT_22046	no	0	none
XP_002289106.1	THAPSDRAFT_261982	yes	1	IPR000582
XP_002289107.1	THAPSDRAFT_4022	no	0	none
XP_002289108.1	THAPSDRAFT_4026	no	0	none
XP_002289109.1	THAPSDRAFT_22052	no	0	none
XP_002289110.1	THAPSDRAFT_4034	no	0	none
XP_002289111.1	THAPSDRAFT_16440	yes	2	IPR011261,IPR011262
XP_002289112.1	THAPSDRAFT_22056	no	0	none
XP_002289113.1	THAPSDRAFT_4041	yes	1	IPR005550
XP_002289114.1	THAPSDRAFT_22057	no	0	none
XP_002289115.1	THAPSDRAFT_4046	no	0	none
XP_002289116.1	THAPSDRAFT_4047	no	0	none
XP_002289117.1	THAPSDRAFT_4048	no	0	none
XP_002289118.1	THAPSDRAFT_4050	no	0	none
XP_002289119.1	THAPSDRAFT_4051	no	0	none
XP_002289120.1	THAPSDRAFT_22059	no	0	none
XP_002289121.1	THAPSDRAFT_33589	yes	1	IPR007109
XP_002289122.1	THAPSDRAFT_22064	no	0	none
XP_002289123.1	THAPSDRAFT_262000	no	0	none
XP_002289124.1	THAPSDRAFT_4062	no	0	none
XP_002289125.1	THAPSDRAFT_4066	no	0	none
XP_002289126.1	THAPSDRAFT_4068	no	0	none
XP_002289127.1	THAPSDRAFT_18530	yes	1	IPR001352
XP_002289128.1	THAPSDRAFT_4070	yes	1	IPR000868
XP_002289129.1	THAPSDRAFT_4074	no	0	none
XP_002289130.1	THAPSDRAFT_4075	yes	1	IPR000910
XP_002289131.1	THAPSDRAFT_4076	yes	1	IPR000910
XP_002289132.1	THAPSDRAFT_4077	no	0	none
XP_002289133.1	THAPSDRAFT_33759	yes	1	IPR000569
XP_002289134.1	THAPSDRAFT_262009	no	0	none
XP_002289135.1	THAPSDRAFT_4082	no	0	none
XP_002289136.1	THAPSDRAFT_22071	yes	1	IPR005821
XP_002289137.1	THAPSDRAFT_4086	no	0	none
XP_002289138.1	THAPSDRAFT_40156	yes	1	IPR000131
XP_002289139.1	THAPSDRAFT_22075	no	0	none
XP_002289140.1	THAPSDRAFT_22076	yes	1	IPR010788
XP_002289141.1	THAPSDRAFT_4091	no	0	none
XP_002289142.1	THAPSDRAFT_4095	no	0	none
XP_002289143.1	THAPSDRAFT_262016	yes	1	IPR002422
XP_002289144.1	THAPSDRAFT_262018	no	0	none
XP_002289145.1	THAPSDRAFT_4100	no	0	none
XP_002289146.1	THAPSDRAFT_268598	yes	1	IPR004088
XP_002289147.1	THAPSDRAFT_33348	yes	1	IPR000807
XP_002289148.1	THAPSDRAFT_4104	yes	1	IPR000109
XP_002289149.1	THAPSDRAFT_4105	yes	1	IPR000719
XP_002289150.1	THAPSDRAFT_4108	no	0	none
XP_002289151.1	THAPSDRAFT_268601	yes	1	IPR000571
XP_002289152.1	THAPSDRAFT_4111	no	0	none
XP_002289153.1	THAPSDRAFT_4114	no	0	none
XP_002289154.1	THAPSDRAFT_4116	no	0	none
XP_002289155.1	THAPSDRAFT_262031	yes	1	IPR003104
XP_002289156.1	THAPSDRAFT_262032	no	0	none
XP_002289157.1	THAPSDRAFT_22092	yes	2	IPR001680,IPR006692
XP_002289158.1	THAPSDRAFT_4126	no	0	none
XP_002289159.1	THAPSDRAFT_33574	yes	1	IPR006163
XP_002289160.1	THAPSDRAFT_33601	yes	1	IPR002744
XP_002289161.1	THAPSDRAFT_4131	no	0	none
XP_002289162.1	THAPSDRAFT_22097	no	0	none
XP_002289163.1	THAPSDRAFT_262041	no	0	none
XP_002289164.1	THAPSDRAFT_22099	no	0	none
XP_002289165.1	THAPSDRAFT_4138	no	0	none
XP_002289166.1	THAPSDRAFT_4142	yes	1	IPR001611
XP_002289167.1	THAPSDRAFT_262047	yes	2	IPR000127,IPR000594
XP_002289168.1	THAPSDRAFT_268614	no	0	none
XP_002289169.1	THAPSDRAFT_268615	yes	2	IPR006076,IPR007419
XP_002289170.1	THAPSDRAFT_4150	yes	1	IPR004827
XP_002289171.1	THAPSDRAFT_22109	no	0	none
XP_002289172.1	THAPSDRAFT_33682	yes	4	IPR007624,IPR007627,IPR007630,IPR009042
XP_002289173.1	THAPSDRAFT_4157	no	0	none
XP_002289174.1	THAPSDRAFT_4159	yes	1	IPR007577
XP_002289175.1	THAPSDRAFT_22114	yes	1	IPR002885
XP_002289176.1	THAPSDRAFT_22115	yes	1	IPR004033
XP_002289177.1	THAPSDRAFT_4167	no	0	none
XP_002289178.1	THAPSDRAFT_18091	yes	1	IPR003140
XP_002289179.1	THAPSDRAFT_22118	yes	1	IPR000719
XP_002289180.1	THAPSDRAFT_4174	no	0	none
XP_002289181.1	THAPSDRAFT_19058	yes	1	IPR000374
XP_002289182.1	THAPSDRAFT_22120	yes	1	IPR000182
XP_002289183.1	THAPSDRAFT_4179	no	0	none
XP_002289184.1	THAPSDRAFT_22122	yes	1	IPR003347
XP_002289185.1	THAPSDRAFT_4182	yes	1	IPR001781
XP_002289186.1	THAPSDRAFT_4184	no	0	none
XP_002289187.1	THAPSDRAFT_370	yes	2	IPR000788,IPR005144
XP_002289188.1	THAPSDRAFT_270323	no	0	none
XP_002289189.1	THAPSDRAFT_4191	no	0	none
XP_002289190.1	THAPSDRAFT_4192	no	0	none
XP_002289191.1	THAPSDRAFT_13117	yes	1	IPR000795
XP_002289192.1	THAPSDRAFT_262068	yes	1	IPR000306
XP_002289193.1	THAPSDRAFT_22128	yes	1	IPR001194
XP_002289194.1	THAPSDRAFT_262070	yes	1	IPR001680
XP_002289195.1	THAPSDRAFT_270256	no	0	none
XP_002289196.1	THAPSDRAFT_19501	yes	1	IPR005326
XP_002289197.1	THAPSDRAFT_15114	yes	1	IPR002933
XP_002289198.1	THAPSDRAFT_40206	no	0	none
XP_002289199.1	THAPSDRAFT_22138	no	0	none
XP_002289200.1	THAPSDRAFT_4217	no	0	none
XP_002289201.1	THAPSDRAFT_4218	no	0	none
XP_002289202.1	THAPSDRAFT_27773	yes	1	IPR000595
XP_002289203.1	THAPSDRAFT_4224	yes	1	IPR003903
XP_002289204.1	THAPSDRAFT_4225	no	0	none
XP_002289205.1	THAPSDRAFT_33330	yes	1	IPR001173
XP_002289206.1	THAPSDRAFT_4229	no	0	none
XP_002289207.1	THAPSDRAFT_262083	yes	1	IPR003439
XP_002289208.1	THAPSDRAFT_33497	yes	1	IPR002737
XP_002289209.1	THAPSDRAFT_22148	no	0	none
XP_002289210.1	THAPSDRAFT_22150	no	0	none
XP_002289211.1	THAPSDRAFT_4237	no	0	none
XP_002289212.1	THAPSDRAFT_40223	yes	2	IPR000991,IPR001674
XP_002289213.1	THAPSDRAFT_17865	yes	1	IPR002051
XP_002289214.1	THAPSDRAFT_4243	yes	1	IPR001394
XP_002289215.1	THAPSDRAFT_262088	yes	1	IPR001054
XP_002289216.1	THAPSDRAFT_262091	no	0	none
XP_002289217.1	THAPSDRAFT_22162	no	0	none
