Entry	Gene Names	InterPro	Pfam	Protein names
B8CF92	THAPSDRAFT_25686	IPR012929;	PF07926;	Nucleoprotein TPR/MLP1-2 domain-containing protein
B8CF96	THAPSDRAFT_25687	IPR012929;	PF07926;	Nucleoprotein TPR/MLP1-2 domain-containing protein
B8CF97	THAPSDRAFT_11687	IPR010989;IPR045242;IPR000727;	PF05739;	t-SNARE coiled-coil homology domain-containing protein
B8CF99	THAPSDRAFT_25688	IPR031120;IPR011494;IPR015943;IPR036322;IPR001680;	PF07569;PF00400;	Protein HIRA-like C-terminal domain-containing protein
B8CFA9	THAPSDRAFT_38724	IPR044831;IPR002016;IPR010255;IPR002207;IPR019794;IPR019793;	PF00141;	Ascorbate peroxidase (EC 1.11.1.11)
B8CFB3	THAPSDRAFT_25693	IPR029058;IPR052214;IPR002921;	PF01764;	sn-1-specific diacylglycerol lipase (EC 3.1.1.116)
B8CFC2	THAPSDRAFT_11713	IPR010989;IPR045242;IPR000727;		t-SNARE coiled-coil homology domain-containing protein
B8CFD1	CLPB2 THAPSDRAFT_264776	IPR003593;IPR003959;IPR019489;IPR036628;IPR004176;IPR001270;IPR018368;IPR028299;IPR041546;IPR050130;IPR027417;	PF00004;PF07724;PF17871;PF02861;PF10431;	Member of the clp superfamily, regulatory beta subunit
B8CFD8	THAPSDRAFT_38743	IPR050205;IPR011992;IPR002048;IPR011009;IPR000719;IPR017441;IPR008271;	PF00069;	Calmodulin
B8CFF0	THAPSDRAFT_264783	IPR014762;IPR013507;IPR036890;IPR002099;IPR038973;IPR014790;IPR042120;IPR042121;IPR037198;IPR020568;IPR014721;	PF01119;PF13589;PF08676;	Uncharacterized protein
B8CFF2	RPC6 THAPSDRAFT_264786	IPR007832;IPR016049;IPR036388;IPR036390;	PF05158;	RPC6, dna-directed RNA polymerases III 39 kDa polypeptide (EC 2.7.7.6)
B8CFF3	THAPSDRAFT_11743	IPR039269;IPR038081;IPR003644;IPR013517;IPR013519;IPR028994;	PF03160;PF14312;	Calx-beta domain-containing protein
B8CFF5	THAPSDRAFT_270071	IPR002888;IPR036884;IPR000674;IPR036856;IPR016208;IPR008274;IPR046867;IPR037165;IPR005107;IPR036683;IPR016166;IPR036318;IPR016167;IPR016169;IPR002346;	PF01315;PF03450;PF00941;PF01799;PF02738;PF20256;	FAD-binding PCMH-type domain-containing protein
B8CFF6	THAPSDRAFT_11746	IPR005818;IPR036388;IPR036390;	PF00538;	H15 domain-containing protein
B8CFF8	THAPSDRAFT_25707	IPR005123;IPR045054;IPR006620;IPR044862;IPR023393;	PF13640;	Fe2OG dioxygenase domain-containing protein
B8CFG0	THAPSDRAFT_11750	IPR036034;IPR036871;IPR003123;IPR045046;IPR037191;	PF02204;	VPS9 domain-containing protein
B8CFG4	THAPSDRAFT_270233	IPR001344;IPR022796;	PF00504;	Uncharacterized protein
B8CFG5	Lhcf4 THAPSDRAFT_38667	IPR001344;IPR022796;	PF00504;	Fucoxanthin chlorophyll a/c protein 4
B8CFG6	THAPSDRAFT_11756	IPR002994;IPR045214;	PF02104;	SURF1-like protein
B8CFH1	ALDO4 THAPSDRAFT_11761	IPR013785;IPR000741;	PF00274;	fructose-bisphosphate aldolase (EC 4.1.2.13)
B8CFH3	BIP2 THAPSDRAFT_38578	IPR043129;IPR042050;IPR018181;IPR029048;IPR029047;IPR013126;	PF00012;	Luminal binding protein
B8CFH6	THAPSDRAFT_14772	IPR002129;IPR015424;IPR015421;IPR015422;	PF00282;	Glutamate decarboxylase
B8CFH7	THAPSDRAFT_38736	IPR051175;IPR011009;IPR000719;IPR017441;IPR008271;	PF00069;	Protein kinase domain-containing protein
B8CFH8	THAPSDRAFT_38685	IPR027640;IPR019821;IPR001752;IPR036961;IPR027417;	PF00225;	Kinesin-like protein
B8CFI1	THAPSDRAFT_25718	IPR039772;IPR010675;IPR024160;IPR029063;	PF06859;	RNA methyltransferase (EC 2.1.1.-)
B8CFI9	THAPSDRAFT_264807	IPR002379;IPR000245;IPR035921;	PF00137;	V-atpase subunit (EC 3.6.3.14)
B8CFJ1	THAPSDRAFT_25725	IPR003369;	PF02416;	Uncharacterized protein
B8CFJ3	THAPSDRAFT_25726	IPR029058;IPR052214;IPR002921;	PF01764;	sn-1-specific diacylglycerol lipase (EC 3.1.1.116)
B8CFK0	THAPSDRAFT_264809	IPR029035;IPR050134;IPR003000;IPR026591;IPR026590;	PF02146;	Histone deacetylase HDAC silent information regulator protein 2 Sir2 sirtuin
B8CFK7	THAPSDRAFT_25729	IPR016024;IPR051956;IPR056764;IPR029044;IPR003307;IPR044123;	PF25084;PF02020;	Translation initiation factor eIF2B subunit epsilon (eIF2B GDP-GTP exchange factor subunit epsilon)
B8CFL0	THAPSDRAFT_11801	IPR029028;IPR006700;IPR046886;IPR029026;	PF04452;	16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193)
B8CFL8	THAPSDRAFT_17654	IPR037431;IPR047021;IPR013520;IPR012337;IPR036397;	PF00929;	RNA exonuclease 4
B8CFM9	THAPSDRAFT_30683	IPR029055;IPR050115;IPR023332;IPR000426;IPR001353;	PF00227;PF10584;	Proteasome subunit alpha type-2
B8CFP0	THAPSDRAFT_264824	IPR051501;IPR042528;IPR000649;IPR042529;IPR037171;	PF01008;	Translation initiation factor eIF2B subunit alpha (eIF2B GDP-GTP exchange factor subunit alpha)
B8CFP1	GSK-3 THAPSDRAFT_38559	IPR050591;IPR011009;IPR000719;IPR017441;IPR008271;IPR039192;	PF00069;	Protein kinase domain-containing protein
B8CFP7	THAPSDRAFT_264827	IPR050339;IPR011009;IPR000719;	PF00069;	non-specific serine/threonine protein kinase (EC 2.7.11.1)
B8CFP9	THAPSDRAFT_270092	IPR001344;IPR022796;	PF00504;	Uncharacterized protein
B8CFQ4	THAPSDRAFT_11842	IPR037730;IPR036286;IPR019533;	PF10502;	Peptidase S26 domain-containing protein
B8CFR2	THAPSDRAFT_25753	IPR005844;IPR016055;IPR005845;IPR005846;IPR005841;IPR050060;	PF02878;PF02879;PF02880;	phosphopentomutase (EC 5.4.2.7)
B8CFS2	HSF31 THAPSDRAFT_264838	IPR000232;IPR036388;IPR036390;	PF00447;	HSF-type DNA-binding domain-containing protein
B8CFS4	THAPSDRAFT_38656	IPR036393;IPR016181;IPR001048;IPR000182;IPR010167;	PF00696;PF00583;	amino-acid N-acetyltransferase (EC 2.3.1.1)
B8CFS8	THAPSDRAFT_30701	IPR036393;IPR016181;IPR001048;IPR000182;IPR010167;	PF00696;PF00583;	amino-acid N-acetyltransferase (EC 2.3.1.1)
B8CFT1	THAPSDRAFT_11869	IPR011993;IPR001849;IPR019309;	PF10152;PF00169;	PH domain-containing protein
B8CFU0	THAPSDRAFT_11878	IPR029058;IPR052214;IPR002921;	PF01764;	sn-1-specific diacylglycerol lipase (EC 3.1.1.116)
B8CFU3	GFS1 THAPSDRAFT_26470	IPR001509;IPR028614;IPR036291;	PF01370;	GDP-L-fucose synthase (EC 1.1.1.271)
B8CFU7	pabA THAPSDRAFT_13224	IPR012677;IPR036053;IPR006515;IPR002004;IPR034364;IPR035979;IPR045305;IPR000504;IPR003954;	PF00658;PF00076;	Polyadenylate-binding protein (PABP)
B8CFU8	THAPSDRAFT_43076	IPR006073;IPR005662;IPR015946;IPR004044;IPR009019;IPR027417;IPR005225;	PF07650;PF01926;	KH type-2 domain-containing protein
B8CFV6	THAPSDRAFT_26473	IPR004843;IPR029052;IPR047129;IPR006186;	PF00149;	Serine/threonine-protein phosphatase (EC 3.1.3.16)
B8CFV7	THAPSDRAFT_25775	IPR051826;IPR001841;IPR013083;	PF13639;	RING-type domain-containing protein
B8CFW3	Lhcf1 THAPSDRAFT_38583	IPR001344;IPR022796;	PF00504;	Fucoxanthin chlorophyll a/c protein 1
B8CFW4	THAPSDRAFT_11902	IPR012340;IPR028389;IPR011564;	PF02765;	Telomeric single stranded DNA binding POT1/Cdc13 domain-containing protein
B8CFX4	THAPSDRAFT_264863	IPR045231;IPR006977;	PF04893;	Protein YIPF
B8CFY5	THAPSDRAFT_264868	IPR011545;IPR044749;IPR014001;IPR027417;	PF00270;	Atp-dependent RNA helicase
B8CFZ4	THAPSDRAFT_260604	IPR034505;IPR006638;IPR004559;IPR007197;IPR023404;IPR058240;	PF04055;	Radical S-adenosyl methionine domain-containing protein 1, mitochondrial (Putative heme chaperone)
B8CFZ9	GLNA THAPSDRAFT_26051	IPR008147;IPR036651;IPR014746;IPR008146;IPR027303;IPR027302;IPR050292;	PF00120;PF03951;	Glutamine synthetase (EC 6.3.1.2)
B8CG05	THAPSDRAFT_25795	IPR037431;IPR047021;IPR013520;IPR012337;IPR036397;		RNA exonuclease 4
B8CG10	THAPSDRAFT_11947	IPR036380;IPR052347;IPR001841;IPR013083;	PF13639;	RING-type domain-containing protein
B8CG12	THAPSDRAFT_11949	IPR007276;	PF04147;	Nucleolar protein 14
B8CG13	THAPSDRAFT_25799	IPR030382;IPR029063;IPR056743;IPR003827;IPR036602;	PF02475;PF02676;	SAM-dependent methyltransferase TRM5/TYW2-type domain-containing protein
B8CG21	THAPSDRAFT_11958	IPR005549;IPR038275;	PF03800;	Kinetochore protein Nuf2 N-terminal domain-containing protein
B8CG26	THAPSDRAFT_11963	IPR004302;IPR002557;IPR036508;IPR011583;IPR029070;IPR017853;IPR001223;IPR050314;	PF01607;PF00704;PF03067;	GH18 domain-containing protein
B8CG36	THAPSDRAFT_25810	IPR025799;IPR055135;IPR029063;	PF22528;	Protein arginine N-methyltransferase domain-containing protein
B8CG41	THAPSDRAFT_11978	IPR001199;IPR036400;IPR036188;IPR014430;	PF00173;PF13450;	Acyl-lipid (7-3)-desaturase (EC 1.14.19.31) (Acyl-lipid 4-desaturase)
B8CG46	THAPSDRAFT_25812	IPR050323;IPR001790;IPR040637;IPR043164;IPR043141;IPR030670;	PF00428;PF00466;PF17777;	60S acidic ribosomal protein P0
B8CG50	THAPSDRAFT_25815	IPR055256;IPR004087;IPR004088;IPR036612;IPR047889;	PF22675;PF00013;	K Homology domain-containing protein
B8CG56	THAPSDRAFT_14638	IPR050235;IPR011009;IPR000719;IPR017441;IPR008271;	PF00069;	Casein kinase I (EC 2.7.11.1)
B8CG57	THAPSDRAFT_11993	IPR000277;IPR054542;IPR015424;IPR015421;IPR015422;	PF01053;	cystathionine gamma-lyase (EC 4.4.1.1) (Gamma-cystathionase)
B8CG60	THAPSDRAFT_11996	IPR017850;IPR002591;IPR037675;IPR039524;	PF01663;	Uncharacterized protein
B8CG63	THAPSDRAFT_43097	IPR011989;IPR016024;IPR032413;IPR000225;IPR002652;IPR036975;IPR024931;	PF00514;PF16186;PF01749;	Importin subunit alpha
B8CG65	THAPSDRAFT_38789	IPR004680;IPR051679;IPR006037;IPR036721;	PF03600;PF02080;	RCK C-terminal domain-containing protein
B8CG67	THAPSDRAFT_25824	IPR037289;IPR015943;IPR036322;IPR001680;	PF00400;	Elongator complex protein 2
B8CG69	THAPSDRAFT_38776	IPR028598;IPR012953;IPR015943;IPR019775;IPR036322;IPR001680;	PF08145;PF00400;	Ribosome biogenesis protein BOP1 homolog
B8CG70	THAPSDRAFT_30747	IPR000374;	PF01148;	Phosphatidate cytidylyltransferase (EC 2.7.7.41)
B8CG74	THAPSDRAFT_12011	IPR033956;IPR016069;IPR002848;IPR016068;IPR036081;	PF01997;	Translin
B8CG83	THAPSDRAFT_264896	IPR003593;IPR011527;IPR036640;IPR003439;IPR017871;IPR050173;IPR044746;IPR027417;	PF00664;PF00005;	ABC transporter
B8CG86	THAPSDRAFT_12022	IPR029003;IPR009072;	PF15630;	Uncharacterized protein
B8CG91	THAPSDRAFT_38800	IPR044831;IPR002016;IPR010255;IPR002207;IPR019794;	PF00141;	Plant heme peroxidase family profile domain-containing protein
B8CG93	THAPSDRAFT_12030	IPR004839;IPR050596;IPR004838;IPR015424;IPR015421;IPR015422;	PF00155;	Aspartate aminotransferase
B8CG98	THAPSDRAFT_12035	IPR010989;IPR038407;IPR007705;	PF05008;	Vesicle transport v-SNARE N-terminal domain-containing protein
B8CG99	Ppx1 THAPSDRAFT_264901	IPR002937;IPR036188;IPR004572;IPR050464;	PF01593;	Protoporphyrinogen oxidase (EC 1.3.3.4)
B8CGA5	THAPSDRAFT_43120	IPR045888;IPR012936;IPR039542;IPR036249;IPR013766;	PF07970;PF13850;PF00085;	Thioredoxin domain-containing protein
B8CGB5	THAPSDRAFT_12050	IPR051107;IPR004776;IPR038770;	PF03547;	Auxin efflux carrier
B8CGB6	THAPSDRAFT_264905	IPR036010;IPR001041;IPR017896;IPR017900;IPR050340;IPR009016;IPR004108;IPR003149;IPR036991;IPR013352;IPR000283;IPR019574;	PF02906;PF02256;PF13510;PF12838;PF10588;	Nadp-reducing hydrogenase (EC 1.12.7.2, EC 1.6.5.3)
B8CGC5	THAPSDRAFT_12061	IPR036866;IPR013471;		Metallo-beta-lactamase domain-containing protein
B8CGC6	THAPSDRAFT_38770	IPR003593;IPR041569;IPR003959;IPR003960;IPR050304;IPR027417;	PF00004;PF17862;	AAA+ ATPase domain-containing protein
B8CGC8	Rpb8 THAPSDRAFT_38815	IPR012340;IPR005570;	PF03870;	DNA-directed RNA polymerases I, II, and III subunit RPABC3
B8CGD0	THAPSDRAFT_12066	IPR000232;IPR036388;IPR036390;	PF00447;	HSF-type DNA-binding domain-containing protein
B8CGD3	FCP_1 THAPSDRAFT_270220	IPR001344;IPR022796;	PF00504;	Uncharacterized protein
B8CGD4	NDK1 THAPSDRAFT_12070	IPR034907;IPR036850;IPR001564;IPR023005;	PF00334;	Nucleoside diphosphate kinase (EC 2.7.4.6)
B8CGE0	THAPSDRAFT_12076	IPR024943;IPR019542;	PF10513;	Enhancer of polycomb-like protein
B8CGE7	THAPSDRAFT_17651	IPR013078;IPR029033;IPR001345;IPR005952;	PF00300;	Phosphoglycerate mutase (EC 5.4.2.11)
B8CGG0	lhcx1 THAPSDRAFT_264921	IPR001344;IPR022796;	PF00504;	Fucoxanthin chlorophyll a/c protein, LI818 clade
B8CGG1	Lhcx6 THAPSDRAFT_12097	IPR001344;IPR022796;	PF00504;	Fucoxanthin chlorophyll a/c protein, LI818 clade
B8CGG2	Lhcx2 THAPSDRAFT_38879	IPR001344;IPR022796;	PF00504;	Fucoxanthin chlorophyll a/c protein, LI818 clade
B8CGG5	THAPSDRAFT_25869	IPR005554;IPR035082;IPR035368;IPR035369;IPR035370;IPR035371;	PF03813;PF17404;PF17405;PF17406;PF17407;	U3 small nucleolar RNA-associated protein 22
B8CGH5	THAPSDRAFT_270136	IPR004636;IPR005814;IPR049704;IPR050103;IPR015424;IPR015421;IPR015422;	PF00202;	acetylornithine transaminase (EC 2.6.1.11)
B8CGH8	THAPSDRAFT_12116	IPR000232;IPR036388;IPR036390;	PF00447;	HSF-type DNA-binding domain-containing protein
B8CGH9	THAPSDRAFT_25879	IPR000380;IPR023406;IPR013497;IPR013824;IPR013826;IPR023405;IPR003602;IPR001876;	PF01131;	Uncharacterized protein
B8CGJ8	THAPSDRAFT_12135	IPR037185;IPR010651;IPR012435;	PF07857;	EamA domain-containing protein
B8CGJ9	THAPSDRAFT_38925	IPR012340;IPR000289;	PF01200;	40S ribosomal protein S28
B8CGK2	THAPSDRAFT_38886	IPR050673;IPR004217;IPR035427;	PF02953;	Mitochondrial import inner membrane translocase subunit
B8CGK4	THAPSDRAFT_20330	IPR050673;IPR004217;IPR035427;	PF02953;	Mitochondrial import inner membrane translocase subunit
B8CGK8	THAPSDRAFT_38890	IPR023395;IPR018108;IPR045900;	PF00153;	Mitochondrial carrier protein
B8CGL0	THAPSDRAFT_25890	IPR000232;IPR036388;IPR036390;	PF00447;	HSF-type DNA-binding domain-containing protein
B8CGL5	THAPSDRAFT_38909	IPR045462;IPR020751;IPR001412;IPR008925;IPR004527;IPR000924;IPR020058;IPR049940;IPR033910;IPR014729;	PF19269;PF00749;	glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase)
B8CGL6	KAS3 THAPSDRAFT_270141	IPR013747;IPR013751;IPR004655;IPR016039;	PF08545;PF08541;	beta-ketoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.180)
B8CGL7	THAPSDRAFT_12152	IPR000794;IPR018201;IPR014031;IPR014030;IPR020841;IPR016039;	PF00109;PF02801;	Nodulation protein E (EC 2.3.1.41) (Host-specificity of nodulation protein B)
B8CGL8	THAPSDRAFT_12153	IPR001471;IPR001202;IPR036020;	PF00397;	Polyglutamine-binding protein 1 (Polyglutamine tract-binding protein 1)
B8CGL9	THAPSDRAFT_25892	IPR017927;IPR001709;IPR015701;IPR039261;IPR035442;IPR001433;IPR017938;	PF00175;	ferredoxin--NADP(+) reductase (EC 1.18.1.2)
B8CGM1	THAPSDRAFT_866	IPR001907;IPR029045;IPR023562;IPR033135;IPR018215;	PF00574;	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92)
B8CGM3	THAPSDRAFT_16184	IPR002067;IPR023395;IPR018108;	PF00153;	Mitochondrial carrier protein
B8CGM8	THAPSDRAFT_12163	IPR055163;IPR003961;IPR036116;IPR013783;IPR015915;	PF12810;PF24681;	receptor protein-tyrosine kinase (EC 2.7.10.1)
B8CGM9	THAPSDRAFT_12164	IPR036034;IPR001202;IPR036020;	PF00397;	Polyglutamine-binding protein 1 (Polyglutamine tract-binding protein 1)
B8CGN4	LASPO THAPSDRAFT_270145	IPR003953;IPR036188;IPR037099;IPR015939;IPR005288;IPR027477;	PF00890;PF02910;	L-aspartate oxidase (EC 1.4.3.16)
B8CGN5	THAPSDRAFT_25901	IPR000683;IPR050984;IPR036291;	PF01408;	D-xylose 1-dehydrogenase (NADP(+), D-xylono-1,5-lactone-forming) (EC 1.1.1.179) (D-xylose-NADP dehydrogenase)
B8CGR5	TPS1 THAPSDRAFT_43160	IPR002305;IPR014729;IPR002306;	PF00579;	tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase)
B8CGR9	THAPSDRAFT_12206	IPR044669;	PF25539;	Transmembrane protein
B8LBG3	THAPSDRAFT_42000	IPR002305;IPR020863;IPR014729;IPR036986;IPR054608;IPR002307;IPR024088;IPR024107;	PF22421;PF00579;	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase)
B8LBG7	THAPSDRAFT_24382	IPR020103;IPR050188;		Pseudouridine synthase RsuA/RluA-like domain-containing protein
B8LBH5	THAPSDRAFT_36684	IPR003593;IPR027417;IPR036225;IPR000897;IPR042101;	PF00448;	Signal recognition particle alpha
B8LBH6	THAPSDRAFT_687	IPR036188;IPR023753;IPR045024;IPR054585;	PF22366;PF07992;	NADH:ubiquinone reductase (non-electrogenic) (EC 1.6.5.9)
B8LBI2	LPD THAPSDRAFT_36716	IPR050151;IPR036188;IPR023753;IPR016156;IPR006258;IPR001100;IPR004099;IPR012999;	PF07992;PF02852;	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)
B8LBI9	THAPSDRAFT_8879	IPR011009;IPR000719;IPR017441;IPR051681;	PF00069;	Protein kinase domain-containing protein
B8LBJ2	THAPSDRAFT_270309	IPR013785;IPR001585;IPR018225;	PF00923;	Transaldolase (EC 2.2.1.2)
B8LBJ4	THAPSDRAFT_36689 THAPSDRAFT_38760	IPR050244;IPR019777;IPR001150;IPR004184;	PF01228;PF02901;	formate C-acetyltransferase (EC 2.3.1.54)
B8LBK8	THAPSDRAFT_36648	IPR050205;IPR011992;IPR002048;IPR011009;IPR000719;	PF13499;PF00069;	Calmodulin
B8LBM5	THAPSDRAFT_36563	IPR000048;IPR036961;IPR001609;IPR027417;	PF00063;	Myosin motor domain-containing protein
B8LBM6	THAPSDRAFT_41952	IPR041095;IPR009022;IPR035647;IPR004161;IPR031157;IPR027417;IPR005225;IPR000795;IPR009000;	PF14492;PF00009;PF03144;	Tr-type G domain-containing protein
B8LBM9	THAPSDRAFT_263755	IPR050339;IPR011009;IPR000719;IPR017441;IPR008271;	PF00069;	Protein kinase domain-containing protein
B8LBN1	THAPSDRAFT_36614	IPR018510;IPR001653;	PF01678;	diaminopimelate epimerase (EC 5.1.1.7)
B8LBN2	THAPSDRAFT_24292	IPR045877;IPR000571;IPR036855;	PF00642;	C3H1-type domain-containing protein
B8LBN3	THAPSDRAFT_36631	IPR029044;IPR039741;IPR002618;	PF01704;	UDP-N-acetylglucosamine diphosphorylase (EC 2.7.7.23)
B8LBN5	THAPSDRAFT_8654	IPR000232;IPR036388;IPR036390;	PF00447;	HSF-type DNA-binding domain-containing protein
B8LBP1	RPN2 THAPSDRAFT_24295	IPR016642;IPR011989;IPR016024;IPR002015;IPR048570;IPR040623;	PF13646;PF01851;PF18004;PF21505;	26S proteasome regulatory subunit Rpn2 26S subunit, non-atpase
B8LBP2	THAPSDRAFT_269556	IPR011545;IPR014001;IPR001650;IPR027417;IPR014014;	PF00270;PF00271;	RNA helicase (EC 3.6.4.13)
B8LBP7	THAPSDRAFT_36673	IPR036188;IPR023753;IPR045024;IPR054585;	PF22366;PF07992;	NADH:ubiquinone reductase (non-electrogenic) (EC 1.6.5.9)
B8LBQ5	THAPSDRAFT_8679	IPR024072;IPR002734;IPR050765;	PF01872;	Bacterial bifunctional deaminase-reductase C-terminal domain-containing protein
B8LBQ6	THAPSDRAFT_8680	IPR020103;IPR006145;IPR050188;	PF00849;	Pseudouridine synthase RsuA/RluA-like domain-containing protein
B8LBT2	THAPSDRAFT_8706	IPR052271;IPR030395;IPR017946;	PF03009;	GP-PDE domain-containing protein
B8LBT4	THAPSDRAFT_36572	IPR000683;IPR050984;IPR055170;IPR036291;	PF01408;PF22725;	D-xylose 1-dehydrogenase (NADP(+), D-xylono-1,5-lactone-forming) (EC 1.1.1.179) (D-xylose-NADP dehydrogenase)
B8LBT8	THAPSDRAFT_263776	IPR033942;IPR000760;	PF00459;	Inositol-1-monophosphatase (EC 3.1.3.25)
B8LBU0	PSB_3 THAPSDRAFT_24318	IPR029055;IPR016295;IPR016050;IPR001353;IPR023333;	PF00227;	Proteasome subunit beta
B8LBV3	THAPSDRAFT_8726	IPR005522;IPR038286;	PF03770;	Kinase (EC 2.7.-.-)
B8LBV7	THAPSDRAFT_36568	IPR001727;IPR049555;	PF01169;	GDT1 family protein
B8LBW0	THAPSDRAFT_8733	IPR018327;IPR004583;IPR018326;IPR036985;	PF10403;PF10404;	Rad4 beta-hairpin domain-containing protein
B8LBW5	THAPSDRAFT_263784	IPR033851;IPR024079;IPR024077;IPR045090;IPR001567;	PF01432;	Peptidase M3A/M3B catalytic domain-containing protein
B8LBW6	THAPSDRAFT_24328	IPR002110;IPR036770;IPR052420;IPR005821;	PF12796;PF00520;	Ion transport domain-containing protein
B8LBW8	ZFP14 THAPSDRAFT_263785	IPR031162;IPR013178;IPR035898;IPR011011;IPR001965;IPR019787;IPR013083;IPR000197;IPR000433;IPR043145;	PF08214;PF00628;PF02135;PF00569;	histone acetyltransferase (EC 2.3.1.48)
B8LBX0	ZFP20 THAPSDRAFT_263786	IPR013178;IPR035898;IPR000197;	PF02135;	histone acetyltransferase (EC 2.3.1.48)
B8LBX2	THAPSDRAFT_263787	IPR050821;IPR000834;	PF00246;	Peptidase M14 domain-containing protein
B8LBX7	THAPSDRAFT_24333	IPR016024;IPR039662;IPR056396;IPR020839;	PF24571;PF21581;	SCD domain-containing protein
B8LBX8	THAPSDRAFT_8748	IPR011989;IPR016024;IPR026971;		Condensin complex subunit 1 C-terminal domain-containing protein
B8LBY0	THAPSDRAFT_8750	IPR034968;IPR049419;	PF21471;	Reelin
B8LBY4	Tpt8 THAPSDRAFT_270206	IPR037185;IPR004853;IPR050186;	PF03151;	Sugar phosphate transporter domain-containing protein
B8LC01	KCT2 THAPSDRAFT_36742	IPR002155;IPR016039;IPR050215;IPR020610;IPR020617;IPR020613;IPR020616;	PF02803;PF00108;	acetyl-CoA C-acyltransferase (EC 2.3.1.16)
B8LC07	THAPSDRAFT_8777	IPR004342;IPR004331;	PF03124;PF03105;	SPX domain-containing protein
B8LC08	PDHB1 THAPSDRAFT_8778	IPR027110;IPR029061;IPR009014;IPR005475;IPR033248;	PF02779;PF02780;	Pyruvate dehydrogenase E1 component subunit beta (EC 1.2.4.1)
B8LC16	THAPSDRAFT_24350	IPR049560;IPR001678;IPR023267;IPR029063;	PF01189;	SAM-dependent MTase RsmB/NOP-type domain-containing protein
B8LC23	THAPSDRAFT_24355	IPR004808;IPR036691;IPR005135;	PF03372;	Endonuclease/exonuclease/phosphatase domain-containing protein
B8LC31	THAPSDRAFT_24358	IPR050870;IPR013584;IPR058917;	PF08373;PF26188;	RAP domain-containing protein
B8LC34	THAPSDRAFT_36640	IPR014001;IPR050520;IPR027417;IPR038718;IPR000330;	PF00176;	Helicase ATP-binding domain-containing protein
B8LC46	THAPSDRAFT_24364	IPR004147;IPR044095;IPR052402;IPR011009;IPR000719;	PF03109;	Protein kinase domain-containing protein
B8LC49	THAPSDRAFT_24367	IPR026170;IPR029063;		DOT1 domain-containing protein
B8LC51	THAPSDRAFT_8820	IPR001054;IPR050401;IPR003018;IPR029016;IPR029787;	PF01590;PF00211;	Guanylate cyclase domain-containing protein
B8LC52	THAPSDRAFT_8821	IPR001054;IPR050401;IPR003018;IPR029016;IPR029787;	PF01590;PF00211;	Guanylate cyclase domain-containing protein
B8LC54	THAPSDRAFT_270302	IPR001672;IPR046348;	PF00342;	Glucose-6-phosphate isomerase
B8LC57	THAPSDRAFT_24369	IPR012677;IPR035979;IPR000504;IPR000571;IPR036855;	PF00076;PF00642;PF14608;	Uncharacterized protein
B8LC61	rfC_1 THAPSDRAFT_8830	IPR003593;IPR003959;IPR008921;IPR050238;IPR027417;IPR013748;IPR047854;	PF00004;PF08542;	Replication factor C subunit 2
B8LC62	THAPSDRAFT_8831	IPR013657;	PF08449;	Sugar phosphate transporter domain-containing protein
B8LC66	THAPSDRAFT_8835	IPR026170;IPR029063;		Methyltransferase domain-containing protein
B8LC73	THAPSDRAFT_8841	IPR005123;IPR045054;IPR006620;IPR044862;IPR003582;	PF13640;PF01549;	Fe2OG dioxygenase domain-containing protein
B8LC77	THAPSDRAFT_24375	IPR005123;IPR045054;IPR006620;IPR044862;IPR003582;	PF13640;PF01549;	Procollagen-proline 4-dioxygenase
B8LC79	THAPSDRAFT_24377	IPR005123;IPR045054;IPR006620;IPR044862;IPR003582;IPR013087;	PF13640;PF01549;	Procollagen-proline 4-dioxygenase
B8LC90	DLDH2 THAPSDRAFT_24399	IPR050151;IPR036188;IPR023753;IPR016156;IPR001100;IPR004099;IPR012999;	PF07992;PF02852;	Dihydrolipoyl dehydrogenase
B8LC93	SUOX THAPSDRAFT_263844	IPR001199;IPR036400;IPR018506;IPR014756;IPR005066;IPR008335;IPR000572;IPR036374;	PF00173;PF03404;PF00174;	Cytochrome b5 heme-binding domain-containing protein
B8LCA1	THAPSDRAFT_269590	IPR007828;	PF05153;	Inositol oxygenase (EC 1.13.99.1) (Myo-inositol oxygenase)
B8LCA2	THAPSDRAFT_36753	IPR027640;IPR019821;IPR001752;IPR036961;IPR027417;	PF00225;	Kinesin-like protein
B8LCA5	THAPSDRAFT_24404	IPR045103;IPR018957;IPR001841;IPR013083;IPR017907;	PF00097;	RING-type E3 ubiquitin transferase (EC 2.3.2.27)
B8LCA7	THAPSDRAFT_263848	IPR000644;IPR046342;IPR051280;IPR014743;IPR001807;	PF00571;PF00654;	Chloride channel protein
