gene_id	protein_id
Sro221_g091050	CAB9505184.1
Sro221_g091060	CAB9505185.1
Sro221_g091070	CAB9505186.1
Sro221_g091080	CAB9505187.1
Sro221_g091090	CAB9505188.1
Sro221_g091100	CAB9505189.1
Sro221_g091110	CAB9505190.1
Sro222_g091120	CAB9505191.1
Sro222_g091130	CAB9505192.1
Sro222_g091140	CAB9505193.1
Sro222_g091150	CAB9505194.1
Sro222_g091160	CAB9505195.1
Sro222_g091170	CAB9505196.1
Sro222_g091180	CAB9505197.1
Sro222_g091190	CAB9505198.1
Sro222_g091200	CAB9505199.1
Sro222_g091210	CAB9505200.1
Sro222_g091220	CAB9505201.1
Sro222_g091230	CAB9505202.1
Sro222_g091240	CAB9505203.1
Sro222_g091250	CAB9505204.1
Sro222_g091260	CAB9505205.1
Sro223_g091270	CAB9505206.1
Sro223_g091280	CAB9505207.1
Sro223_g091290	CAB9505208.1
Sro223_g091300	CAB9505209.1
Sro223_g091310	CAB9505210.1
Sro223_g091320	CAB9505211.1
Sro223_g091330	CAB9505212.1
Sro223_g091340	CAB9505213.1
Sro223_g091350	CAB9505214.1
Sro223_g091360	CAB9505215.1
Sro223_g091370	CAB9505216.1
Sro223_g091380	CAB9505217.1
Sro223_g091390	CAB9505218.1
Sro223_g091400	CAB9505219.1
Sro223_g091410	CAB9505220.1
Sro223_g091420	CAB9505221.1
Sro223_g091430	CAB9505222.1
Sro223_g091440	CAB9505223.1
Sro223_g091450	CAB9505224.1
Sro223_g091460	CAB9505225.1
Sro223_g091470	CAB9505226.1
Sro223_g091480	CAB9505227.1
Sro223_g091490	CAB9505228.1
Sro224_g091500	CAB9505229.1
Sro224_g091510	CAB9505230.1
Sro224_g091520	CAB9505231.1
Sro224_g091530	CAB9505232.1
Sro224_g091540	CAB9505233.1
Sro224_g091550	CAB9505234.1
Sro224_g091560	CAB9505235.1
Sro224_g091570	CAB9505236.1
Sro224_g091580	CAB9505237.1
Sro224_g091590	CAB9505238.1
Sro224_g091600	CAB9505239.1
Sro224_g091610	CAB9505240.1
Sro224_g091620	CAB9505241.1
Sro224_g091630	CAB9505242.1
Sro224_g091640	CAB9505243.1
Sro224_g091650	CAB9505244.1
Sro224_g091660	CAB9505245.1
Sro224_g091670	CAB9505246.1
Sro224_g091680	CAB9505247.1
Sro224_g091690	CAB9505248.1
Sro225_g091700	CAB9505249.1
Sro225_g091710	CAB9505250.1
Sro225_g091720	CAB9505251.1
Sro225_g091730	CAB9505252.1
Sro225_g091731	CAB9505253.1
Sro225_g091740	CAB9505254.1
Sro225_g091750	CAB9505255.1
Sro225_g091760	CAB9505256.1
Sro225_g091770	CAB9505257.1
Sro225_g091780	CAB9505258.1
Sro225_g091790	CAB9505259.1
Sro225_g091800	CAB9505260.1
Sro225_g091810	CAB9505261.1
Sro225_g091820	CAB9505262.1
Sro225_g091830	CAB9505263.1
Sro225_g091840	CAB9505264.1
Sro225_g091850	CAB9505265.1
Sro225_g091860	CAB9505266.1
Sro225_g091870	CAB9505267.1
Sro225_g091880	CAB9505268.1
Sro225_g091890	CAB9505269.1
Sro225_g091900	CAB9505270.1
Sro225_g091910	CAB9505271.1
Sro225_g091920	CAB9505272.1
Sro226_g091930	CAB9505273.1
Sro226_g091931	CAB9505274.1
Sro226_g091932	CAB9505275.1
Sro226_g091940	CAB9505276.1
Sro226_g091950	CAB9505277.1
Sro226_g091951	CAB9505278.1
Sro226_g091960	CAB9505279.1
Sro226_g091970	CAB9505280.1
Sro226_g091980	CAB9505281.1
Sro226_g091990	CAB9505282.1
Sro226_g092000	CAB9505283.1
Sro226_g092010	CAB9505284.1
Sro226_g092020	CAB9505285.1
Sro226_g092030	CAB9505286.1
Sro226_g092040	CAB9505287.1
Sro226_g092050	CAB9505288.1
Sro226_g092060	CAB9505289.1
Sro226_g092070	CAB9505290.1
Sro226_g092080	CAB9505291.1
Sro226_g092090	CAB9505292.1
Sro226_g092100	CAB9505293.1
Sro226_g092110	CAB9505294.1
Sro226_g092120	CAB9505295.1
Sro226_g092130	CAB9505297.1
Sro226_g092131	CAB9505296.1
Sro227_g092140	CAB9505298.1
Sro227_g092150	CAB9505299.1
Sro227_g092160	CAB9505300.1
Sro227_g092170	CAB9505301.1
Sro227_g092180	CAB9505302.1
Sro227_g092190	CAB9505303.1
Sro227_g092200	CAB9505304.1
Sro227_g092210	CAB9505305.1
Sro227_g092220	CAB9505306.1
Sro227_g092230	CAB9505307.1
Sro227_g092240	CAB9505308.1
Sro227_g092250	CAB9505309.1
Sro227_g092260	CAB9505310.1
Sro227_g092270	CAB9505311.1
Sro227_g092280	CAB9505312.1
Sro227_g092290	CAB9505313.1
Sro227_g092310	CAB9505314.1
Sro227_g092320	CAB9505315.1
Sro227_g092330	CAB9505316.1
Sro227_g092340	CAB9505317.1
Sro227_g092350	CAB9505318.1
Sro227_g092360	CAB9505319.1
Sro227_g092370	CAB9505320.1
Sro227_g092380	CAB9505321.1
Sro227_g092390	CAB9505322.1
Sro227_g092400	CAB9505323.1
Sro227_g092410	CAB9505324.1
Sro227_g092420	CAB9505325.1
Sro227_g092430	CAB9505326.1
Sro227_g092440	CAB9505327.1
Sro227_g092450	CAB9505328.1
Sro227_g092460	CAB9505329.1
Sro227_g092470	CAB9505330.1
Sro227_g092480	CAB9505331.1
Sro228_g092490	CAB9505332.1
Sro228_g092500	CAB9505333.1
Sro228_g092510	CAB9505334.1
Sro228_g092520	CAB9505335.1
Sro228_g092530	CAB9505336.1
Sro228_g092540	CAB9505337.1
Sro228_g092560	CAB9505338.1
Sro228_g092570	CAB9505339.1
Sro228_g092580	CAB9505340.1
Sro228_g092590	CAB9505341.1
Sro228_g092600	CAB9505342.1
Sro228_g092610	CAB9505343.1
Sro228_g092620	CAB9505344.1
Sro228_g092630	CAB9505345.1
Sro228_g092640	CAB9505346.1
Sro228_g092650	CAB9505347.1
Sro228_g092660	CAB9505348.1
Sro228_g092670	CAB9505349.1
Sro228_g092680	CAB9505350.1
Sro228_g092690	CAB9505351.1
Sro228_g092700	CAB9505352.1
Sro228_g092710	CAB9505353.1
Sro228_g092720	CAB9505354.1
Sro228_g092721	CAB9505355.1
Sro228_g092730	CAB9505356.1
Sro228_g092740	CAB9505357.1
Sro228_g092750	CAB9505358.1
Sro228_g092760	CAB9505359.1
Sro228_g092770	CAB9505360.1
Sro228_g092780	CAB9505361.1
Sro228_g092790	CAB9505362.1
Sro228_g092800	CAB9505363.1
Sro228_g092810	CAB9505364.1
Sro228_g092820	CAB9505365.1
Sro228_g092830	CAB9505366.1
Sro228_g092840	CAB9505367.1
Sro228_g092841	CAB9505368.1
Sro229_g092850	CAB9505369.1
Sro229_g092860	CAB9505370.1
Sro229_g092870	CAB9505371.1
Sro229_g092880	CAB9505372.1
Sro229_g092890	CAB9505373.1
Sro229_g092900	CAB9505374.1
Sro229_g092910	CAB9505375.1
Sro229_g092920	CAB9505376.1
Sro229_g092930	CAB9505377.1
Sro229_g092940	CAB9505378.1
Sro229_g092950	CAB9505379.1
Sro229_g092960	CAB9505380.1
Sro229_g092970	CAB9505381.1
Sro229_g092980	CAB9505382.1
Sro229_g092990	CAB9505383.1
Sro229_g093000	CAB9505384.1
Sro229_g093010	CAB9505385.1
Sro229_g093020	CAB9505386.1
Sro229_g093030	CAB9505387.1
Sro229_g093040	CAB9505388.1
Sro229_g093050	CAB9505389.1
Sro229_g093060	CAB9505390.1
Sro229_g093070	CAB9505391.1
Sro229_g093080	CAB9505392.1
Sro229_g093090	CAB9505393.1
Sro229_g093100	CAB9505394.1
Sro229_g093110	CAB9505395.1
Sro229_g093120	CAB9505396.1
Sro229_g093130	CAB9505397.1
Sro229_g093140	CAB9505398.1
Sro229_g093150	CAB9505399.1
Sro229_g093160	CAB9505400.1
Sro229_g093170	CAB9505401.1
Sro229_g093180	CAB9505402.1
Sro229_g093190	CAB9505403.1
Sro22_g015070	CAB9497562.1
Sro22_g015080	CAB9497563.1
Sro22_g015090	CAB9497564.1
Sro22_g015100	CAB9497565.1
Sro22_g015110	CAB9497566.1
Sro22_g015120	CAB9497567.1
Sro22_g015130	CAB9497568.1
Sro22_g015140	CAB9497569.1
Sro22_g015150	CAB9497570.1
Sro22_g015160	CAB9497571.1
Sro22_g015170	CAB9497572.1
Sro22_g015180	CAB9497573.1
Sro22_g015190	CAB9497574.1
Sro22_g015200	CAB9497575.1
Sro22_g015210	CAB9497576.1
Sro22_g015220	CAB9497577.1
Sro22_g015221	CAB9497579.1
Sro22_g015230	CAB9497578.1
Sro22_g015240	CAB9497580.1
Sro22_g015250	CAB9497581.1
Sro22_g015260	CAB9497582.1
Sro22_g015270	CAB9497583.1
Sro22_g015280	CAB9497584.1
Sro22_g015290	CAB9497585.1
Sro22_g015300	CAB9497586.1
Sro22_g015310	CAB9497587.1
Sro22_g015320	CAB9497588.1
Sro22_g015330	CAB9497589.1
Sro22_g015340	CAB9497590.1
Sro22_g015350	CAB9497591.1
Sro22_g015360	CAB9497592.1
Sro22_g015370	CAB9497593.1
Sro22_g015380	CAB9497594.1
Sro22_g015390	CAB9497595.1
Sro22_g015400	CAB9497596.1
Sro22_g015410	CAB9497597.1
Sro22_g015420	CAB9497598.1
Sro22_g015430	CAB9497599.1
Sro22_g015440	CAB9497600.1
Sro22_g015450	CAB9497601.1
Sro22_g015460	CAB9497602.1
Sro22_g015470	CAB9497603.1
Sro22_g015480	CAB9497604.1
Sro22_g015490	CAB9497605.1
Sro22_g015500	CAB9497606.1
Sro22_g015510	CAB9497607.1
Sro22_g015520	CAB9497608.1
Sro22_g015530	CAB9497609.1
Sro22_g015540	CAB9497610.1
Sro230_g093200	CAB9505404.1
Sro230_g093210	CAB9505405.1
Sro230_g093220	CAB9505406.1
Sro230_g093230	CAB9505407.1
Sro230_g093250	CAB9505408.1
Sro230_g093260	CAB9505409.1
Sro230_g093270	CAB9505410.1
Sro230_g093280	CAB9505411.1
Sro230_g093290	CAB9505412.1
Sro230_g093300	CAB9505413.1
Sro230_g093310	CAB9505414.1
Sro230_g093320	CAB9505415.1
Sro230_g093330	CAB9505416.1
Sro230_g093340	CAB9505417.1
Sro230_g093350	CAB9505418.1
Sro230_g093360	CAB9505419.1
Sro230_g093370	CAB9505420.1
Sro230_g093380	CAB9505421.1
Sro230_g093390	CAB9505422.1
Sro230_g093400	CAB9505423.1
Sro230_g093410	CAB9505424.1
Sro230_g093420	CAB9505425.1
Sro230_g093430	CAB9505426.1
Sro230_g093440	CAB9505427.1
Sro230_g093450	CAB9505428.1
Sro230_g093460	CAB9505429.1
Sro230_g093470	CAB9505430.1
Sro230_g093480	CAB9505431.1
Sro230_g093490	CAB9505432.1
Sro231_g093500	CAB9505433.1
Sro231_g093510	CAB9505434.1
Sro231_g093520	CAB9505435.1
Sro231_g093530	CAB9505436.1
Sro231_g093540	CAB9505437.1
Sro231_g093550	CAB9505438.1
Sro231_g093560	CAB9505439.1
Sro231_g093570	CAB9505440.1
Sro231_g093580	CAB9505441.1
Sro231_g093590	CAB9505442.1
Sro231_g093600	CAB9505443.1
Sro231_g093610	CAB9505444.1
Sro231_g093620	CAB9505445.1
Sro231_g093630	CAB9505446.1
Sro231_g093640	CAB9505447.1
Sro231_g093650	CAB9505448.1
Sro231_g093670	CAB9505449.1
Sro231_g093690	CAB9505450.1
Sro231_g093700	CAB9505451.1
Sro231_g093710	CAB9505452.1
Sro231_g093720	CAB9505453.1
Sro231_g093730	CAB9505454.1
Sro231_g093740	CAB9505455.1
Sro231_g093750	CAB9505456.1
Sro232_g093760	CAB9505457.1
Sro232_g093770	CAB9505458.1
Sro232_g093780	CAB9505459.1
Sro232_g093790	CAB9505460.1
Sro232_g093800	CAB9505461.1
Sro232_g093810	CAB9505462.1
Sro232_g093820	CAB9505463.1
Sro232_g093830	CAB9505464.1
Sro232_g093840	CAB9505465.1
Sro232_g093850	CAB9505466.1
Sro232_g093860	CAB9505467.1
Sro232_g093861	CAB9505468.1
Sro232_g093870	CAB9505469.1
Sro232_g093880	CAB9505470.1
Sro232_g093890	CAB9505471.1
Sro232_g093900	CAB9505472.1
Sro232_g093910	CAB9505473.1
Sro232_g093920	CAB9505474.1
Sro232_g093930	CAB9505475.1
Sro232_g093940	CAB9505476.1
Sro232_g093950	CAB9505477.1
Sro232_g093960	CAB9505478.1
Sro232_g093970	CAB9505479.1
Sro232_g093980	CAB9505480.1
Sro232_g093990	CAB9505481.1
Sro232_g094000	CAB9505482.1
Sro232_g094010	CAB9505483.1
Sro232_g094020	CAB9505484.1
Sro232_g094030	CAB9505485.1
Sro232_g094040	CAB9505486.1
Sro232_g094050	CAB9505487.1
Sro232_g094060	CAB9505488.1
Sro232_g094070	CAB9505489.1
Sro232_g094080	CAB9505490.1
Sro233_g094090	CAB9505491.1
Sro233_g094100	CAB9505492.1
Sro233_g094110	CAB9505493.1
Sro233_g094120	CAB9505494.1
Sro233_g094130	CAB9505495.1
Sro233_g094140	CAB9505496.1
Sro233_g094150	CAB9505497.1
Sro233_g094160	CAB9505498.1
Sro233_g094170	CAB9505499.1
Sro233_g094180	CAB9505500.1
Sro233_g094190	CAB9505501.1
Sro233_g094200	CAB9505502.1
Sro233_g094210	CAB9505503.1
Sro233_g094220	CAB9505504.1
Sro233_g094230	CAB9505505.1
Sro233_g094240	CAB9505506.1
Sro233_g094250	CAB9505507.1
Sro233_g094260	CAB9505508.1
Sro233_g094270	CAB9505509.1
Sro233_g094290	CAB9505510.1
Sro234_g094300	CAB9505511.1
Sro234_g094310	CAB9505512.1
Sro234_g094320	CAB9505513.1
Sro234_g094330	CAB9505514.1
Sro234_g094340	CAB9505515.1
Sro234_g094350	CAB9505516.1
Sro234_g094360	CAB9505517.1
Sro234_g094370	CAB9505518.1
Sro234_g094380	CAB9505519.1
Sro234_g094390	CAB9505520.1
Sro234_g094400	CAB9505521.1
Sro234_g094410	CAB9505522.1
Sro234_g094420	CAB9505523.1
Sro234_g094430	CAB9505524.1
Sro234_g094440	CAB9505525.1
Sro234_g094450	CAB9505526.1
Sro234_g094460	CAB9505527.1
Sro234_g094470	CAB9505528.1
Sro234_g094480	CAB9505529.1
Sro234_g094490	CAB9505530.1
Sro234_g094500	CAB9505531.1
Sro234_g094510	CAB9505532.1
Sro234_g094520	CAB9505533.1
Sro234_g094530	CAB9505534.1
Sro234_g094540	CAB9505535.1
Sro234_g094550	CAB9505536.1
Sro234_g094560	CAB9505537.1
Sro234_g094570	CAB9505538.1
Sro234_g094580	CAB9505539.1
Sro235_g094590	CAB9505540.1
Sro235_g094600	CAB9505541.1
Sro235_g094610	CAB9505542.1
Sro235_g094620	CAB9505543.1
Sro235_g094630	CAB9505544.1
Sro235_g094640	CAB9505545.1
Sro235_g094650	CAB9505546.1
Sro235_g094660	CAB9505547.1
Sro235_g094670	CAB9505548.1
Sro235_g094680	CAB9505549.1
Sro235_g094690	CAB9505550.1
Sro235_g094691	CAB9505551.1
Sro235_g094700	CAB9505552.1
Sro235_g094710	CAB9505553.1
Sro235_g094720	CAB9505554.1
Sro235_g094730	CAB9505555.1
Sro235_g094740	CAB9505556.1
Sro235_g094750	CAB9505557.1
Sro235_g094760	CAB9505558.1
Sro235_g094770	CAB9505559.1
Sro235_g094780	CAB9505560.1
Sro235_g094790	CAB9505561.1
Sro235_g094800	CAB9505562.1
Sro235_g094810	CAB9505563.1
Sro235_g094820	CAB9505564.1
Sro235_g094830	CAB9505565.1
Sro235_g094840	CAB9505566.1
Sro235_g094850	CAB9505567.1
Sro236_g094860	CAB9505568.1
Sro236_g094870	CAB9505569.1
Sro236_g094880	CAB9505570.1
Sro236_g094890	CAB9505571.1
Sro236_g094900	CAB9505573.1
Sro236_g094901	CAB9505572.1
Sro236_g094910	CAB9505574.1
Sro236_g094920	CAB9505575.1
Sro236_g094930	CAB9505576.1
Sro236_g094940	CAB9505577.1
Sro236_g094950	CAB9505578.1
Sro236_g094960	CAB9505579.1
Sro236_g094970	CAB9505580.1
Sro236_g094980	CAB9505581.1
Sro236_g094990	CAB9505582.1
Sro236_g095000	CAB9505583.1
Sro236_g095010	CAB9505584.1
Sro236_g095020	CAB9505585.1
Sro236_g095030	CAB9505586.1
Sro236_g095040	CAB9505587.1
Sro236_g095050	CAB9505588.1
Sro236_g095060	CAB9505589.1
Sro236_g095070	CAB9505590.1
Sro236_g095080	CAB9505591.1
Sro236_g095090	CAB9505592.1
Sro236_g095100	CAB9505593.1
Sro236_g095110	CAB9505594.1
Sro236_g095120	CAB9505595.1
Sro236_g095130	CAB9505596.1
Sro236_g095140	CAB9505597.1
Sro236_g095150	CAB9505598.1
Sro237_g095160	CAB9505599.1
Sro237_g095170	CAB9505600.1
Sro237_g095180	CAB9505601.1
Sro237_g095190	CAB9505602.1
Sro237_g095200	CAB9505603.1
Sro237_g095210	CAB9505604.1
Sro237_g095220	CAB9505605.1
Sro237_g095230	CAB9505606.1
Sro237_g095240	CAB9505607.1
Sro237_g095250	CAB9505608.1
Sro237_g095260	CAB9505609.1
Sro237_g095270	CAB9505610.1
Sro237_g095280	CAB9505611.1
Sro237_g095290	CAB9505612.1
Sro237_g095300	CAB9505613.1
Sro237_g095310	CAB9505614.1
Sro237_g095311	CAB9505615.1
Sro237_g095320	CAB9505616.1
Sro237_g095330	CAB9505617.1
Sro237_g095340	CAB9505618.1
Sro237_g095350	CAB9505619.1
Sro237_g095360	CAB9505620.1
Sro237_g095370	CAB9505621.1
Sro237_g095380	CAB9505622.1
Sro237_g095390	CAB9505623.1
Sro237_g095400	CAB9505624.1
Sro237_g095410	CAB9505625.1
Sro238_g095420	CAB9505626.1
Sro238_g095430	CAB9505627.1
Sro238_g095440	CAB9505628.1
Sro238_g095450	CAB9505629.1
Sro238_g095460	CAB9505630.1
Sro238_g095470	CAB9505631.1
Sro238_g095480	CAB9505632.1
Sro238_g095490	CAB9505633.1
Sro238_g095500	CAB9505634.1
Sro238_g095510	CAB9505635.1
Sro238_g095520	CAB9505636.1
Sro238_g095530	CAB9505637.1
Sro238_g095540	CAB9505638.1
Sro238_g095550	CAB9505639.1
Sro238_g095560	CAB9505640.1
Sro238_g095570	CAB9505641.1
Sro238_g095571	CAB9505642.1
Sro238_g095580	CAB9505643.1
Sro238_g095590	CAB9505644.1
Sro238_g095600	CAB9505645.1
Sro238_g095610	CAB9505646.1
Sro238_g095620	CAB9505647.1
Sro238_g095630	CAB9505648.1
Sro238_g095640	CAB9505649.1
Sro238_g095650	CAB9505650.1
Sro238_g095660	CAB9505651.1
Sro238_g095670	CAB9505652.1
Sro238_g095680	CAB9505653.1
Sro238_g095690	CAB9505654.1
Sro238_g095700	CAB9505655.1
Sro238_g095710	CAB9505656.1
Sro238_g095720	CAB9505657.1
Sro239_g095730	CAB9505658.1
Sro239_g095740	CAB9505659.1
Sro239_g095750	CAB9505660.1
Sro239_g095760	CAB9505661.1
Sro239_g095770	CAB9505662.1
Sro239_g095780	CAB9505663.1
Sro239_g095790	CAB9505664.1
Sro239_g095800	CAB9505665.1
Sro239_g095810	CAB9505666.1
Sro239_g095820	CAB9505667.1
Sro239_g095821	CAB9505668.1
Sro239_g095830	CAB9505669.1
Sro239_g095840	CAB9505670.1
Sro239_g095850	CAB9505671.1
Sro239_g095860	CAB9505672.1
Sro239_g095870	CAB9505673.1
Sro239_g095880	CAB9505674.1
Sro239_g095890	CAB9505675.1
Sro239_g095900	CAB9505676.1
Sro239_g095910	CAB9505677.1
Sro239_g095920	CAB9505678.1
Sro239_g095930	CAB9505679.1
Sro239_g095940	CAB9505680.1
Sro239_g095950	CAB9505681.1
Sro239_g095960	CAB9505682.1
Sro239_g095970	CAB9505683.1
Sro239_g095980	CAB9505684.1
Sro239_g095990	CAB9505685.1
Sro239_g096000	CAB9505686.1
Sro239_g096010	CAB9505687.1
Sro239_g096020	CAB9505688.1
Sro239_g096030	CAB9505689.1
Sro239_g096040	CAB9505690.1
Sro23_g015550	CAB9497611.1
Sro23_g015560	CAB9497612.1
Sro23_g015570	CAB9497613.1
Sro23_g015580	CAB9497614.1
Sro23_g015590	CAB9497615.1
Sro23_g015600	CAB9497616.1
Sro23_g015610	CAB9497617.1
Sro23_g015620	CAB9497618.1
Sro23_g015630	CAB9497619.1
Sro23_g015640	CAB9497620.1
Sro23_g015650	CAB9497621.1
Sro23_g015660	CAB9497622.1
Sro23_g015670	CAB9497623.1
Sro23_g015680	CAB9497624.1
Sro23_g015690	CAB9497625.1
Sro23_g015700	CAB9497626.1
Sro23_g015710	CAB9497627.1
Sro23_g015720	CAB9497628.1
Sro23_g015730	CAB9497629.1
Sro23_g015740	CAB9497630.1
Sro23_g015750	CAB9497631.1
Sro23_g015760	CAB9497632.1
Sro23_g015770	CAB9497633.1
Sro23_g015780	CAB9497634.1
Sro23_g015790	CAB9497635.1
Sro23_g015800	CAB9497636.1
Sro23_g015810	CAB9497637.1
Sro23_g015820	CAB9497638.1
Sro23_g015830	CAB9497639.1
Sro23_g015840	CAB9497640.1
Sro23_g015850	CAB9497641.1
Sro23_g015860	CAB9497642.1
Sro23_g015870	CAB9497643.1
Sro23_g015880	CAB9497644.1
Sro23_g015890	CAB9497645.1
Sro23_g015900	CAB9497646.1
Sro23_g015910	CAB9497647.1
Sro23_g015920	CAB9497648.1
Sro23_g015930	CAB9497649.1
Sro23_g015940	CAB9497650.1
Sro23_g015950	CAB9497651.1
Sro23_g015960	CAB9497652.1
Sro23_g015970	CAB9497653.1
Sro23_g015980	CAB9497654.1
Sro23_g015990	CAB9497655.1
Sro23_g016000	CAB9497656.1
Sro23_g016010	CAB9497657.1
Sro23_g016020	CAB9497658.1
Sro23_g016030	CAB9497659.1
Sro23_g016040	CAB9497660.1
Sro23_g016050	CAB9497661.1
Sro23_g016060	CAB9497662.1
Sro23_g016070	CAB9497663.1
Sro23_g016080	CAB9497664.1
Sro23_g016090	CAB9497665.1
Sro23_g016100	CAB9497666.1
Sro23_g016110	CAB9497667.1
Sro23_g016120	CAB9497668.1
Sro23_g016130	CAB9497669.1
Sro23_g016140	CAB9497670.1
Sro23_g016150	CAB9497671.1
Sro23_g016160	CAB9497672.1
Sro23_g016170	CAB9497673.1
Sro23_g016180	CAB9497674.1
Sro23_g016190	CAB9497675.1
Sro240_g096050	CAB9505691.1
Sro240_g096060	CAB9505692.1
Sro240_g096070	CAB9505693.1
Sro240_g096080	CAB9505694.1
Sro240_g096090	CAB9505695.1
Sro240_g096100	CAB9505696.1
Sro240_g096101	CAB9505697.1
Sro240_g096110	CAB9505698.1
Sro240_g096120	CAB9505699.1
Sro240_g096130	CAB9505700.1
Sro240_g096140	CAB9505701.1
Sro240_g096150	CAB9505702.1
Sro240_g096160	CAB9505703.1
Sro240_g096170	CAB9505704.1
Sro240_g096180	CAB9505705.1
Sro240_g096190	CAB9505706.1
Sro240_g096200	CAB9505707.1
Sro240_g096210	CAB9505708.1
Sro240_g096220	CAB9505709.1
Sro241_g096230	CAB9505710.1
Sro241_g096240	CAB9505711.1
Sro241_g096250	CAB9505712.1
Sro241_g096260	CAB9505713.1
Sro241_g096270	CAB9505714.1
Sro241_g096280	CAB9505715.1
Sro241_g096290	CAB9505716.1
Sro241_g096300	CAB9505717.1
Sro241_g096310	CAB9505718.1
Sro241_g096320	CAB9505719.1
Sro241_g096330	CAB9505720.1
Sro241_g096340	CAB9505721.1
Sro241_g096350	CAB9505722.1
Sro241_g096360	CAB9505723.1
Sro241_g096370	CAB9505724.1
Sro241_g096380	CAB9505725.1
Sro241_g096390	CAB9505726.1
Sro241_g096400	CAB9505727.1
Sro241_g096410	CAB9505728.1
Sro241_g096420	CAB9505729.1
Sro241_g096430	CAB9505730.1
Sro241_g096440	CAB9505731.1
Sro241_g096450	CAB9505732.1
Sro241_g096460	CAB9505733.1
Sro241_g096470	CAB9505734.1
Sro241_g096480	CAB9505735.1
Sro241_g096490	CAB9505736.1
Sro241_g096500	CAB9505737.1
Sro241_g096510	CAB9505738.1
Sro242_g096520	CAB9505739.1
Sro242_g096530	CAB9505740.1
Sro242_g096540	CAB9505741.1
Sro242_g096550	CAB9505742.1
Sro242_g096560	CAB9505743.1
Sro242_g096570	CAB9505744.1
Sro242_g096580	CAB9505745.1
Sro242_g096590	CAB9505746.1
Sro242_g096600	CAB9505747.1
Sro242_g096610	CAB9505748.1
Sro242_g096620	CAB9505749.1
Sro242_g096630	CAB9505750.1
Sro242_g096640	CAB9505751.1
Sro242_g096650	CAB9505752.1
Sro242_g096660	CAB9505753.1
Sro242_g096670	CAB9505754.1
Sro242_g096671	CAB9505755.1
Sro242_g096680	CAB9505756.1
Sro242_g096690	CAB9505757.1
Sro242_g096700	CAB9505758.1
Sro242_g096710	CAB9505759.1
Sro242_g096720	CAB9505760.1
Sro242_g096721	CAB9505761.1
Sro243_g096730	CAB9505762.1
Sro243_g096740	CAB9505763.1
Sro243_g096750	CAB9505764.1
Sro243_g096760	CAB9505765.1
Sro243_g096770	CAB9505766.1
Sro243_g096780	CAB9505767.1
Sro243_g096790	CAB9505768.1
Sro243_g096800	CAB9505769.1
Sro243_g096810	CAB9505770.1
Sro243_g096820	CAB9505771.1
Sro243_g096830	CAB9505772.1
Sro243_g096840	CAB9505773.1
Sro243_g096850	CAB9505774.1
Sro243_g096860	CAB9505775.1
Sro243_g096870	CAB9505776.1
Sro243_g096880	CAB9505777.1
Sro243_g096890	CAB9505778.1
Sro243_g096900	CAB9505779.1
Sro243_g096910	CAB9505780.1
Sro243_g096920	CAB9505781.1
Sro243_g096930	CAB9505782.1
Sro243_g096940	CAB9505783.1
Sro243_g096950	CAB9505784.1
Sro243_g096960	CAB9505785.1
Sro243_g096970	CAB9505786.1
Sro243_g096980	CAB9505787.1
Sro243_g096990	CAB9505788.1
Sro243_g097000	CAB9505789.1
Sro243_g097010	CAB9505790.1
Sro243_g097020	CAB9505791.1
Sro243_g097030	CAB9505792.1
Sro244_g097040	CAB9505793.1
Sro244_g097050	CAB9505794.1
Sro244_g097060	CAB9505795.1
Sro244_g097070	CAB9505796.1
Sro244_g097080	CAB9505797.1
Sro244_g097090	CAB9505798.1
Sro244_g097100	CAB9505799.1
Sro244_g097110	CAB9505800.1
Sro244_g097120	CAB9505801.1
Sro244_g097130	CAB9505802.1
Sro244_g097140	CAB9505803.1
Sro244_g097150	CAB9505804.1
Sro244_g097160	CAB9505805.1
Sro244_g097170	CAB9505806.1
Sro244_g097180	CAB9505807.1
Sro244_g097190	CAB9505808.1
Sro244_g097200	CAB9505809.1
Sro244_g097210	CAB9505810.1
Sro244_g097220	CAB9505811.1
Sro244_g097230	CAB9505812.1
Sro244_g097240	CAB9505813.1
Sro244_g097250	CAB9505814.1
Sro244_g097260	CAB9505815.1
Sro244_g097270	CAB9505816.1
Sro244_g097280	CAB9505817.1
Sro244_g097290	CAB9505818.1
Sro245_g097300	CAB9505819.1
Sro245_g097310	CAB9505820.1
Sro245_g097320	CAB9505821.1
Sro245_g097330	CAB9505822.1
Sro245_g097340	CAB9505823.1
Sro245_g097350	CAB9505824.1
Sro245_g097360	CAB9505825.1
Sro245_g097370	CAB9505826.1
Sro245_g097380	CAB9505827.1
Sro245_g097390	CAB9505828.1
Sro245_g097400	CAB9505829.1
Sro245_g097410	CAB9505830.1
Sro245_g097420	CAB9505831.1
Sro245_g097430	CAB9505832.1
Sro245_g097440	CAB9505833.1
Sro245_g097450	CAB9505834.1
Sro245_g097460	CAB9505835.1
Sro245_g097470	CAB9505836.1
Sro245_g097480	CAB9505837.1
Sro245_g097490	CAB9505838.1
Sro245_g097500	CAB9505839.1
Sro245_g097510	CAB9505840.1
Sro245_g097520	CAB9505841.1
Sro245_g097530	CAB9505842.1
Sro245_g097540	CAB9505843.1
Sro245_g097550	CAB9505844.1
Sro245_g097560	CAB9505845.1
Sro245_g097570	CAB9505846.1
